Glottocode,ID,Language_ID,Source,Parameter_ID,NumberValue,Value,Form,Comment_contributor,Loan,Gloss,Comment_glosser,Alternate_gloss
momb1254,numerals-momb1254-1-fifteen-1,numerals-momb1254-1,Chan2019,fifteen,15,pɛ́ːlú núːmù súɡɔ́,pelunumusugo,NA,FALSE,10+5{LIG},NA,NA
momb1254,numerals-momb1254-1-sixteen-1,numerals-momb1254-1,Chan2019,sixteen,16,pɛ́ːlú kúléyⁿ súɡɔ́,pelukuleynsugo,NA,FALSE,10+6{LIG},NA,NA
momb1254,numerals-momb1254-1-seventeen-1,numerals-momb1254-1,Chan2019,seventeen,17,pɛ́ːlú sɔ́ːlì súɡɔ́,pelusolisugo,NA,FALSE,10+7{LIG},NA,NA
momb1254,numerals-momb1254-1-eighteen-1,numerals-momb1254-1,Chan2019,eighteen,18,pɛ́ːlú séːlè súɡɔ́,peluselesugo,NA,FALSE,10+8{LIG},NA,NA
momb1254,numerals-momb1254-1-nineteen-1,numerals-momb1254-1,Chan2019,nineteen,19,pɛ́rɛ́ tóːwà súɡɔ́,peretowasugo,NA,FALSE,10+9{LIG},NA,NA
momb1254,numerals-momb1254-1-twenty-1,numerals-momb1254-1,Chan2019,twenty,20,pɛ́ːnɛ́ːŋɡá,penengga,NA,FALSE,10·2,NA,NA
momb1254,numerals-momb1254-1-twentyone-1,numerals-momb1254-1,Chan2019,twentyone,21,pɛ́ːnɛ́ːŋɡá yɛ̀ː táːŋɡá súɡɔ́,penenggayetanggasugo,NA,FALSE,(10·2)+1{LIG},NA,NA
momb1254,numerals-momb1254-1-twentytwo-1,numerals-momb1254-1,Chan2019,twentytwo,22,pɛ́ːnɛ́ːŋɡá nɛ́ːŋɡá súɡɔ́,penengganenggasugo,NA,FALSE,(10·2)+2{LIG},NA,NA
momb1254,numerals-momb1254-1-twentythree-1,numerals-momb1254-1,Chan2019,twentythree,23,pɛ́ːnɛ́ːŋɡá táːndì súɡɔ́,penenggatandisugo,NA,FALSE,(10·2)+3{LIG},NA,NA
momb1254,numerals-momb1254-1-twentyfour-1,numerals-momb1254-1,Chan2019,twentyfour,24,pɛ́ːnɛ́ːŋɡá kɛ́ːjɔ́ súɡɔ́,penenggakejosugo,NA,FALSE,(10·2)+4{LIG},NA,NA
momb1254,numerals-momb1254-1-twentyfive-1,numerals-momb1254-1,Chan2019,twentyfive,25,pɛ́ːnɛ́ːŋɡá núːmù súɡɔ́,penengganumusugo,NA,FALSE,(10·2)+5{LIG},NA,NA
momb1254,numerals-momb1254-1-twentysix-1,numerals-momb1254-1,Chan2019,twentysix,26,pɛ́ːnɛ́ːŋɡá kúléyⁿ súɡɔ́,penenggakuleynsugo,NA,FALSE,(10·2)+6{LIG},NA,NA
momb1254,numerals-momb1254-1-twentyseven-1,numerals-momb1254-1,Chan2019,twentyseven,27,pɛ́ːnɛ́ːŋɡá sɔ́ːlì súɡɔ́,penenggasolisugo,NA,FALSE,(10·2)+{LIG}7,NA,NA
momb1254,numerals-momb1254-1-twentyeight-1,numerals-momb1254-1,Chan2019,twentyeight,28,pɛ́ːnɛ́ːŋɡá séːlè súɡɔ́,penenggaselesugo,NA,FALSE,(10·2)+{LIG}8,NA,NA
momb1254,numerals-momb1254-1-twentynine-1,numerals-momb1254-1,Chan2019,twentynine,29,pɛ́ːnɛ́ːŋɡá tóːwà súɡɔ́,penenggatowasugo,NA,FALSE,(10·2)+{LIG}9,NA,NA
momb1254,numerals-momb1254-1-thirty-1,numerals-momb1254-1,Chan2019,thirty,30,pɛ́ːtáːndì,petandi,NA,FALSE,10·3,NA,NA
momb1254,numerals-momb1254-1-forty-1,numerals-momb1254-1,Chan2019,forty,40,dɛ̂ː,de,NA,FALSE,40,NA,NA
momb1254,numerals-momb1254-1-fifty-1,numerals-momb1254-1,Chan2019,fifty,50,dɛ̀ː ndò pèːlú,dendopelu,NA,FALSE,40+{LIG'}10,NA,NA
momb1254,numerals-momb1254-1-sixty-1,numerals-momb1254-1,Chan2019,sixty,60,pɛ́ːlú kúléyⁿ,pelukuleyn,NA,FALSE,10·6,NA,NA
momb1254,numerals-momb1254-1-seventy-1,numerals-momb1254-1,Chan2019,seventy,70,síŋɡì pɛ́ːlú ólyâː,singgipeluolya,( 80 - 10 ? ),FALSE,80-10{LIG”},NA,NA
momb1254,numerals-momb1254-1-eighty-1,numerals-momb1254-1,Chan2019,eighty,80,síŋɡì,singgi,NA,FALSE,80,NA,NA
momb1254,numerals-momb1254-1-ninety-1,numerals-momb1254-1,Chan2019,ninety,90,síŋɡì ndò pɛ́ːlú,singgindopelu,( 80 + 10 ),FALSE,80+{LIG'}10,NA,NA
momb1254,numerals-momb1254-1-hundred-1,numerals-momb1254-1,Chan2019,hundred,100,síŋɡì ndò pɛ̀ː-nɛ́ːŋɡá,singgindopenengga,( 80 + 20 ),FALSE,80+{LIG}(10·2),NA,NA
momb1254,numerals-momb1254-1-twohundred-1,numerals-momb1254-1,Chan2019,twohundred,200,tɛ́mdɛ́rɛ́ nɛ́ŋɡá,temderenengga,NA,FALSE,100·2,NA,NA
momb1254,numerals-momb1254-1-thousand-1,numerals-momb1254-1,Chan2019,thousand,1000,múnjù,munju,NA,FALSE,1000,NA,NA
momb1254,numerals-momb1254-1-thousand-2,numerals-momb1254-1,Chan2019,thousand,1000,sìlá múnju,silamunju,NA,FALSE,1”·1000,NA,NA
momb1254,numerals-momb1254-1-twothousand-1,numerals-momb1254-1,Chan2019,twothousand,2000,múnjù nɛ́ːŋɡà,munjunengga,NA,FALSE,1000·2,NA,NA
nang1261,numerals-nang1261-1-one-1,numerals-nang1261-1,Chan2019,one,1,tùmâ,tuma,NA,FALSE,1,NA,NA
nang1261,numerals-nang1261-1-two-1,numerals-nang1261-1,Chan2019,two,2,wǒj,woj,NA,FALSE,2,NA,NA
nang1261,numerals-nang1261-1-three-1,numerals-nang1261-1,Chan2019,three,3,tàːndǐː,tandi,NA,FALSE,3,NA,NA
nang1261,numerals-nang1261-1-four-1,numerals-nang1261-1,Chan2019,four,4,nɔ̌jⁿ,nojn,NA,FALSE,4,NA,NA
nang1261,numerals-nang1261-1-five-1,numerals-nang1261-1,Chan2019,five,5,nìmǐː,nimi,NA,FALSE,5,NA,NA
nang1261,numerals-nang1261-1-six-1,numerals-nang1261-1,Chan2019,six,6,kúrê,kure,NA,FALSE,6,NA,NA
nang1261,numerals-nang1261-1-seven-1,numerals-nang1261-1,Chan2019,seven,7,sújɛ̂,suje,NA,FALSE,7,NA,NA
nang1261,numerals-nang1261-1-eight-1,numerals-nang1261-1,Chan2019,eight,8,ɡáːrɛ̀,gare,NA,FALSE,8,NA,NA
nang1261,numerals-nang1261-1-nine-1,numerals-nang1261-1,Chan2019,nine,9,tèːsǐː,tesi,NA,FALSE,9,NA,NA
nang1261,numerals-nang1261-1-ten-1,numerals-nang1261-1,Chan2019,ten,10,pɛ́ːrú,peru,NA,FALSE,10,NA,NA
nang1261,numerals-nang1261-1-eleven-1,numerals-nang1261-1,Chan2019,eleven,11,pɛ̂ːr tùmâ sáɡâ,pertumasaga,NA,FALSE,10+1{LIG},LIG=more than,NA
nang1261,numerals-nang1261-1-twelve-1,numerals-nang1261-1,Chan2019,twelve,12,pɛ̂ːr wǒj sáɡâ,perwojsaga,NA,FALSE,10+2{LIG},NA,NA
nang1261,numerals-nang1261-1-thirteen-1,numerals-nang1261-1,Chan2019,thirteen,13,pɛ̂ːr tàːndǐː sáɡâ,pertandisaga,NA,FALSE,10+3{LIG},NA,NA
nang1261,numerals-nang1261-1-fourteen-1,numerals-nang1261-1,Chan2019,fourteen,14,pɛ̂ːr nɔ̌jⁿ sáɡâ,pernojnsaga,NA,FALSE,10+4{LIG},NA,NA
nang1261,numerals-nang1261-1-fifteen-1,numerals-nang1261-1,Chan2019,fifteen,15,pɛ̂ːr nìmǐː sáɡâ,pernimisaga,NA,FALSE,10+5{LIG},NA,NA
nang1261,numerals-nang1261-1-sixteen-1,numerals-nang1261-1,Chan2019,sixteen,16,pɛ̂ːr kúrê sáɡâ,perkuresaga,NA,FALSE,10+6{LIG},NA,NA
nang1261,numerals-nang1261-1-seventeen-1,numerals-nang1261-1,Chan2019,seventeen,17,pɛ̂ːr sújɛ̂ sáɡâ,persujesaga,NA,FALSE,10+7{LIG},NA,NA
nang1261,numerals-nang1261-1-eighteen-1,numerals-nang1261-1,Chan2019,eighteen,18,pɛ̂ːr ɡáːrɛ̀ sáɡâ,pergaresaga,NA,FALSE,10+8{LIG},NA,NA
nang1261,numerals-nang1261-1-nineteen-1,numerals-nang1261-1,Chan2019,nineteen,19,pɛ̂ːr tèːsǐː sáɡâ,pertesisaga,NA,FALSE,10+9{LIG},NA,NA
nang1261,numerals-nang1261-1-twenty-1,numerals-nang1261-1,Chan2019,twenty,20,pɛ̀rí jěj,perijej,NA,FALSE,10·2',NA,NA
nang1261,numerals-nang1261-1-twentyone-1,numerals-nang1261-1,Chan2019,twentyone,21,pɛ̀rí jěj tùmâ sáɡâ,perijejtumasaga,??,FALSE,(10·2’)+1{LIG},NA,NA
nang1261,numerals-nang1261-1-twentytwo-1,numerals-nang1261-1,Chan2019,twentytwo,22,pɛ̀rí jěj wǒj sáɡâ,perijejwojsaga,NA,FALSE,(10·2’)+2{LIG},NA,NA
nang1261,numerals-nang1261-1-twentythree-1,numerals-nang1261-1,Chan2019,twentythree,23,pɛ̀rí jěj tàːndǐː sáɡâ,perijejtandisaga,NA,FALSE,(10·2’)+3{LIG},NA,NA
nang1261,numerals-nang1261-1-twentyfour-1,numerals-nang1261-1,Chan2019,twentyfour,24,pɛ̀rí jěj nɔ̌jⁿ sáɡâ,perijejnojnsaga,NA,FALSE,(10·2’)+4{LIG},NA,NA
nang1261,numerals-nang1261-1-twentyfive-1,numerals-nang1261-1,Chan2019,twentyfive,25,pɛ̀rí jěj nìmǐː sáɡâ,perijejnimisaga,NA,FALSE,(10·2’)+5{LIG},NA,NA
nang1261,numerals-nang1261-1-twentysix-1,numerals-nang1261-1,Chan2019,twentysix,26,pɛ̀rí jěj kúrê sáɡâ,perijejkuresaga,NA,FALSE,(10·2’)+6{LIG},NA,NA
nang1261,numerals-nang1261-1-twentyseven-1,numerals-nang1261-1,Chan2019,twentyseven,27,pɛ̀rí jěj sújɛ̂ sáɡâ,perijejsujesaga,NA,FALSE,(10·2’)+7{LIG},NA,NA
nang1261,numerals-nang1261-1-twentyeight-1,numerals-nang1261-1,Chan2019,twentyeight,28,pɛ̀rí jěj ɡáːrɛ̀ sáɡâ,perijejgaresaga,NA,FALSE,(10·2’)+8{LIG},NA,NA
nang1261,numerals-nang1261-1-twentynine-1,numerals-nang1261-1,Chan2019,twentynine,29,pɛ̀rí jěj tèːsǐː sáɡâ,perijejtesisaga,NA,FALSE,(10·2’)+9{LIG},NA,NA
nang1261,numerals-nang1261-1-thirty-1,numerals-nang1261-1,Chan2019,thirty,30,pɛ̌n tàːndǐː,pentandi,NA,FALSE,10·3,NA,NA
nang1261,numerals-nang1261-1-forty-1,numerals-nang1261-1,Chan2019,forty,40,pɛ̌n nɔ̌jⁿ,pennojn,NA,FALSE,10·4,NA,NA
nang1261,numerals-nang1261-1-fifty-1,numerals-nang1261-1,Chan2019,fifty,50,pɛ̌n nìmǐː,pennimi,NA,FALSE,10·5,NA,NA
nang1261,numerals-nang1261-1-sixty-1,numerals-nang1261-1,Chan2019,sixty,60,pɛ̀r kúrê,perkure,NA,FALSE,10·6,NA,NA
nang1261,numerals-nang1261-1-seventy-1,numerals-nang1261-1,Chan2019,seventy,70,pɛ̀r sújɛ̂,persuje,NA,FALSE,10·7,NA,NA
nang1261,numerals-nang1261-1-eighty-1,numerals-nang1261-1,Chan2019,eighty,80,pɛ̀r ɡáːrɛ̀,pergare,NA,FALSE,10·8,NA,NA
nang1261,numerals-nang1261-1-eighty-2,numerals-nang1261-1,Chan2019,eighty,80,dɔ̀ɡɔ̀ sěŋ,dogoseng,(archaic),FALSE,80,10·8,NA
nang1261,numerals-nang1261-1-ninety-1,numerals-nang1261-1,Chan2019,ninety,90,pɛ̀r tèːsǐː,pertesi,NA,FALSE,10·9,NA,NA
nang1261,numerals-nang1261-1-hundred-1,numerals-nang1261-1,Chan2019,hundred,100,tɛ́ːmɛ́dɛ́rɛ̀,temedere,NA,FALSE,100,NA,NA
nang1261,numerals-nang1261-1-hundred-2,numerals-nang1261-1,Chan2019,hundred,100,tɛ́ːmdɛ́rɛ̀,temdere,( < Fulfulde ),TRUE,100,NA,NA
nang1261,numerals-nang1261-1-twohundred-1,numerals-nang1261-1,Chan2019,twohundred,200,tɛ́ːmɛ́dɛ́rɛ̀ wǒj,temederewoj,??,FALSE,100·2,NA,NA
nang1261,numerals-nang1261-1-thousand-1,numerals-nang1261-1,Chan2019,thousand,1000,mùsú,musu,NA,FALSE,1000,NA,NA
nang1261,numerals-nang1261-1-twothousand-1,numerals-nang1261-1,Chan2019,twothousand,2000,mùsú wǒj,musuwoj,??,FALSE,1000·2,NA,NA
toro1252,numerals-toro1252-1-one-1,numerals-toro1252-1,Chan2019,one,1,tíì,tii,(for counting),FALSE,1,NA,NA
toro1252,numerals-toro1252-1-one-2,numerals-toro1252-1,Chan2019,one,1,túrú,turu,NA,FALSE,1’,NA,NA
toro1252,numerals-toro1252-1-two-1,numerals-toro1252-1,Chan2019,two,2,lɛ́j,lej,NA,FALSE,2,NA,NA
toro1252,numerals-toro1252-1-three-1,numerals-toro1252-1,Chan2019,three,3,tàánú,taanu,NA,FALSE,3,NA,NA
toro1252,numerals-toro1252-1-four-1,numerals-toro1252-1,Chan2019,four,4,nàjí,naji,NA,FALSE,4,NA,NA
toro1252,numerals-toro1252-1-five-1,numerals-toro1252-1,Chan2019,five,5,nùmɔ́r̃ɔ́,numoro,NA,FALSE,5,NA,NA
toro1252,numerals-toro1252-1-six-1,numerals-toro1252-1,Chan2019,six,6,kúlòj,kuloj,NA,FALSE,6,NA,NA
toro1252,numerals-toro1252-1-seven-1,numerals-toro1252-1,Chan2019,seven,7,sɔ́j,soj,NA,FALSE,7,NA,NA
toro1252,numerals-toro1252-1-eight-1,numerals-toro1252-1,Chan2019,eight,8,ɡáárà,gaara,NA,FALSE,8,NA,NA
toro1252,numerals-toro1252-1-nine-1,numerals-toro1252-1,Chan2019,nine,9,túwɔ́,tuwo,NA,FALSE,9,NA,NA
toro1252,numerals-toro1252-1-ten-1,numerals-toro1252-1,Chan2019,ten,10,pɛ́rú,peru,NA,FALSE,10,NA,NA
toro1252,numerals-toro1252-1-eleven-1,numerals-toro1252-1,Chan2019,eleven,11,pɛ́rú ɡúú tír sìɡɛ̀,peruguutirsige,NA,FALSE,10+{LIG?}1{LIG},NA,NA
toro1252,numerals-toro1252-1-twelve-1,numerals-toro1252-1,Chan2019,twelve,12,pɛ́rú ɡúú léj̀ sìɡɛ̀,peruguulejsige,NA,FALSE,10+{LIG?}2{LIG},NA,NA
toro1252,numerals-toro1252-1-thirteen-1,numerals-toro1252-1,Chan2019,thirteen,13,pɛ́rú ɡúú táánú sìɡɛ̀,peruguutaanusige,NA,FALSE,10+{LIG?}3{LIG},NA,NA
toro1252,numerals-toro1252-1-fourteen-1,numerals-toro1252-1,Chan2019,fourteen,14,pɛ́rú ɡúú náj̀ sìɡɛ̀,peruguunajsige,NA,FALSE,10+{LIG?}4{LIG},NA,NA
toro1252,numerals-toro1252-1-fifteen-1,numerals-toro1252-1,Chan2019,fifteen,15,pɛ́rú ɡúú nùmɔ́r̃ɔ́ sìɡɛ̀,peruguunumorosige,NA,FALSE,10+{LIG?}5{LIG},NA,NA
toro1252,numerals-toro1252-1-sixteen-1,numerals-toro1252-1,Chan2019,sixteen,16,pɛ́rú ɡúú kúlój sìɡɛ̀,peruguukulojsige,NA,FALSE,10+{LIG?}6{LIG},NA,NA
toro1252,numerals-toro1252-1-seventeen-1,numerals-toro1252-1,Chan2019,seventeen,17,pɛ́rú ɡúú sɔ́j̀ sìɡɛ̀,peruguusojsige,NA,FALSE,10+{LIG?}7{LIG},NA,NA
toro1252,numerals-toro1252-1-eighteen-1,numerals-toro1252-1,Chan2019,eighteen,18,pɛ́rú ɡúú ɡáárà sìɡɛ̀,peruguugaarasige,NA,FALSE,10+{LIG?}8{LIG},NA,NA
toro1252,numerals-toro1252-1-nineteen-1,numerals-toro1252-1,Chan2019,nineteen,19,pɛ́rú ɡúú túwɔ́ sìɡɛ̀,peruguutuwosige,NA,FALSE,10+{LIG?}9{LIG},NA,NA
toro1252,numerals-toro1252-1-twenty-1,numerals-toro1252-1,Chan2019,twenty,20,pɛ́ léj̀,pelej,NA,FALSE,10·2,NA,NA
toro1252,numerals-toro1252-1-twentyone-1,numerals-toro1252-1,Chan2019,twentyone,21,pɛ́ léj̀ túrú sìɡɛ̀,pelejturusige,NA,FALSE,(10·2)+1'{LIG},NA,NA
toro1252,numerals-toro1252-1-twentytwo-1,numerals-toro1252-1,Chan2019,twentytwo,22,pɛ́ léj̀ lɛ́j̀ sìɡɛ̀,pelejlejsige,NA,FALSE,(10·2)+2{LIG},NA,NA
toro1252,numerals-toro1252-1-twentythree-1,numerals-toro1252-1,Chan2019,twentythree,23,pɛ́ léj̀ tàánú sìɡɛ̀,pelejtaanusige,NA,FALSE,(10·2)+3{LIG},NA,NA
toro1252,numerals-toro1252-1-twentyfour-1,numerals-toro1252-1,Chan2019,twentyfour,24,pɛ́ léj̀ nàj̀ sìɡɛ̀,pelejnajsige,NA,FALSE,(10·2)+4{LIG},NA,NA
toro1252,numerals-toro1252-1-twentyfive-1,numerals-toro1252-1,Chan2019,twentyfive,25,pɛ́ léj̀ nùmɔ́r̃ɔ́ sìɡɛ̀,pelejnumorosige,NA,FALSE,(10·2)+5{LIG},NA,NA
toro1252,numerals-toro1252-1-twentysix-1,numerals-toro1252-1,Chan2019,twentysix,26,pɛ́ léj̀ kúlój sìɡɛ̀,pelejkulojsige,NA,FALSE,(10·2)+6{LIG},NA,NA
toro1252,numerals-toro1252-1-twentyseven-1,numerals-toro1252-1,Chan2019,twentyseven,27,pɛ́ léj̀ sɔ́j sìɡɛ̀,pelejsojsige,NA,FALSE,(10·2)+7{LIG},NA,NA
toro1252,numerals-toro1252-1-twentyeight-1,numerals-toro1252-1,Chan2019,twentyeight,28,pɛ́ léj̀ ɡáárà sìɡɛ̀,pelejgaarasige,NA,FALSE,(10·2)+8{LIG},NA,NA
toro1252,numerals-toro1252-1-twentynine-1,numerals-toro1252-1,Chan2019,twentynine,29,pɛ́ léj̀ túwɔ́ sìɡɛ̀,pelejtuwosige,NA,FALSE,(10·2)+9{LIG},NA,NA
toro1252,numerals-toro1252-1-thirty-1,numerals-toro1252-1,Chan2019,thirty,30,pɛ́ táánú,petaanu,NA,FALSE,10·3,NA,NA
toro1252,numerals-toro1252-1-forty-1,numerals-toro1252-1,Chan2019,forty,40,pɛ́ náj̀,penaj,NA,FALSE,10·4,NA,NA
toro1252,numerals-toro1252-1-fortyone-1,numerals-toro1252-1,Chan2019,fortyone,41,pɛ́ náj̀ tír sìɡɛ̀,penajtirsige,NA,FALSE,(10·4)+1{LIG},NA,NA
toro1252,numerals-toro1252-1-fifty-1,numerals-toro1252-1,Chan2019,fifty,50,pɛ́ númɔ́r̃ɔ́,penumoro,NA,FALSE,10·5,NA,NA
toro1252,numerals-toro1252-1-sixty-1,numerals-toro1252-1,Chan2019,sixty,60,pɛ́ kúlòj,pekuloj,NA,FALSE,10·6,NA,NA
toro1252,numerals-toro1252-1-seventy-1,numerals-toro1252-1,Chan2019,seventy,70,pɛ́ sɔ́j̀,pesoj,NA,FALSE,10·7,NA,NA
toro1252,numerals-toro1252-1-eighty-1,numerals-toro1252-1,Chan2019,eighty,80,dɔ̀ɡɔ̀ súŋú,dogosungu,NA,FALSE,10·8,NA,NA
toro1252,numerals-toro1252-1-ninety-1,numerals-toro1252-1,Chan2019,ninety,90,dɔ̀ɡɔ̀ súŋú pɛ́rú,dogosunguperu,NA,FALSE,10·9,NA,NA
toro1252,numerals-toro1252-1-hundred-1,numerals-toro1252-1,Chan2019,hundred,100,súŋú,sungu,NA,FALSE,100,NA,NA
toro1252,numerals-toro1252-1-onehundredandone-1,numerals-toro1252-1,Chan2019,onehundredandone,101,súŋú túrú,sunguturu,NA,FALSE,100+1,NA,NA
toro1252,numerals-toro1252-1-twohundred-1,numerals-toro1252-1,Chan2019,twohundred,200,súŋú léj̀,sungulej,NA,FALSE,100·2,NA,NA
toro1252,numerals-toro1252-1-thousand-1,numerals-toro1252-1,Chan2019,thousand,1000,mùɲú,munu,NA,FALSE,1000,NA,NA
toro1252,numerals-toro1252-1-twothousand-1,numerals-toro1252-1,Chan2019,twothousand,2000,mùɲú léj̀,munulej,NA,FALSE,1000·2,NA,NA
toro1252,numerals-toro1252-1-twothousandandtwo-1,numerals-toro1252-1,Chan2019,twothousandandtwo,2002,mùɲú léj̀ támá léj̀,munulejtamalej,NA,FALSE,(1000·2)+{LIG”?}2,NA,NA
toro1253,numerals-toro1253-1-one-1,numerals-toro1253-1,Chan2019,one,1,túrú,turu,NA,FALSE,1,NA,NA
toro1253,numerals-toro1253-1-two-1,numerals-toro1253-1,Chan2019,two,2,lɛ̌y,ley,NA,FALSE,2,NA,NA
toro1253,numerals-toro1253-1-three-1,numerals-toro1253-1,Chan2019,three,3,tǎːlí,tali,NA,FALSE,3,NA,NA
toro1253,numerals-toro1253-1-four-1,numerals-toro1253-1,Chan2019,four,4,nǎyⁿ,nayn,NA,FALSE,4,NA,NA
toro1253,numerals-toro1253-1-five-1,numerals-toro1253-1,Chan2019,five,5,nǔːyⁿ,nuyn,NA,FALSE,5,NA,NA
toro1253,numerals-toro1253-1-six-1,numerals-toro1253-1,Chan2019,six,6,kúréy,kurey,NA,FALSE,6,NA,NA
toro1253,numerals-toro1253-1-seven-1,numerals-toro1253-1,Chan2019,seven,7,sóyⁿ,soyn,NA,FALSE,7,NA,NA
toro1253,numerals-toro1253-1-eight-1,numerals-toro1253-1,Chan2019,eight,8,ɡáːrà,gara,NA,FALSE,8,NA,NA
toro1253,numerals-toro1253-1-nine-1,numerals-toro1253-1,Chan2019,nine,9,láːrà,lara,NA,FALSE,9,NA,NA
toro1253,numerals-toro1253-1-ten-1,numerals-toro1253-1,Chan2019,ten,10,pɛ́ró,pero,NA,FALSE,10,NA,NA
toro1253,numerals-toro1253-1-eleven-1,numerals-toro1253-1,Chan2019,eleven,11,pɛ́ːr-iː túrú,perituru,NA,FALSE,10+1,NA,NA
toro1253,numerals-toro1253-1-twelve-1,numerals-toro1253-1,Chan2019,twelve,12,pɛ́ːr-iː lɛ̌y,periley,NA,FALSE,10+2,NA,NA
toro1253,numerals-toro1253-1-thirteen-1,numerals-toro1253-1,Chan2019,thirteen,13,pɛ́ːr-iː tǎːli,peritali,NA,FALSE,10+3,NA,NA
toro1253,numerals-toro1253-1-fourteen-1,numerals-toro1253-1,Chan2019,fourteen,14,pɛ́ːr-iː nǎyⁿ,perinayn,NA,FALSE,10+4,NA,NA
toro1253,numerals-toro1253-1-fifteen-1,numerals-toro1253-1,Chan2019,fifteen,15,pɛ́ːr-iː nǔːyⁿ,perinuyn,NA,FALSE,10+5,NA,NA
toro1253,numerals-toro1253-1-sixteen-1,numerals-toro1253-1,Chan2019,sixteen,16,pɛ́ːr-iː kúréy,perikurey,NA,FALSE,10+6,NA,NA
toro1253,numerals-toro1253-1-seventeen-1,numerals-toro1253-1,Chan2019,seventeen,17,pɛ́ːr-iː sóyⁿ,perisoyn,NA,FALSE,10+7,NA,NA
toro1253,numerals-toro1253-1-eighteen-1,numerals-toro1253-1,Chan2019,eighteen,18,pɛ́ːr-iː ɡáːrà,perigara,NA,FALSE,10+8,NA,NA
toro1253,numerals-toro1253-1-nineteen-1,numerals-toro1253-1,Chan2019,nineteen,19,pɛ́ːr-iː láːrà,perilara,NA,FALSE,10+9,NA,NA
toro1253,numerals-toro1253-1-twenty-1,numerals-toro1253-1,Chan2019,twenty,20,pé-lèy,peley,NA,FALSE,10·2,NA,NA
toro1253,numerals-toro1253-1-twentyone-1,numerals-toro1253-1,Chan2019,twentyone,21,pé-lěy túrú,peleyturu,NA,FALSE,(10·2)+1,NA,NA
toro1253,numerals-toro1253-1-twentytwo-1,numerals-toro1253-1,Chan2019,twentytwo,22,pé-lěy lɛ̌y,peleyley,NA,FALSE,(10·2)+2,NA,NA
toro1253,numerals-toro1253-1-twentythree-1,numerals-toro1253-1,Chan2019,twentythree,23,pé-lěy tǎːli,peleytali,NA,FALSE,(10·2)+3,NA,NA
toro1253,numerals-toro1253-1-twentyfour-1,numerals-toro1253-1,Chan2019,twentyfour,24,pé-lěy nǎyⁿ,peleynayn,NA,FALSE,(10·2)+4,NA,NA
toro1253,numerals-toro1253-1-twentyfive-1,numerals-toro1253-1,Chan2019,twentyfive,25,pé-lěy nǔːyⁿ,peleynuyn,NA,FALSE,(10·2)+5,NA,NA
toro1253,numerals-toro1253-1-twentysix-1,numerals-toro1253-1,Chan2019,twentysix,26,pé-lěy kúréy,peleykurey,NA,FALSE,(10·2)+6,NA,NA
toro1253,numerals-toro1253-1-twentyseven-1,numerals-toro1253-1,Chan2019,twentyseven,27,pé-lěy sóyⁿ,peleysoyn,NA,FALSE,(10·2)+7,NA,NA
toro1253,numerals-toro1253-1-twentyeight-1,numerals-toro1253-1,Chan2019,twentyeight,28,pé-lěy ɡáːrà,peleygara,NA,FALSE,(10·2)+8,NA,NA
toro1253,numerals-toro1253-1-twentynine-1,numerals-toro1253-1,Chan2019,twentynine,29,pé-lěy láːrà,peleylara,NA,FALSE,(10·2)+9,NA,NA
toro1253,numerals-toro1253-1-thirty-1,numerals-toro1253-1,Chan2019,thirty,30,pɛ́-tǎːli,petali,NA,FALSE,10·3,NA,NA
toro1253,numerals-toro1253-1-forty-1,numerals-toro1253-1,Chan2019,forty,40,pɛ́-nǎyⁿ,penayn,NA,FALSE,10·4,NA,NA
toro1253,numerals-toro1253-1-fifty-1,numerals-toro1253-1,Chan2019,fifty,50,pɛ́-nǔːyⁿ,penuyn,NA,FALSE,10·5,NA,NA
toro1253,numerals-toro1253-1-sixty-1,numerals-toro1253-1,Chan2019,sixty,60,pɛ̀rú-kúréy,perukurey,NA,FALSE,10·6,NA,NA
toro1253,numerals-toro1253-1-seventy-1,numerals-toro1253-1,Chan2019,seventy,70,pɛ̀rú-sóyⁿ,perusoyn,NA,FALSE,10·7,NA,NA
toro1253,numerals-toro1253-1-eighty-1,numerals-toro1253-1,Chan2019,eighty,80,pɛ̀r-ɡáːrà,pergara,NA,FALSE,10·8,NA,NA
toro1253,numerals-toro1253-1-eighty-2,numerals-toro1253-1,Chan2019,eighty,80,dɔ̀ɣɔ̀-sǔŋ,dogosung,NA,FALSE,80{?},10’·8 - borrowed,NA
toro1253,numerals-toro1253-1-ninety-1,numerals-toro1253-1,Chan2019,ninety,90,pɛ̀r-láːrà,perlara,NA,FALSE,10·9,NA,NA
toro1253,numerals-toro1253-1-hundred-1,numerals-toro1253-1,Chan2019,hundred,100,zàŋú túrú,zanguturu,NA,FALSE,100·1,NA,NA
toro1253,numerals-toro1253-1-twohundred-1,numerals-toro1253-1,Chan2019,twohundred,200,zàŋu lɛ̌y,zanguley,NA,FALSE,100·2,NA,NA
toro1253,numerals-toro1253-1-thousand-1,numerals-toro1253-1,Chan2019,thousand,1000,zɛ́mbɛ̀rɛ̀ túrú,zembereturu,NA,FALSE,1000·1,NA,NA
toro1253,numerals-toro1253-1-twothousand-1,numerals-toro1253-1,Chan2019,twothousand,2000,mùɲú lɛ̌y,munuley,NA,FALSE,1000·2,NA,NA
yand1257,numerals-yand1257-1-one-1,numerals-yand1257-1,Chan2019,one,1,tùmá:,tuma,NA,FALSE,1,NA,NA
