ID;Language_ID;Source;Parameter_ID;NumberValue;Value;Form;Comment_contributor;Loan;Gloss;Comment_glosser;Alternate_gloss
numerals-jurm1239-1-one-1;numerals-jurm1239-1;Chan2019;one;1;kɔ̀tɔ́;koto;;FALSE;1;;
numerals-jurm1239-1-two-1;numerals-jurm1239-1;Chan2019;two;2;rḯyö́;riyo;;FALSE;2;;
numerals-jurm1239-1-three-1;numerals-jurm1239-1;Chan2019;three;3;mòtá;mota;;FALSE;3;;
numerals-jurm1239-1-four-1;numerals-jurm1239-1;Chan2019;four;4;sòwɔ́;sowo;;FALSE;4;;
numerals-jurm1239-1-five-1;numerals-jurm1239-1;Chan2019;five;5;mùyí̈;muyi;;FALSE;5;;
numerals-jurm1239-1-six-1;numerals-jurm1239-1;Chan2019;six;6;mòdɔ́ɔ́kɔ̀tɔ́;modookoto;( 5 + 1 );FALSE;5'+{LIG}1;;
numerals-jurm1239-1-seven-1;numerals-jurm1239-1;Chan2019;seven;7;mòdɔ́mòrḯyö́;modomoriyo;( 5 + 2 );FALSE;5'+{LIG}2;;
numerals-jurm1239-1-eight-1;numerals-jurm1239-1;Chan2019;eight;8;mòdɔ́ɔ́mòtá;modoomota;( 5 + 3 );FALSE;5'+{LIG}3;;
numerals-jurm1239-1-nine-1;numerals-jurm1239-1;Chan2019;nine;9;mòdɔ́mòsòwɔ́;modomosowo;( 5 + 4 );FALSE;5'+{LIG}4;;
numerals-jurm1239-1-ten-1;numerals-jurm1239-1;Chan2019;ten;10;ɓùtë́;bute;;FALSE;10;;
numerals-jurm1239-1-eleven-1;numerals-jurm1239-1;Chan2019;eleven;11;ɓùtë́ dɔ̀ɔ́kɔ̀tɔ́;butedookoto;;FALSE;10+1;;
numerals-jurm1239-1-twelve-1;numerals-jurm1239-1;Chan2019;twelve;12;ɓùtë́ dɔ̀mórḯyö́;butedomoriyo;;FALSE;10+2;;
numerals-jurm1239-1-thirteen-1;numerals-jurm1239-1;Chan2019;thirteen;13;ɓùtë́ dɔ̀ɔ́mòtá;butedoomota;;FALSE;10+3;;
numerals-jurm1239-1-fourteen-1;numerals-jurm1239-1;Chan2019;fourteen;14;ɓùtë́ dɔ̀mósòwɔ́;butedomosowo;;FALSE;10+4;;
numerals-jurm1239-1-fifteen-1;numerals-jurm1239-1;Chan2019;fifteen;15;ɓùtë́ dö́ö́mù;butedoomu;;FALSE;10+5;;
numerals-jurm1239-1-sixteen-1;numerals-jurm1239-1;Chan2019;sixteen;16;ɓùtë́ dö́ö́mù dɔ̀ɔ́kɔ̀tɔ́;butedoomudookoto;;FALSE;10+{LIG}5'+{LIG}1;;
numerals-jurm1239-1-seventeen-1;numerals-jurm1239-1;Chan2019;seventeen;17;ɓùtë́ dö́ö́mù dɔ̀mórḯyö́;butedoomudomoriyo;;FALSE;10+{LIG}5'+{LIG}2;;
numerals-jurm1239-1-eighteen-1;numerals-jurm1239-1;Chan2019;eighteen;18;ɓùtë́ dö́ö́mù dɔ̀ɔ́mòtá;butedoomudoomota;;FALSE;10+{LIG}5'+{LIG}3;;
numerals-jurm1239-1-nineteen-1;numerals-jurm1239-1;Chan2019;nineteen;19;ɓùtë́ dö́ö́mù dɔ̀mósòwɔ́;butedoomudomosowo;;FALSE;10+{LIG}5'+{LIG}4;;
numerals-jurm1239-1-twenty-1;numerals-jurm1239-1;Chan2019;twenty;20;ɓùtë́ rḯyö́;buteriyo;;FALSE;10·2;;
numerals-jurm1239-1-twentyone-1;numerals-jurm1239-1;Chan2019;twentyone;21;ɓùtë́ rḯyö́ dɔ̀ɔ́kɔ̀tɔ́;buteriyodookoto;;FALSE;(10·2)+{LIG}1;;
numerals-jurm1239-1-twentytwo-1;numerals-jurm1239-1;Chan2019;twentytwo;22;ɓùtë́ rḯyö́ dɔ̀mórḯyö́;buteriyodomoriyo;;FALSE;(10·2)+{LIG}2;;
numerals-jurm1239-1-twentythree-1;numerals-jurm1239-1;Chan2019;twentythree;23;ɓùtë́ rḯyö́ dɔ̀ɔ́mòtá;buteriyodoomota;;FALSE;(10·2)+{LIG}3;;
numerals-jurm1239-1-twentyfour-1;numerals-jurm1239-1;Chan2019;twentyfour;24;ɓùtë́ rḯyö́ dɔ̀mósòwɔ́;buteriyodomosowo;;FALSE;(10·2)+{LIG}4;;
numerals-jurm1239-1-twentyfive-1;numerals-jurm1239-1;Chan2019;twentyfive;25;ɓùtë́ rḯyö́ dö́ö́mù;buteriyodoomu;;FALSE;(10·2)+{LIG}5;;
numerals-jurm1239-1-twentysix-1;numerals-jurm1239-1;Chan2019;twentysix;26;ɓùtë́ rḯyö́ dö́ö́mù dɔ̀ɔ́kɔ̀tɔ́;buteriyodoomudookoto;;FALSE;(10·2)+{LIG}5’+{LIG}1;;
numerals-jurm1239-1-twentyseven-1;numerals-jurm1239-1;Chan2019;twentyseven;27;ɓùtë́ rḯyö́ dö́ö́mù dɔ̀mórḯyö́;buteriyodoomudomoriyo;;FALSE;(10·2)+{LIG}5’+{LIG}2;;
numerals-jurm1239-1-twentyeight-1;numerals-jurm1239-1;Chan2019;twentyeight;28;ɓùtë́ rḯyö́ dö́ö́mù dɔ̀ɔ́mòtá;buteriyodoomudoomota;;FALSE;(10·2)+{LIG}5’+{LIG}3;;
numerals-jurm1239-1-twentynine-1;numerals-jurm1239-1;Chan2019;twentynine;29;ɓùtë́ rḯyö́ dö́ö́mù dɔ̀mósòwɔ́;buteriyodoomudomosowo;;FALSE;(10·2)+{LIG}5’+{LIG}4;;
