ID;Language_ID;Source;Parameter_ID;NumberValue;Value;Form;Comment_contributor;Loan;Gloss;Comment_glosser;Alternate_gloss
numerals-kpas1242-1-one-1;numerals-kpas1242-1;Chan2019;one;1;ɓíní;bini;;FALSE;1;;
numerals-kpas1242-1-two-1;numerals-kpas1242-1;Chan2019;two;2;ʔíè;ie;;FALSE;2;;
numerals-kpas1242-1-three-1;numerals-kpas1242-1;Chan2019;three;3;tátˢ;tats;;FALSE;3;;
numerals-kpas1242-1-four-1;numerals-kpas1242-1;Chan2019;four;4;nātˢ;nats;;FALSE;4;;
numerals-kpas1242-1-five-1;numerals-kpas1242-1;Chan2019;five;5;nɔ̃́ŋ;nong;;FALSE;5;;
numerals-kpas1242-1-six-1;numerals-kpas1242-1;Chan2019;six;6;nāɓíní;nabini;( 5+ 1 );FALSE;5+1;;
numerals-kpas1242-1-seven-1;numerals-kpas1242-1;Chan2019;seven;7;nāk͡píē;nakpie;( 5+ 2 );FALSE;5+2;;
numerals-kpas1242-1-eight-1;numerals-kpas1242-1;Chan2019;eight;8;nātáts;natats;( 5+ 3 );FALSE;5+3;;
numerals-kpas1242-1-nine-1;numerals-kpas1242-1;Chan2019;nine;9;nānāts;nanats;( 5+ 4 );FALSE;5+4;;
numerals-kpas1242-1-ten-1;numerals-kpas1242-1;Chan2019;ten;10;kópʰ;koph;;FALSE;10;;
numerals-kpas1242-1-eleven-1;numerals-kpas1242-1;Chan2019;eleven;11;kób-ɲán-ɓínì;kobnanbini;;FALSE;10+{and}1;;
numerals-kpas1242-1-twelve-1;numerals-kpas1242-1;Chan2019;twelve;12;kób-ɲán-íe᷄;kobnanie;;FALSE;10+{and}2;;
numerals-kpas1242-1-thirteen-1;numerals-kpas1242-1;Chan2019;thirteen;13;kób-ɲá-táts;kobnatats;;FALSE;10+{and}3;;
numerals-kpas1242-1-fourteen-1;numerals-kpas1242-1;Chan2019;fourteen;14;kób-ɲá-náts;kobnanats;;FALSE;10+{and}4;;
numerals-kpas1242-1-fifteen-1;numerals-kpas1242-1;Chan2019;fifteen;15;kób-ɲã́n-nɔ̃́ŋ;kobnannong;;FALSE;10+{and}5;;
numerals-kpas1242-1-sixteen-1;numerals-kpas1242-1;Chan2019;sixteen;16;kób-ɲán-náɓíní;kobnannabini;;FALSE;10+{and}5+1;;
numerals-kpas1242-1-seventeen-1;numerals-kpas1242-1;Chan2019;seventeen;17;kób-ɲán-nák͡píe᷄;kobnannakpie;;FALSE;10+{and}5+2;;
numerals-kpas1242-1-eighteen-1;numerals-kpas1242-1;Chan2019;eighteen;18;kób-ɲá-náta᷄ts;kobnanatats;;FALSE;10+{and}5+3;;
numerals-kpas1242-1-nineteen-1;numerals-kpas1242-1;Chan2019;nineteen;19;kób-ɲán-nānāts;kobnannanats;;FALSE;10+{and}5+4;;
numerals-kpas1242-1-twenty-1;numerals-kpas1242-1;Chan2019;twenty;20;kéé-ɓíní;keebini;;FALSE;20·1;;
numerals-kpas1242-1-twentyone-1;numerals-kpas1242-1;Chan2019;twentyone;21;ké-ɓíní-ɲán-ɓíní;kebininanbini;;FALSE;(20·1)+{and}1;;
numerals-kpas1242-1-twentytwo-1;numerals-kpas1242-1;Chan2019;twentytwo;22;ké-ɓíní-ɲán-ʔíéʔ;kebininanie;;FALSE;(20·1)+{and}2;;
numerals-kpas1242-1-thirty-1;numerals-kpas1242-1;Chan2019;thirty;30;kéé-ɓíní-ɲán-kópʰ;keebininankoph;;FALSE;(20·1)+{and}10;;
numerals-kpas1242-1-forty-1;numerals-kpas1242-1;Chan2019;forty;40;káá ʔíé;kaaie;( 20 x 2 );FALSE;20·2;;
numerals-kpas1242-1-fifty-1;numerals-kpas1242-1;Chan2019;fifty;50;káá-ʔíé-ɲán-kópʰ;kaaienankoph;;FALSE;(20·2)+{and}10;;
numerals-kpas1242-1-sixty-1;numerals-kpas1242-1;Chan2019;sixty;60;ká-táts;katats;( 20 x 3 );FALSE;20·3;;
numerals-kpas1242-1-seventy-1;numerals-kpas1242-1;Chan2019;seventy;70;kā-táts-ɲān-kópʰ;katatsnankoph;;FALSE;(20·3)+{and}10;;
numerals-kpas1242-1-eighty-1;numerals-kpas1242-1;Chan2019;eighty;80;ká-nāts;kanats;( 20 x 4 );FALSE;20·4;;
numerals-kpas1242-1-ninety-1;numerals-kpas1242-1;Chan2019;ninety;90;ká-nāts-ɲān-kōpʰ;kanatsnankoph;;FALSE;(20·4)+{and}10;;
numerals-kpas1242-1-hundred-1;numerals-kpas1242-1;Chan2019;hundred;100;káá-nɔ̃́ŋ;kaanong;( 20 x 5 );FALSE;20·5;;
numerals-kpas1242-1-twohundred-1;numerals-kpas1242-1;Chan2019;twohundred;200;káá-nɔ̃́ŋ-ʔíē;kaanongie;( 20 x 5 x 2 );FALSE;20·5·2;;
numerals-kpas1242-1-thousand-1;numerals-kpas1242-1;Chan2019;thousand;1000;kób-kób-tām-kópʰ;kobkobtamkoph;;FALSE;10·10·{LIG}10;;
