ID;Language_ID;Source;Parameter_ID;NumberValue;Value;Form;Comment_contributor;Loan;Gloss;Comment_glosser;Alternate_gloss
numerals-dayy1236-1-one-1;numerals-dayy1236-1;Chan2019;one;1;nɡɔ̄ŋ́;ngong;;FALSE;1;;
numerals-dayy1236-1-two-1;numerals-dayy1236-1;Chan2019;two;2;dīí;dii;;FALSE;2;;
numerals-dayy1236-1-three-1;numerals-dayy1236-1;Chan2019;three;3;tà;ta;;FALSE;3;;
numerals-dayy1236-1-four-1;numerals-dayy1236-1;Chan2019;four;4;ndà;nda;;FALSE;4;;
numerals-dayy1236-1-five-1;numerals-dayy1236-1;Chan2019;five;5;sɛ̄rì;seri;;FALSE;5;;
numerals-dayy1236-1-six-1;numerals-dayy1236-1;Chan2019;six;6;sɛ̄rì mòn;serimon;;FALSE;5+1’;;
numerals-dayy1236-1-seven-1;numerals-dayy1236-1;Chan2019;seven;7;bīyām tà;biyamta;( probably ' four three ');FALSE;4’+3;;
numerals-dayy1236-1-eight-1;numerals-dayy1236-1;Chan2019;eight;8;pārārā;parara;;FALSE;8;;
numerals-dayy1236-1-nine-1;numerals-dayy1236-1;Chan2019;nine;9;bór sōŋ rə́ nɡɔ̄ŋ́;borsongrangong;( 'lacking one' );FALSE;[10]{LIG}-1;;
numerals-dayy1236-1-ten-1;numerals-dayy1236-1;Chan2019;ten;10;mò̰;mo;;FALSE;10;;
numerals-dayy1236-1-eleven-1;numerals-dayy1236-1;Chan2019;eleven;11;mò̰ nə́ ə́ nɡɔ̄ŋ́;monaangong;;FALSE;10+{and}1;;
numerals-dayy1236-1-twelve-1;numerals-dayy1236-1;Chan2019;twelve;12;mò̰ nə́ ə́ dīí;monaadii;;FALSE;10+{and}2;;
numerals-dayy1236-1-thirteen-1;numerals-dayy1236-1;Chan2019;thirteen;13;mò̰ nə́ ə́ tà;monaata;;FALSE;10+{and}3;;
numerals-dayy1236-1-fourteen-1;numerals-dayy1236-1;Chan2019;fourteen;14;mò̰ nə́ ə́ ndà;monaanda;;FALSE;10+{and}4;;
numerals-dayy1236-1-fifteen-1;numerals-dayy1236-1;Chan2019;fifteen;15;mò̰ nə́ ə́ sɛ̄rì;monaaseri;;FALSE;10+{and}5;;
numerals-dayy1236-1-sixteen-1;numerals-dayy1236-1;Chan2019;sixteen;16;mò̰ nə́ ə́ sɛ̄rì mòn;monaaserimon;;FALSE;10+{and}5+1;;
numerals-dayy1236-1-seventeen-1;numerals-dayy1236-1;Chan2019;seventeen;17;mò̰ nə́ ə́ bīyām tà;monaabiyamta;;FALSE;10+{and}4’+3;;
numerals-dayy1236-1-eighteen-1;numerals-dayy1236-1;Chan2019;eighteen;18;mò̰ nə́ ə́ pārārā;monaaparara;;FALSE;10+{and}8;;
numerals-dayy1236-1-nineteen-1;numerals-dayy1236-1;Chan2019;nineteen;19;mò̰ nə́ ə́ bór sōŋ rə́ nɡɔ̄ŋ́;monaaborsongrangong;;FALSE;10+{and}[10]{LIG}-1;;
numerals-dayy1236-1-twenty-1;numerals-dayy1236-1;Chan2019;twenty;20;mò̰ dīí;modii;;FALSE;10·2;;
numerals-dayy1236-1-twentyone-1;numerals-dayy1236-1;Chan2019;twentyone;21;mò̰ dīí nə́ ə́ nɡɔ̄ŋ́;modiinaangong;;FALSE;(10·2)+{and}1;;
numerals-dayy1236-1-twentytwo-1;numerals-dayy1236-1;Chan2019;twentytwo;22;mò̰ dīí nə́ ə́ dīí;modiinaadii;;FALSE;(10·2)+{and}2;;
numerals-dayy1236-1-twentythree-1;numerals-dayy1236-1;Chan2019;twentythree;23;mò̰ dīí nə́ ə́ tà;modiinaata;;FALSE;(10·2)+{and}3;;
numerals-dayy1236-1-twentyfour-1;numerals-dayy1236-1;Chan2019;twentyfour;24;mò̰ dīí nə́ ə́ ndà;modiinaanda;;FALSE;(10·2)+{and}4;;
