Language_ID;ID;Parameter_ID;Value;Form;Gloss;Alternate_Gloss;Comment_Glosser
ngom1270-1;ngom1270-1-1-1;1;-wutu;-wutu;1;;NA
ngom1270-1;ngom1270-1-2-1;2;-ba;-ba;2;;NA
ngom1270-1;ngom1270-1-3-1;3;-lalu;-lalu;3;;NA
ngom1270-1;ngom1270-1-4-1;4;-nai;-nai;4;;NA
ngom1270-1;ngom1270-1-5-1;5;-tanu;-tanu;5;;NA
ngom1270-1;ngom1270-1-6-1;6;-tanu na -wutu;-tanu na -wutu;5+{and}1;;NA
ngom1270-1;ngom1270-1-7-1;7;-tanu na -ba;-tanu na -ba;5+{and}2;;NA
ngom1270-1;ngom1270-1-8-1;8;-tanu na -lalu;-tanu na -lalu;5+{and}3;;NA
ngom1270-1;ngom1270-1-9-1;9;-tanu na -nai;-tanu na -nai;5+{and}4;;NA
ngom1270-1;ngom1270-1-10-1;10;dyumu;dyumu;10;;NA
ngom1270-1;ngom1270-1-11-1;11;dyumu na -wutu;dyumu na -wutu;10+{and}1;;NA
ngom1270-1;ngom1270-1-12-1;12;dyumu na -ba;dyumu na -ba;10+{and}2;;NA
ngom1270-1;ngom1270-1-13-1;13;dyumu na -lalu;dyumu na -lalu;10+{and}3;;NA
ngom1270-1;ngom1270-1-14-1;14;dyumu na -nai;dyumu na -nai;10+{and}4;;NA
ngom1270-1;ngom1270-1-15-1;15;dyumu na -tanu;dyumu na -tanu;10+{and}5;;NA
ngom1270-1;ngom1270-1-16-1;16;dyumu na -tanu na -wutu;dyumu na -tanu na -wutu;10+{and}5+{and}1;;NA
ngom1270-1;ngom1270-1-17-1;17;dyumu na -tanu na -ba;dyumu na -tanu na -ba;10+{and}5+{and}2;;NA
ngom1270-1;ngom1270-1-18-1;18;dyumu na -tanu na -lalu;dyumu na -tanu na -lalu;10+{and}5+{and}3;;NA
ngom1270-1;ngom1270-1-19-1;19;dyumu na -tanu na -nai;dyumu na -tanu na -nai;10+{and}5+{and}4;;NA
ngom1270-1;ngom1270-1-20-1;20;mi-ku mi-ba;mi-ku mi-ba;{CL}10'·{CL}2;;NA
ngom1270-1;ngom1270-1-21-1;21;mi-ku mi-ba na -wutu;mi-ku mi-ba na -wutu;({CL}10’·{CL}2)+{and}1;;NA
ngom1270-1;ngom1270-1-22-1;22;mi-ku mi-ba na -ba;mi-ku mi-ba na -ba;({CL}10’·{CL}2)+{and}2;;NA
ngom1270-1;ngom1270-1-23-1;23;mi-ku mi-ba na -lalu;mi-ku mi-ba na -lalu;({CL}10’·{CL}2)+{and}3;;NA
ngom1270-1;ngom1270-1-24-1;24;mi-ku mi-ba na -nai;mi-ku mi-ba na -nai;({CL}10’·{CL}2)+{and}4;;NA
ngom1270-1;ngom1270-1-25-1;25;mi-ku mi-ba na -tanu;mi-ku mi-ba na -tanu;({CL}10’·{CL}2)+{and}5;;NA
ngom1270-1;ngom1270-1-26-1;26;mi-ku mi-ba na -tanu na -wutu;mi-ku mi-ba na -tanu na -wutu;({CL}10’·{CL}2)+{and}5+{and}1;;NA
ngom1270-1;ngom1270-1-27-1;27;mi-ku mi-ba na -tanu na -ba;mi-ku mi-ba na -tanu na -ba;({CL}10’·{CL}2)+{and}5+{and}2;;NA
ngom1270-1;ngom1270-1-28-1;28;mi-ku mi-ba na -tanu na -lalu;mi-ku mi-ba na -tanu na -lalu;({CL}10’·{CL}2)+{and}5+{and}3;;NA
ngom1270-1;ngom1270-1-29-1;29;mi-ku mi-ba na -tanu na -nai;mi-ku mi-ba na -tanu na -nai;({CL}10’·{CL}2)+{and}5+{and}4;;NA
ngom1270-1;ngom1270-1-30-1;30;mi-ku mi-lalu;mi-ku mi-lalu;{CL}10'·{CL}3;;NA
ngom1270-1;ngom1270-1-40-1;40;mi-ku mi-nai;mi-ku mi-nai;{CL}10'·{CL}4;;NA
ngom1270-1;ngom1270-1-50-1;50;mi-ku mi-tanu;mi-ku mi-tanu;{CL}10'·{CL}5;;NA
ngom1270-1;ngom1270-1-60-1;60;mi-ku mi-tanu na mi-wutu;mi-ku mi-tanu na mi-wutu;{CL}10’·({CL}5+{and}{CL}1);;NA
ngom1270-1;ngom1270-1-70-1;70;mi-ku mi-ta na mi-ba;mi-ku mi-ta na mi-ba;{CL}10’·({CL}5+{and}{CL}2);;NA
ngom1270-1;ngom1270-1-80-1;80;mi-ku mi-ta na mi-lalu;mi-ku mi-ta na mi-lalu;{CL}10’·({CL}5+{and}{CL}3);;NA
ngom1270-1;ngom1270-1-90-1;90;mi-ku mi-ta na mi-nai;mi-ku mi-ta na mi-nai;{CL}10’·({CL}5+{and}{CL}4);;NA
ngom1270-1;ngom1270-1-100-1;100;silɛ;silɛ;100;;NA
ngom1270-1;ngom1270-1-200-1;200;ba-silɛ ba-ba;ba-silɛ ba-ba;{CL’}100·{CL'}2;;NA
