ID;Language_ID;Source;Parameter_ID;NumberValue;Value;Form;Comment_contributor;Loan;Gloss;Comment_glosser;Alternate_gloss
numerals-boky1238-1-one-1;numerals-boky1238-1;Chan2019;one;1;kíbɔ́ŋè;kibonge;;FALSE;1;;
numerals-boky1238-1-two-1;numerals-boky1238-1;Chan2019;two;2;bìfɛ̀ː;bife;;FALSE;2;;
numerals-boky1238-1-three-1;numerals-boky1238-1;Chan2019;three;3;bìt͡ʃât;bitsat;;FALSE;3;;
numerals-boky1238-1-four-1;numerals-boky1238-1;Chan2019;four;4;bìɲìː;bini;;FALSE;4;;
numerals-boky1238-1-five-1;numerals-boky1238-1;Chan2019;five;5;bìtáŋɛ̀;bitange;;FALSE;5;;
numerals-boky1238-1-six-1;numerals-boky1238-1;Chan2019;six;6;ɲât͡ʃât;natsat;( lit: "add three");FALSE;{LIG}[3]+3;;
numerals-boky1238-1-seven-1;numerals-boky1238-1;Chan2019;seven;7;kát͡ʃákáɲì;katsakani;( lit: ''3 plus 4'' );FALSE;{LIG}3+4;;
numerals-boky1238-1-eight-1;numerals-boky1238-1;Chan2019;eight;8;ɲíríɲì;nirini;( lit: ''4 plus 4'' );FALSE;4+4;;
numerals-boky1238-1-nine-1;numerals-boky1238-1;Chan2019;nine;9;kátáŋɛ̀káɲì;katangekani;(lit: ''5 plus 4'' );FALSE;5+4;;
numerals-boky1238-1-ten-1;numerals-boky1238-1;Chan2019;ten;10;děːk͡púː;dekpu;;FALSE;10;;
numerals-boky1238-1-eleven-1;numerals-boky1238-1;Chan2019;eleven;11;děːk͡púː nɛ̀ də̀n;dekpunedan;;FALSE;10+{and}1;;
numerals-boky1238-1-twelve-1;numerals-boky1238-1;Chan2019;twelve;12;děːk͡púː nɛ̀ bìfɛ̀ː;dekpunebife;;FALSE;10+{and}2;;
numerals-boky1238-1-thirteen-1;numerals-boky1238-1;Chan2019;thirteen;13;děːk͡púː nɛ̀ bìt͡ʃât;dekpunebitsat;;FALSE;10+{and}3;;
numerals-boky1238-1-fourteen-1;numerals-boky1238-1;Chan2019;fourteen;14;děːk͡púː nɛ̀ bìɲìː;dekpunebini;;FALSE;10+{and}4;;
numerals-boky1238-1-fifteen-1;numerals-boky1238-1;Chan2019;fifteen;15;òɲìrìkáː;onirika;;FALSE;15;;
numerals-boky1238-1-sixteen-1;numerals-boky1238-1;Chan2019;sixteen;16;òɲìrìkáː nɛ̀ də̀n;onirikanedan;( 15 + 1);FALSE;15+{and}1;;
numerals-boky1238-1-seventeen-1;numerals-boky1238-1;Chan2019;seventeen;17;òɲìrìkáː nɛ̀ bìfɛ̀ː;onirikanebife;( 15 + 2);FALSE;15+{and}2;;
numerals-boky1238-1-eighteen-1;numerals-boky1238-1;Chan2019;eighteen;18;òɲìrìkáː nɛ̀ bìt͡ʃât;onirikanebitsat;( 15 + 3);FALSE;15+{and}3;;
numerals-boky1238-1-nineteen-1;numerals-boky1238-1;Chan2019;nineteen;19;òɲìrìkáː nɛ̀ bìɲìː;onirikanebini;( 15 + 4);FALSE;15+{and}4;;
numerals-boky1238-1-twenty-1;numerals-boky1238-1;Chan2019;twenty;20;bùd͡ʒàm;budzam;;FALSE;20;;
numerals-boky1238-1-twentyone-1;numerals-boky1238-1;Chan2019;twentyone;21;bùd͡ʒàm èsə̀m də̀n;budzamesamdan;;FALSE;20+1;;
numerals-boky1238-1-twentytwo-1;numerals-boky1238-1;Chan2019;twentytwo;22;bùd͡ʒàm èsə̀m bìfɛ̀ː;budzamesambife;;FALSE;20+2;;
numerals-boky1238-1-twentythree-1;numerals-boky1238-1;Chan2019;twentythree;23;bùd͡ʒàm èsə̀m bìt͡ʃât;budzamesambitsat;;FALSE;20+3;;
numerals-boky1238-1-twentyfour-1;numerals-boky1238-1;Chan2019;twentyfour;24;bùd͡ʒàm èsə̀m bìɲìː;budzamesambini;;FALSE;20+4;;
numerals-boky1238-1-twentyfive-1;numerals-boky1238-1;Chan2019;twentyfive;25;bùd͡ʒàm èsə̀m bìtáŋɛ̀;budzamesambitange;;FALSE;20+5;;
numerals-boky1238-1-twentysix-1;numerals-boky1238-1;Chan2019;twentysix;26;bùd͡ʒàm èsə̀m ɲât͡ʃât;budzamesamnatsat;;FALSE;20+{LIG}[3]+3;check;
numerals-boky1238-1-twentyseven-1;numerals-boky1238-1;Chan2019;twentyseven;27;bùd͡ʒàm èsə̀m kát͡ʃákáɲì;budzamesamkatsakani;;FALSE;20+{LIG}3+4;;
numerals-boky1238-1-twentyeight-1;numerals-boky1238-1;Chan2019;twentyeight;28;bùd͡ʒàm èsə̀m ɲíríɲi;budzamesamnirini;;FALSE;20+4+4;;
numerals-boky1238-1-twentynine-1;numerals-boky1238-1;Chan2019;twentynine;29;bùd͡ʒàm èsə̀m kátáŋɛ̀káɲì;budzamesamkatangekani;;FALSE;20+5+4;;
numerals-boky1238-1-thirty-1;numerals-boky1238-1;Chan2019;thirty;30;bùd͡ʒàm èsə̀m děːk͡púː;budzamesamdekpu;( 20 + 10 );FALSE;20+10;;
numerals-boky1238-1-forty-1;numerals-boky1238-1;Chan2019;forty;40;bàd͡ʒàm bàfɛ̀ː;badzambafe;( 20 x 2 );FALSE;20·2;;
numerals-boky1238-1-fifty-1;numerals-boky1238-1;Chan2019;fifty;50;bàd͡ʒàm bàfɛ̀ː èsə̀m děːk͡púː;badzambafeesamdekpu;(20 x 2+10);FALSE;(20·2)+10;;
numerals-boky1238-1-sixty-1;numerals-boky1238-1;Chan2019;sixty;60;bàd͡ʒàm bàt͡ʃât;badzambatsat;( 20 x 3 );FALSE;20·3;;
numerals-boky1238-1-seventy-1;numerals-boky1238-1;Chan2019;seventy;70;bàd͡ʒàm bàt͡ʃât èsə̀m děːk͡púː;badzambatsatesamdekpu;;FALSE;(20·3)+10;;
numerals-boky1238-1-eighty-1;numerals-boky1238-1;Chan2019;eighty;80;bàd͡ʒàm bàɲìː;badzambani;( 20 x 4 );FALSE;20·4;;
numerals-boky1238-1-ninety-1;numerals-boky1238-1;Chan2019;ninety;90;bàd͡ʒàm bàɲìː èsə̀m děːk͡púː;badzambaniesamdekpu;;FALSE;(20·4)+10;;
numerals-boky1238-1-hundred-1;numerals-boky1238-1;Chan2019;hundred;100;bàd͡ʒàm bàtáŋɛ̀;badzambatange;( 20 x 5 );FALSE;20·5;;
numerals-boky1238-1-twohundred-1;numerals-boky1238-1;Chan2019;twohundred;200;ɛ́ɡòt èbɔ́ŋɛ̀;egotebonge;;FALSE;200·1;;
