ID;Language_ID;Source;Parameter_ID;NumberValue;Value;Form;Comment_contributor;Loan;Gloss;Comment_glosser;Alternate_gloss
numerals-ngam1267-1-one-1;numerals-ngam1267-1;Chan2019;one;1;-mɔ̀ʔ;mo;;FALSE;1;;
numerals-ngam1267-1-two-1;numerals-ngam1267-1;Chan2019;two;2;be;be;;FALSE;2;;
numerals-ngam1267-1-three-1;numerals-ngam1267-1;Chan2019;three;3;tád;tad;;FALSE;3;;
numerals-ngam1267-1-four-1;numerals-ngam1267-1;Chan2019;four;4;kwè;kwe;;FALSE;4;;
numerals-ngam1267-1-five-1;numerals-ngam1267-1;Chan2019;five;5;tân;tan;;FALSE;5;;
numerals-ngam1267-1-six-1;numerals-ngam1267-1;Chan2019;six;6;rɨ̀fúɣɔ́;rifugo;;FALSE;5’+1’;;
numerals-ngam1267-1-six-2;numerals-ngam1267-1;Chan2019;six;6;rʌ̀fúɣɔ́;rfugo;;FALSE;5’+1’;;
numerals-ngam1267-1-seven-1;numerals-ngam1267-1;Chan2019;seven;7;sàmbe;sambe;;FALSE;5”+2;;
numerals-ngam1267-1-eight-1;numerals-ngam1267-1;Chan2019;eight;8;fàam;faam;;FALSE;8;;
numerals-ngam1267-1-nine-1;numerals-ngam1267-1;Chan2019;nine;9;bɔ̀ɔk;book;;FALSE;9;;
numerals-ngam1267-1-ten-1;numerals-ngam1267-1;Chan2019;ten;10;ɣum;gum;;FALSE;10;;
numerals-ngam1267-1-eleven-1;numerals-ngam1267-1;Chan2019;eleven;11;ɣum-tsɔ̀b-mɔ̀ʔ;gumtsobmo;;FALSE;10+{LIG}1;;
numerals-ngam1267-1-twelve-1;numerals-ngam1267-1;Chan2019;twelve;12;ɣum-tsɔ̀b-be;gumtsobbe;;FALSE;10+{LIG}2;;
numerals-ngam1267-1-thirteen-1;numerals-ngam1267-1;Chan2019;thirteen;13;ɣum-tsɔ̀b-tád;gumtsobtad;;FALSE;10+{LIG}3;;
numerals-ngam1267-1-fourteen-1;numerals-ngam1267-1;Chan2019;fourteen;14;ɣum-tsɔ̀b-kwè;gumtsobkwe;;FALSE;10+{LIG}4;;
numerals-ngam1267-1-fifteen-1;numerals-ngam1267-1;Chan2019;fifteen;15;ɣum-tsɔ̀b-tân;gumtsobtan;;FALSE;10+{LIG}5;;
numerals-ngam1267-1-sixteen-1;numerals-ngam1267-1;Chan2019;sixteen;16;ɣum-tsɔ̀b-rɨ̀fúɣɔ́;gumtsobrifugo;;FALSE;10+{LIG}5’+1’;;
numerals-ngam1267-1-seventeen-1;numerals-ngam1267-1;Chan2019;seventeen;17;ɣum-tsɔ̀b-sàmbe;gumtsobsambe;;FALSE;10+{LIG}5”+2;;
numerals-ngam1267-1-eighteen-1;numerals-ngam1267-1;Chan2019;eighteen;18;ɣum-tsɔ̀b-fàam;gumtsobfaam;;FALSE;10+{LIG}8;;
numerals-ngam1267-1-nineteen-1;numerals-ngam1267-1;Chan2019;nineteen;19;ɣum-tsɔ̀b-bɔ̀ɔk;gumtsobbook;;FALSE;10+{LIG}9;;
numerals-ngam1267-1-twenty-1;numerals-ngam1267-1;Chan2019;twenty;20;ɣúmbe;gumbe;;FALSE;10·2;;
numerals-ngam1267-1-twentyone-1;numerals-ngam1267-1;Chan2019;twentyone;21;ɣúmbe-tsɔ̀b-mɔ̀ʔ;gumbetsobmo;;FALSE;(10·2)+{LIG}1;;
numerals-ngam1267-1-twentytwo-1;numerals-ngam1267-1;Chan2019;twentytwo;22;ɣúmbe-tsɔ̀b-be;gumbetsobbe;;FALSE;(10·2)+{LIG}2;;
numerals-ngam1267-1-twentythree-1;numerals-ngam1267-1;Chan2019;twentythree;23;ɣúmbe-tsɔ̀b-tád;gumbetsobtad;;FALSE;(10·2)+{LIG}3;;
numerals-ngam1267-1-twentyfour-1;numerals-ngam1267-1;Chan2019;twentyfour;24;ɣúmbe-tsɔ̀b-kwè;gumbetsobkwe;;FALSE;(10·2)+{LIG}4;;
numerals-ngam1267-1-twentyfive-1;numerals-ngam1267-1;Chan2019;twentyfive;25;ɣúmbe-tsɔ̀b-tân;gumbetsobtan;;FALSE;(10·2)+{LIG}5;;
numerals-ngam1267-1-twentysix-1;numerals-ngam1267-1;Chan2019;twentysix;26;ɣúmbe-tsɔ̀b-rɨ̀fúɣɔ́;gumbetsobrifugo;;FALSE;(10·2)+{LIG}5’+1’;;
numerals-ngam1267-1-twentyseven-1;numerals-ngam1267-1;Chan2019;twentyseven;27;ɣúmbe-tsɔ̀b-sàmbe;gumbetsobsambe;;FALSE;(10·2)+{LIG}5”+2;;
numerals-ngam1267-1-twentyeight-1;numerals-ngam1267-1;Chan2019;twentyeight;28;ɣúmbe-tsɔ̀b-fàam;gumbetsobfaam;;FALSE;(10·2)+{LIG}8;;
numerals-ngam1267-1-twentynine-1;numerals-ngam1267-1;Chan2019;twentynine;29;ɣúmbe-tsɔ̀b-bɔ̀ɔk;gumbetsobbook;;FALSE;(10·2)+{LIG}9;;
numerals-ngam1267-1-thirty-1;numerals-ngam1267-1;Chan2019;thirty;30;ɣúmtád;gumtad;;FALSE;10·3;;
numerals-ngam1267-1-forty-1;numerals-ngam1267-1;Chan2019;forty;40;ɣûmkwè;gumkwe;;FALSE;10·4;;
