ID;Language_ID;Source;Parameter_ID;NumberValue;Value;Form;Comment_contributor;Loan;Gloss;Comment_glosser;Alternate_gloss
numerals-deny1238-1-one-1;numerals-deny1238-1;Chan2019;one;1;ɡɛ́mâ;gema;;FALSE;1;;
numerals-deny1238-1-two-1;numerals-deny1238-1;Chan2019;two;2;ópéá;opea;;FALSE;2;;
numerals-deny1238-1-three-1;numerals-deny1238-1;Chan2019;three;3;ólɛ́;ole;;FALSE;3;;
numerals-deny1238-1-four-1;numerals-deny1238-1;Chan2019;four;4;ónì;oni;;FALSE;4;;
numerals-deny1238-1-five-1;numerals-deny1238-1;Chan2019;five;5;ótà;ota;;FALSE;5;;
numerals-deny1238-1-six-1;numerals-deny1238-1;Chan2019;six;6;òkéné;okene;;FALSE;6;;
numerals-deny1238-1-seven-1;numerals-deny1238-1;Chan2019;seven;7;òkénàmà;okenama;( 6 + 1);FALSE;6+{and}1;;
numerals-deny1238-1-eight-1;numerals-deny1238-1;Chan2019;eight;8;ónè;one;;FALSE;8;Check: [2]·{PLU}4;
numerals-deny1238-1-nine-1;numerals-deny1238-1;Chan2019;nine;9;ónēnàmà;onenama;( 8 + 1);FALSE;8+{and}1;;
numerals-deny1238-1-ten-1;numerals-deny1238-1;Chan2019;ten;10;ófíà;ofia;;FALSE;10;;
numerals-deny1238-1-eleven-1;numerals-deny1238-1;Chan2019;eleven;11;ófjánâmà;ofjanama;( 10 + 1 );FALSE;10+{and}1;;
numerals-deny1238-1-twelve-1;numerals-deny1238-1;Chan2019;twelve;12;ófjánōpéá;ofjanopea;( 10 + 2 );FALSE;10+{and}2;;
numerals-deny1238-1-thirteen-1;numerals-deny1238-1;Chan2019;thirteen;13;ófjánòlɛ́;ofjanole;( 10 + 3 );FALSE;10+{and}3;;
numerals-deny1238-1-fourteen-1;numerals-deny1238-1;Chan2019;fourteen;14;ófjánònî;ofjanoni;( 10 + 4 );FALSE;10+{and}4;;
numerals-deny1238-1-fifteen-1;numerals-deny1238-1;Chan2019;fifteen;15;nèkǔ;neku;;FALSE;15;;
numerals-deny1238-1-sixteen-1;numerals-deny1238-1;Chan2019;sixteen;16;nèkùnāmà;nekunama;( 15 + 1 );FALSE;15+{and}1;;
numerals-deny1238-1-seventeen-1;numerals-deny1238-1;Chan2019;seventeen;17;nèkùnèpéá;nekunepea;( 15 + 2);FALSE;15+{and}2;;
numerals-deny1238-1-eighteen-1;numerals-deny1238-1;Chan2019;eighteen;18;nèkùnèlɛ́;nekunele;( 15 + 3 );FALSE;15+{and}3;;
numerals-deny1238-1-nineteen-1;numerals-deny1238-1;Chan2019;nineteen;19;nèkùnènî;nekuneni;( 15 + 4 );FALSE;15+{and}4;;
numerals-deny1238-1-twenty-1;numerals-deny1238-1;Chan2019;twenty;20;ɛ̀sǎ;esa;;FALSE;20;;
numerals-deny1238-1-twentyone-1;numerals-deny1238-1;Chan2019;twentyone;21;ɛ̀sǎ mēsò àmà;esamesoama;( '20 behind 1 ');FALSE;20+{LIG}1;;
numerals-deny1238-1-twentytwo-1;numerals-deny1238-1;Chan2019;twentytwo;22;ɛ̀sǎ mēsò èpéa;esamesoepea;;FALSE;20+{LIG}2;;
numerals-deny1238-1-twentythree-1;numerals-deny1238-1;Chan2019;twentythree;23;ɛ̀sǎ mēsò èlɛ́;esamesoele;;FALSE;20+{LIG}3;;
numerals-deny1238-1-twentyfour-1;numerals-deny1238-1;Chan2019;twentyfour;24;ɛ̀sǎ mēsò ɛ̀nî;esamesoeni;;FALSE;20+{LIG}4;;
numerals-deny1238-1-twentyfive-1;numerals-deny1238-1;Chan2019;twentyfive;25;ɛ̀sǎ mēsò ɛ̀tâ;esamesoeta;;FALSE;20+{LIG}5;;
numerals-deny1238-1-twentysix-1;numerals-deny1238-1;Chan2019;twentysix;26;ɛ̀sǎ mēsò ɛ̀kéné;esamesoekene;;FALSE;20+{LIG}6;;
numerals-deny1238-1-twentyseven-1;numerals-deny1238-1;Chan2019;twentyseven;27;ɛ̀sǎ mēsò ɛ̀kénâmà;esamesoekenama;;FALSE;20+{LIG}6+{and}1;;
numerals-deny1238-1-twentyeight-1;numerals-deny1238-1;Chan2019;twentyeight;28;ɛ̀sǎ mēsò ɛ́ně;esamesoene;;FALSE;20+{LIG}8;;
numerals-deny1238-1-twentynine-1;numerals-deny1238-1;Chan2019;twentynine;29;ɛ̀sǎ mēsò ɛ́nénàmà;esamesoenenama;;FALSE;20+{LIG}8+{and}1;;
numerals-deny1238-1-thirty-1;numerals-deny1238-1;Chan2019;thirty;30;ɛ̀sǎ mēsò ɛ̄fjâ;esamesoefja;( '20 behind 10 ');FALSE;20+{LIG}10;;
numerals-deny1238-1-forty-1;numerals-deny1238-1;Chan2019;forty;40;ùsā ópéá;usaopea;( 20 x 2 );FALSE;20·2;;
numerals-deny1238-1-fifty-1;numerals-deny1238-1;Chan2019;fifty;50;ùsā ópéá mēsò ɛ̄fjâ;usaopeamesoefja;;FALSE;(20·2)+{LIG}10;;
numerals-deny1238-1-sixty-1;numerals-deny1238-1;Chan2019;sixty;60;ùsā ólɛ́;usaole;( 20 x 3 );FALSE;20·3;;
numerals-deny1238-1-seventy-1;numerals-deny1238-1;Chan2019;seventy;70;ùsā ólɛ́ mēsò ɛ̄fjâ;usaolemesoefja;;FALSE;(20·3)+{LIG}10;;
numerals-deny1238-1-eighty-1;numerals-deny1238-1;Chan2019;eighty;80;ùsā ónî;usaoni;( 20 x 4 );FALSE;20·4;;
numerals-deny1238-1-ninety-1;numerals-deny1238-1;Chan2019;ninety;90;ùsā ónî mēsò ɛ̄fjâ;usaoni;;FALSE;?;edited;
numerals-deny1238-1-hundred-1;numerals-deny1238-1;Chan2019;hundred;100;ùsā ótâ;usaota;( 20 x 5 );FALSE;20·5;;
numerals-deny1238-1-hundred-2;numerals-deny1238-1;Chan2019;hundred;100;mándrɛ̀;mandre;;FALSE;100;;
numerals-deny1238-1-twohundred-1;numerals-deny1238-1;Chan2019;twohundred;200;ùsā ófjâ;usaofja;( 20 x 10 );FALSE;20·10;;
numerals-deny1238-1-thousand-1;numerals-deny1238-1;Chan2019;thousand;1000;mándrɛ̀ āfjâ;mandreafja;;FALSE;100·10;;
numerals-deny1238-1-twothousand-1;numerals-deny1238-1;Chan2019;twothousand;2000;mándrɛ̀ ɛ̀sǎ;mandreesa;;FALSE;100·20;;
