numerals-acol1236-1-twohundred-1	numerals-acol1236-1	Chan2019	twohundred	200	míyá àríò	miyaario		FALSE	100·2		
numerals-acol1236-1-thousand-1	numerals-acol1236-1	Chan2019	thousand	1000	élípàcíèl	elipaciel	( < Swahili / Arabic )	TRUE	1000·1		
ID	Language_ID	Source	Parameter_ID	NumberValue	Value	Form	Comment_contributor	Loan	Gloss	Comment_glosser	Alternate_gloss
numerals-adho1243-1-one-1	numerals-adho1243-1	Chan2019	one	1	ɑ́cêr	acer		FALSE	1		
numerals-adho1243-1-two-1	numerals-adho1243-1	Chan2019	two	2	ɑ́rîo	ario		FALSE	2		
numerals-adho1243-1-three-1	numerals-adho1243-1	Chan2019	three	3	ɑ́dêːk	adek		FALSE	3		
numerals-adho1243-1-four-1	numerals-adho1243-1	Chan2019	four	4	ɑ́ŋʷên	angwen		FALSE	4		
numerals-adho1243-1-five-1	numerals-adho1243-1	Chan2019	five	5	ɑ́bîːc	abic		FALSE	5		
numerals-adho1243-1-six-1	numerals-adho1243-1	Chan2019	six	6	ɑ̀ᵘcèr	aucer	( 5+ 1 )	FALSE	5’+1		
numerals-adho1243-1-seven-1	numerals-adho1243-1	Chan2019	seven	7	ɑ̀bírîo	abirio	( 5+ 2 )	FALSE	5+2		
numerals-adho1243-1-eight-1	numerals-adho1243-1	Chan2019	eight	8	ɑ́bôːrò	aboro	( 5+ 3 )	FALSE	5+3'		
numerals-adho1243-1-nine-1	numerals-adho1243-1	Chan2019	nine	9	ɑ̀búŋʷèn	abungwen	( 5+ 4 )	FALSE	5+4		
numerals-adho1243-1-ten-1	numerals-adho1243-1	Chan2019	ten	10	ɑ́pɑ̂ːr	apar		FALSE	10		
numerals-adho1243-1-eleven-1	numerals-adho1243-1	Chan2019	eleven	11	ɑ́pɑ̂ːr ɡácêr	apargacer		FALSE	10+1		
numerals-adho1243-1-twelve-1	numerals-adho1243-1	Chan2019	twelve	12	ɑ́pɑ̂ːr ɡárîo	apargario		FALSE	10+2		
numerals-adho1243-1-thirteen-1	numerals-adho1243-1	Chan2019	thirteen	13	ɑ́pɑ̂ːr ɡádêːk	apargadek		FALSE	10+3		
numerals-adho1243-1-fourteen-1	numerals-adho1243-1	Chan2019	fourteen	14	ɑ́pɑ̂ːr ɡáŋʷên	apargangwen		FALSE	10+4		
numerals-adho1243-1-fifteen-1	numerals-adho1243-1	Chan2019	fifteen	15	ɑ́pɑ̂ːr ɡábîːc	apargabic		FALSE	10+5		
numerals-adho1243-1-sixteen-1	numerals-adho1243-1	Chan2019	sixteen	16	ɑ́pɑ̂ːr ɡáᵘcèr	apargaucer		FALSE	10+5'+1		
numerals-adho1243-1-seventeen-1	numerals-adho1243-1	Chan2019	seventeen	17	ɑ́pɑ̂ːr ɡábírîo	apargabirio		FALSE	10+5+2		
numerals-adho1243-1-eighteen-1	numerals-adho1243-1	Chan2019	eighteen	18	ɑ́pɑ̂ːr ɡábôːrò	apargaboro		FALSE	10+5+3'		
numerals-adho1243-1-nineteen-1	numerals-adho1243-1	Chan2019	nineteen	19	ɑ́pɑ̂ːr ɡábúŋʷèn	apargabungwen		FALSE	10+5+4		
numerals-adho1243-1-twenty-1	numerals-adho1243-1	Chan2019	twenty	20	pʸèrɑ́rîo	pyerario		FALSE	10·2		
numerals-adho1243-1-twentyone-1	numerals-adho1243-1	Chan2019	twentyone	21	pʸèrɑ́rîo ɡácêr	pyerariogacer		FALSE	{10·2}+1		
numerals-adho1243-1-twentytwo-1	numerals-adho1243-1	Chan2019	twentytwo	22	pʸèrɑ́rîo ɡárîo	pyerariogario		FALSE	{10·2}+2		
numerals-adho1243-1-twentythree-1	numerals-adho1243-1	Chan2019	twentythree	23	pʸèrɑ́rîo ɡádêːk	pyerariogadek		FALSE	{10·2}+3		
numerals-adho1243-1-twentyfour-1	numerals-adho1243-1	Chan2019	twentyfour	24	pʸèrɑ́rîo ɡáŋʷên	pyerariogangwen		FALSE	{10·2}+4		
numerals-adho1243-1-twentyfive-1	numerals-adho1243-1	Chan2019	twentyfive	25	pʸèrɑ́rîo ɡábîːc	pyerariogabic		FALSE	{10·2}+5		
numerals-adho1243-1-twentysix-1	numerals-adho1243-1	Chan2019	twentysix	26	pʸèrɑ́rîo ɡáᵘcèr	pyerariogaucer		FALSE	{10·2}+5'+1		
numerals-adho1243-1-twentyseven-1	numerals-adho1243-1	Chan2019	twentyseven	27	pʸèrɑ́rîo ɡábírîo	pyerariogabirio		FALSE	{10·2}+5+2		
numerals-adho1243-1-twentyeight-1	numerals-adho1243-1	Chan2019	twentyeight	28	pʸèrɑ́rîo ɡábôːrò	pyerariogaboro		FALSE	{10·2}+5+3'		
numerals-adho1243-1-twentynine-1	numerals-adho1243-1	Chan2019	twentynine	29	pʸèrɑ́rîo ɡábúŋʷèn	pyerariogabungwen		FALSE	{10·2}+5+4		
numerals-adho1243-1-thirty-1	numerals-adho1243-1	Chan2019	thirty	30	pʸèrɑ́dêːk	pyeradek		FALSE	10·3		
numerals-adho1243-1-forty-1	numerals-adho1243-1	Chan2019	forty	40	pʸèrɑ́ŋʷén	pyerangwen		FALSE	10·4		
numerals-adho1243-1-fifty-1	numerals-adho1243-1	Chan2019	fifty	50	pʸèrɑ́bîːc	pyerabic		FALSE	10·5		
numerals-adho1243-1-sixty-1	numerals-adho1243-1	Chan2019	sixty	60	pʸèrɑ́ucér	pyeraucer		FALSE	10·(5'+1)		
numerals-adho1243-1-seventy-1	numerals-adho1243-1	Chan2019	seventy	70	pʸèrɑ̀bírîo	pyerabirio		FALSE	10·(5+2)		
numerals-adho1243-1-eighty-1	numerals-adho1243-1	Chan2019	eighty	80	pʸèrɑ́bôːrò	pyeraboro		FALSE	10·(5+3')		
numerals-adho1243-1-ninety-1	numerals-adho1243-1	Chan2019	ninety	90	pʸèrɑ́búŋʷén	pyerabungwen		FALSE	10·(5+4)		
numerals-adho1243-1-hundred-1	numerals-adho1243-1	Chan2019	hundred	100	mǐɑcêr	miacer		FALSE	100·1		
numerals-adho1243-1-twohundred-1	numerals-adho1243-1	Chan2019	twohundred	200	mǐɑrîo	miario		FALSE	100·2		
numerals-adho1243-1-thousand-1	numerals-adho1243-1	Chan2019	thousand	1000	ɡɑ́nɑ́cêr	ganacer		FALSE	1000·1		
numerals-adho1243-1-twothousand-1	numerals-adho1243-1	Chan2019	twothousand	2000	ɡɑ́nɑ́rîo	ganario		FALSE	1000·2		
ID	Language_ID	Source	Parameter_ID	NumberValue	Value	Form	Comment_contributor	Loan	Gloss	Comment_glosser	Alternate_gloss
numerals-alur1250-1-one-1	numerals-alur1250-1	Chan2019	one	1	àcìɛ̄l	aciel		FALSE	1		
numerals-alur1250-1-two-1	numerals-alur1250-1	Chan2019	two	2	àríɔ̀	ario		FALSE	2		
numerals-alur1250-1-three-1	numerals-alur1250-1	Chan2019	three	3	àdék	adek		FALSE	3		
numerals-alur1250-1-four-1	numerals-alur1250-1	Chan2019	four	4	àŋùén	anguen		FALSE	4		
numerals-alur1250-1-five-1	numerals-alur1250-1	Chan2019	five	5	àbîc	abic		FALSE	5		
numerals-alur1250-1-six-1	numerals-alur1250-1	Chan2019	six	6	àbúcìɛ̀l	abuciel	( 5+ 1 )	FALSE	5+1		
numerals-alur1250-1-seven-1	numerals-alur1250-1	Chan2019	seven	7	àbírɔ́	abiro	( 5+ 2 )	FALSE	5+2		
numerals-alur1250-1-eight-1	numerals-alur1250-1	Chan2019	eight	8	àboônà	aboona	( 5+ 3 )	FALSE	5+3'		
numerals-alur1250-1-nine-1	numerals-alur1250-1	Chan2019	nine	9	àbúŋwɛ̄ɛ̄n	abungween	( 5+ 4 )	FALSE	5+4		
numerals-alur1250-1-ten-1	numerals-alur1250-1	Chan2019	ten	10	àpáàr	apaar		FALSE	10		
numerals-alur1250-1-eleven-1	numerals-alur1250-1	Chan2019	eleven	11	àpáàr àcìɛ̄l	apaaraciel		FALSE	10+1		
numerals-alur1250-1-twelve-1	numerals-alur1250-1	Chan2019	twelve	12	àpáàr àríɔ̀	apaarario		FALSE	10+2		
numerals-alur1250-1-thirteen-1	numerals-alur1250-1	Chan2019	thirteen	13	àpáàr àdék	apaaradek		FALSE	10+3		
numerals-alur1250-1-fourteen-1	numerals-alur1250-1	Chan2019	fourteen	14	àpáàr àŋùén	apaaranguen		FALSE	10+4		
numerals-alur1250-1-fifteen-1	numerals-alur1250-1	Chan2019	fifteen	15	àpáàr àbîc	apaarabic		FALSE	10+5		
numerals-alur1250-1-sixteen-1	numerals-alur1250-1	Chan2019	sixteen	16	àpáàr àbúcìɛ̀l	apaarabuciel		FALSE	10+5+1		
numerals-alur1250-1-seventeen-1	numerals-alur1250-1	Chan2019	seventeen	17	àpáàr àbírɔ́	apaarabiro		FALSE	10+5+2		
numerals-alur1250-1-eighteen-1	numerals-alur1250-1	Chan2019	eighteen	18	àpáàr àboônà	apaaraboona		FALSE	10+5+3		
numerals-alur1250-1-nineteen-1	numerals-alur1250-1	Chan2019	nineteen	19	àpáàr àbúŋwɛ̄ɛ̄n	apaarabungween		FALSE	10+5+4		
numerals-alur1250-1-twenty-1	numerals-alur1250-1	Chan2019	twenty	20	pìēēr àríɔ̀	pieerario		FALSE	10·2		
numerals-alur1250-1-twentyone-1	numerals-alur1250-1	Chan2019	twentyone	21	pìēēr àríɔ̀ wí àcìɛ̄l	pieerariowiaciel		FALSE	(10·2)+{LIG}1		
numerals-alur1250-1-twentytwo-1	numerals-alur1250-1	Chan2019	twentytwo	22	pìēēr àríɔ̀ wí àríɔ̀	pieerariowiario		FALSE	(10·2)+{LIG}2		
numerals-alur1250-1-twentythree-1	numerals-alur1250-1	Chan2019	twentythree	23	pìēēr àríɔ̀ wí àdék	pieerariowiadek		FALSE	(10·2)+{LIG}3		
numerals-alur1250-1-twentyfour-1	numerals-alur1250-1	Chan2019	twentyfour	24	pìēēr àríɔ̀ wí àŋùén	pieerariowianguen		FALSE	(10·2)+{LIG}4		
numerals-alur1250-1-twentyfive-1	numerals-alur1250-1	Chan2019	twentyfive	25	pìēēr àríɔ̀ wí àbîc	pieerariowiabic		FALSE	(10·2)+{LIG}5		
numerals-alur1250-1-twentysix-1	numerals-alur1250-1	Chan2019	twentysix	26	pìēēr àríɔ̀ wí àbúcìɛ̀l	pieerariowiabuciel		FALSE	(10·2)+{LIG}5+1		
numerals-alur1250-1-twentyseven-1	numerals-alur1250-1	Chan2019	twentyseven	27	pìēēr àríɔ̀ wí àbírɔàbírɔ	pieerariowiabiroabiro		FALSE	(10·2)+{LIG}5+2		
numerals-alur1250-1-twentyeight-1	numerals-alur1250-1	Chan2019	twentyeight	28	pìēēr àríɔ̀ wí àboônà	pieerariowiaboona		FALSE	(10·2)+{LIG}5+3'		
numerals-alur1250-1-twentynine-1	numerals-alur1250-1	Chan2019	twentynine	29	pìēēr àríɔ̀ wí àbúŋwɛ̄ɛ̄n	pieerariowiabungween		FALSE	(10·2)+{LIG}5+4		
numerals-alur1250-1-thirty-1	numerals-alur1250-1	Chan2019	thirty	30	pìēēr àdék	pieeradek		FALSE	10·3		
numerals-alur1250-1-forty-1	numerals-alur1250-1	Chan2019	forty	40	pìēēr àŋùén	pieeranguen		FALSE	10·4		
numerals-alur1250-1-fifty-1	numerals-alur1250-1	Chan2019	fifty	50	pìēēr àbîc	pieerabic		FALSE	10·5		
numerals-alur1250-1-sixty-1	numerals-alur1250-1	Chan2019	sixty	60	pìēēr àbúcìɛ̀l	pieerabuciel		FALSE	10·(5+1)		
numerals-alur1250-1-seventy-1	numerals-alur1250-1	Chan2019	seventy	70	pìēēr àbírɔ́	pieerabiro		FALSE	10·(5+2)		
numerals-alur1250-1-eighty-1	numerals-alur1250-1	Chan2019	eighty	80	pìēēr àboônà	pieeraboona		FALSE	10·(5'+3')		
numerals-alur1250-1-ninety-1	numerals-alur1250-1	Chan2019	ninety	90	pìēēr àbúŋwɛ̄ɛ̄n	pieerabungween		FALSE	10·(5+4’)		
numerals-alur1250-1-hundred-1	numerals-alur1250-1	Chan2019	hundred	100	dàk àcìɛ̄l	dakaciel		FALSE	100·1		
numerals-alur1250-1-twohundred-1	numerals-alur1250-1	Chan2019	twohundred	200	dàk àríɔ̀	dakario		FALSE	100·2		
numerals-alur1250-1-thousand-1	numerals-alur1250-1	Chan2019	thousand	1000	ílíifú àcìɛ̄l	iliifuaciel	( < Swahili / Arabic )	TRUE	1000·1		
numerals-alur1250-1-twothousand-1	numerals-alur1250-1	Chan2019	twothousand	2000	ílíifú àríɔ̀	iliifuario		FALSE	1000·2		
ID	Language_ID	Source	Parameter_ID	NumberValue	Value	Form	Comment_contributor	Loan	Gloss	Comment_glosser	Alternate_gloss
numerals-anua1242-1-one-1	numerals-anua1242-1	Chan2019	one	1	àcíɛ̀l	aciel		FALSE	1		
numerals-anua1242-1-two-1	numerals-anua1242-1	Chan2019	two	2	àríyɔ̀	ariyo		FALSE	2		
numerals-anua1242-1-three-1	numerals-anua1242-1	Chan2019	three	3	àdʌ́k	adk		FALSE	3		
numerals-anua1242-1-four-1	numerals-anua1242-1	Chan2019	four	4	àŋwɛ́ɛ́n	angween		FALSE	4		
numerals-anua1242-1-five-1	numerals-anua1242-1	Chan2019	five	5	àbíc	abic		FALSE	5		
numerals-anua1242-1-six-1	numerals-anua1242-1	Chan2019	six	6	àbícìɛ̀l	abiciel	( 5+ 1 )	FALSE	5+1		
numerals-anua1242-1-seven-1	numerals-anua1242-1	Chan2019	seven	7	àbíríyɔ̀	abiriyo	( 5+ 2 )	FALSE	5+2		
numerals-anua1242-1-eight-1	numerals-anua1242-1	Chan2019	eight	8	àbárà	abara	( 5+ 3 )	FALSE	5+3'		
numerals-anua1242-1-nine-1	numerals-anua1242-1	Chan2019	nine	9	àbíŋwɛ̀ɛ̀n	abingween	( 5+ 4 )	FALSE	5+4		
numerals-anua1242-1-ten-1	numerals-anua1242-1	Chan2019	ten	10	àpár	apar		FALSE	10		
numerals-anua1242-1-eleven-1	numerals-anua1242-1	Chan2019	eleven	11	àpár kàcíɛ́l	aparkaciel		FALSE	10+{LIG}1		
numerals-anua1242-1-twelve-1	numerals-anua1242-1	Chan2019	twelve	12	àpár kàríyɔ́	aparkariyo		FALSE	10+{LIG}2		
numerals-anua1242-1-thirteen-1	numerals-anua1242-1	Chan2019	thirteen	13	àpár kàdʌ́k	aparkadk		FALSE	10+{LIG}3'		
numerals-anua1242-1-fourteen-1	numerals-anua1242-1	Chan2019	fourteen	14	àpár kàŋwɛ́ɛ́n	aparkangween		FALSE	10+{LIG}4		
numerals-anua1242-1-fifteen-1	numerals-anua1242-1	Chan2019	fifteen	15	àpár kàbíc	aparkabic		FALSE	10+{LIG}5		
numerals-anua1242-1-sixteen-1	numerals-anua1242-1	Chan2019	sixteen	16	àpár kàbícìɛ̀l	aparkabiciel		FALSE	10+{LIG}5+1		
numerals-anua1242-1-seventeen-1	numerals-anua1242-1	Chan2019	seventeen	17	àpár kàbíríyɔ̀	aparkabiriyo		FALSE	10+{LIG}5+2		
numerals-anua1242-1-eighteen-1	numerals-anua1242-1	Chan2019	eighteen	18	àpár kàbárà	aparkabara		FALSE	10+{LIG}5+3'		
numerals-anua1242-1-nineteen-1	numerals-anua1242-1	Chan2019	nineteen	19	àpár kàbì̤ŋwɛ́ɛ́n	aparkabingween		FALSE	10+{LIG}5+4		
numerals-anua1242-1-twenty-1	numerals-anua1242-1	Chan2019	twenty	20	pìèr àríyɔ̀	pierariyo		FALSE	10·2		
numerals-anua1242-1-twentyone-1	numerals-anua1242-1	Chan2019	twentyone	21	pìèr àríyɔ̀ kàcíɛ́l	pierariyokaciel		FALSE	(10·2)+{LIG}1		
numerals-anua1242-1-twentytwo-1	numerals-anua1242-1	Chan2019	twentytwo	22	pìèr àríyɔ̀ kàríyɔ́	pierariyokariyo		FALSE	(10·2)+{LIG}2		
numerals-anua1242-1-twentythree-1	numerals-anua1242-1	Chan2019	twentythree	23	pìèr àríyɔ̀ kàdʌ́k	pierariyokadk		FALSE	(10·2)+{LIG}3'		
numerals-anua1242-1-twentyfour-1	numerals-anua1242-1	Chan2019	twentyfour	24	pìèr àríyɔ̀ kàŋwɛ́ɛ́n	pierariyokangween		FALSE	(10·2)+{LIG}4		
numerals-anua1242-1-twentyfive-1	numerals-anua1242-1	Chan2019	twentyfive	25	pìèr àríyɔ̀ kàbíc	pierariyokabic		FALSE	(10·2)+{LIG}5		
numerals-anua1242-1-twentysix-1	numerals-anua1242-1	Chan2019	twentysix	26	pìèr àríyɔ̀ kàbícìɛ̀l	pierariyokabiciel		FALSE	(10·2)+{LIG}5+1		
numerals-anua1242-1-twentyseven-1	numerals-anua1242-1	Chan2019	twentyseven	27	pìèr àríyɔ̀ kàbíríyɔ̀	pierariyokabiriyo		FALSE	(10·2)+{LIG}5+2		
numerals-anua1242-1-twentyeight-1	numerals-anua1242-1	Chan2019	twentyeight	28	pìèr àríyɔ̀ kàbárà	pierariyokabara		FALSE	(10·2)+{LIG}5+3'		
numerals-anua1242-1-twentynine-1	numerals-anua1242-1	Chan2019	twentynine	29	pìèr àríyɔ̀ kàbì̤ŋwɛ́ɛ́n	pierariyokabingween		FALSE	(10·2)+{LIG}5+4		
numerals-anua1242-1-thirty-1	numerals-anua1242-1	Chan2019	thirty	30	pìèr àdʌ́k	pieradk		FALSE	10·3		
numerals-anua1242-1-forty-1	numerals-anua1242-1	Chan2019	forty	40	pìèr àŋwɛ́ɛ́n	pierangween		FALSE	10·4		
numerals-anua1242-1-fifty-1	numerals-anua1242-1	Chan2019	fifty	50	pìèr àbíc	pierabic		FALSE	10·5		
numerals-anua1242-1-sixty-1	numerals-anua1242-1	Chan2019	sixty	60	pìèr àbícìɛ̀l	pierabiciel		FALSE	10·(5+1)		
numerals-anua1242-1-seventy-1	numerals-anua1242-1	Chan2019	seventy	70	pìèr àbíríyɔ̀	pierabiriyo		FALSE	10·(5+2)		
numerals-anua1242-1-eighty-1	numerals-anua1242-1	Chan2019	eighty	80	pìèr àbárà	pierabara		FALSE	10·(5+3')		
numerals-anua1242-1-ninety-1	numerals-anua1242-1	Chan2019	ninety	90	pìèr àbíŋwɛ̀ɛ̀n	pierabingween		FALSE	10·(5+4)		
numerals-anua1242-1-hundred-1	numerals-anua1242-1	Chan2019	hundred	100	dìpà	dipa		FALSE	100		
numerals-anua1242-1-twohundred-1	numerals-anua1242-1	Chan2019	twohundred	200	dìpàríyɔ̀	dipariyo		FALSE	100·2		
numerals-anua1242-1-thousand-1	numerals-anua1242-1	Chan2019	thousand	1000	kùmà àcíɛ́l	kumaaciel		FALSE	1000·1		
numerals-anua1242-1-twothousand-1	numerals-anua1242-1	Chan2019	twothousand	2000	kúmé àríyɔ̀	kumeariyo		FALSE	1000·2		
ID	Language_ID	Source	Parameter_ID	NumberValue	Value	Form	Comment_contributor	Loan	Gloss	Comment_glosser	Alternate_gloss
numerals-avok1242-1-one-1	numerals-avok1242-1	Chan2019	one	1	àlō	alo		FALSE	1		
numerals-avok1242-1-two-1	numerals-avok1242-1	Chan2019	two	2	rì	ri		FALSE	2		
numerals-avok1242-1-three-1	numerals-avok1242-1	Chan2019	three	3	nā	na		FALSE	3		
numerals-avok1242-1-four-1	numerals-avok1242-1	Chan2019	four	4	sū	su		FALSE	4		
numerals-avok1242-1-five-1	numerals-avok1242-1	Chan2019	five	5	njī	nji		FALSE	5		
numerals-avok1242-1-six-1	numerals-avok1242-1	Chan2019	six	6	njī-kázíyá	njikaziya		FALSE	5+1’		
numerals-avok1242-1-seven-1	numerals-avok1242-1	Chan2019	seven	7	njī-drì-là-rì	njidrilari	( 5 + 2 )	FALSE	5+{LIG}2		
numerals-avok1242-1-eight-1	numerals-avok1242-1	Chan2019	eight	8	njī-drì-là-nā	njidrilana	( 5 + 3 )	FALSE	5+{LIG}3		
numerals-avok1242-1-nine-1	numerals-avok1242-1	Chan2019	nine	9	njī-drì-là-sū	njidrilasu	( 5 + 4 )	FALSE	5+{LIG}4		
numerals-avok1242-1-ten-1	numerals-avok1242-1	Chan2019	ten	10	mūdrí	mudri	( hands joined )	FALSE	-1		
numerals-avok1242-1-eleven-1	numerals-avok1242-1	Chan2019	eleven	11	mūdri-drì-lā-nɡā-àlō	mudridrilangaalo		FALSE	10+{LIG}1'		
numerals-avok1242-1-twelve-1	numerals-avok1242-1	Chan2019	twelve	12	mūdri-drì-lā-nɡā-rì	mudridrilangari		FALSE	10+{LIG}2		
numerals-avok1242-1-thirteen-1	numerals-avok1242-1	Chan2019	thirteen	13	mūdri-drì-lā-nɡā-nā	mudridrilangana		FALSE	10+{LIG}3		
numerals-avok1242-1-fourteen-1	numerals-avok1242-1	Chan2019	fourteen	14	mūdri-drì-lā-nɡā-sū	mudridrilangasu		FALSE	10+{LIG}4		
numerals-avok1242-1-fifteen-1	numerals-avok1242-1	Chan2019	fifteen	15	mūdri-drì-lā-nɡā-njī	mudridrilanganji		FALSE	10+{LIG}5		
numerals-avok1242-1-sixteen-1	numerals-avok1242-1	Chan2019	sixteen	16	mūdri-drì-lā-nɡā-njī-kázíyá	mudridrilanganjikaziya		FALSE	10+{LIG}5+1'		
numerals-avok1242-1-seventeen-1	numerals-avok1242-1	Chan2019	seventeen	17	mūdri-drì-lā-nɡā-njī-drì-là-rì	mudridrilanganjidrilari		FALSE	10+{LIG}5+{LIG}2		
numerals-avok1242-1-eighteen-1	numerals-avok1242-1	Chan2019	eighteen	18	mūdri-drì-lā-nɡā-njī-drì-là-nā	mudridrilanganjidrilana		FALSE	10+{LIG}5+{LIG}3		
numerals-avok1242-1-nineteen-1	numerals-avok1242-1	Chan2019	nineteen	19	mūdri-drì-lā-nɡā-njī-drì-là-sū	mudridrilanganjidrilasu		FALSE	10+{LIG}5+{LIG}4		
numerals-avok1242-1-twenty-1	numerals-avok1242-1	Chan2019	twenty	20	nyāʔdī-trá	nyaditra		FALSE	20		
numerals-avok1242-1-twentyone-1	numerals-avok1242-1	Chan2019	twentyone	21	nyāʔdī-trá-drì-lā-nɡā-àlō	nyaditradrilangaalo		FALSE	20+{LIG}1		
numerals-avok1242-1-twentytwo-1	numerals-avok1242-1	Chan2019	twentytwo	22	nyāʔdī-trá-drì-lā-nɡā-rì	nyaditradrilangari		FALSE	20+{LIG}2		
numerals-avok1242-1-twentythree-1	numerals-avok1242-1	Chan2019	twentythree	23	nyāʔdī-trá-drì-lā-nɡā-nā	nyaditradrilangana		FALSE	20+{LIG}3		
numerals-avok1242-1-twentyfour-1	numerals-avok1242-1	Chan2019	twentyfour	24	nyāʔdī-trá-drì-lā-nɡā-sū	nyaditradrilangasu		FALSE	20+{LIG}4		
numerals-avok1242-1-twentyfive-1	numerals-avok1242-1	Chan2019	twentyfive	25	nyāʔdī-trá-drì-lā-nɡā-njī	nyaditradrilanganji		FALSE	20+{LIG}5		
numerals-avok1242-1-twentysix-1	numerals-avok1242-1	Chan2019	twentysix	26	nyāʔdī-trá-drì-lā-nɡā-njī-kázíyá	nyaditradrilanganjikaziya		FALSE	20+{LIG}5+1'		
numerals-avok1242-1-twentyseven-1	numerals-avok1242-1	Chan2019	twentyseven	27	nyāʔdī-trá-drì-lā-nɡā-njī-drì-là-rì	nyaditradrilanganjidrilari		FALSE	20+{LIG}5+2		
numerals-avok1242-1-twentyeight-1	numerals-avok1242-1	Chan2019	twentyeight	28	nyāʔdī-trá-drì-lā-nɡā-njī-drì-là-nā	nyaditradrilanganjidrilana		FALSE	20+{LIG}5+3		
