,ID,Language_ID,Source,Parameter_ID,NumberValue,Value,Form,Comment_contributor,Loan,Gloss,Comment_glosser,Alternate_gloss
1,barlowpacific-koke1241-1-one-1,barlowpacific-koke1241-1,Barlow2024,one,1,natoem,natoem,,FALSE,?,"No data past 5; there is no indication of arithmetic derivations, but it is also not possible to rule out that these are merely body part terms (used in a body-part tally)",1
2,barlowpacific-koke1241-1-two-1,barlowpacific-koke1241-1,Barlow2024,two,2,moeroep,moeroep,,FALSE,?,"No data past 5; there is no indication of arithmetic derivations, but it is also not possible to rule out that these are merely body part terms (used in a body-part tally)",2
3,barlowpacific-koke1241-1-three-1,barlowpacific-koke1241-1,Barlow2024,three,3,sagoep,sagoep,,FALSE,?,"No data past 5; there is no indication of arithmetic derivations, but it is also not possible to rule out that these are merely body part terms (used in a body-part tally)",3
4,barlowpacific-koke1241-1-four-1,barlowpacific-koke1241-1,Barlow2024,four,4,dieb,dieb,,FALSE,?,"No data past 5; there is no indication of arithmetic derivations, but it is also not possible to rule out that these are merely body part terms (used in a body-part tally)",4
5,barlowpacific-koke1241-1-five-1,barlowpacific-koke1241-1,Barlow2024,five,5,gerret,gerret,,FALSE,?,"No data past 5; there is no indication of arithmetic derivations, but it is also not possible to rule out that these are merely body part terms (used in a body-part tally)",5
