,ID,Language_ID,Source,Parameter_ID,NumberValue,Value,Form,Comment_contributor,Loan,Gloss,Comment_glosser,Alternate_gloss
1,barlowpacific-nete1240-1-one-1,barlowpacific-nete1240-1,Barlow2024,one,1,mendai ,mendai,PE *menda,FALSE,?,Possibly a list of body parts (used in body-part tallying); no data past 5,1
2,barlowpacific-nete1240-1-two-1,barlowpacific-nete1240-1,Barlow2024,two,2,rapo ,rapo,PE *lyambo,FALSE,?,Possibly a list of body parts (used in body-part tallying); no data past 5,2
3,barlowpacific-nete1240-1-three-1,barlowpacific-nete1240-1,Barlow2024,three,3,tepo ,tepo,PE *tsembo,FALSE,?,Possibly a list of body parts (used in body-part tallying); no data past 5,3
4,barlowpacific-nete1240-1-four-1,barlowpacific-nete1240-1,Barlow2024,four,4,tu-ku meda ,tukumeda,PE *tru menda,FALSE,?,Possibly a list of body parts (used in body-part tallying); no data past 5,4
5,barlowpacific-nete1240-1-five-1,barlowpacific-nete1240-1,Barlow2024,five,5,yau ,yau,PE *syu-nki,FALSE,?,Possibly a list of body parts (used in body-part tallying); no data past 5,5
