"Language_ID","ID","Parameter_ID","Value","Form","Gloss","Alternate_Gloss","Comment_Glosser"
"bali1274-1","bali1274-1-1-1",1,"imoti","imoti","1","1",NA
"bali1274-1","bali1274-1-2-1",2,"ɨɓalɨ","ɨɓalɨ","2","2",NA
"bali1274-1","bali1274-1-3-1",3,"ɨsiaʉ","ɨsiaʉ","3","3",NA
"bali1274-1","bali1274-1-4-1",4,"zɨna","zɨna","4","4",NA
"bali1274-1","bali1274-1-5-1",5,"ɓʉkʉ","ɓʉkʉ","5","5",NA
"bali1274-1","bali1274-1-6-1",6,"maɗɨa","maɗɨa","6","x3",NA
"bali1274-1","bali1274-1-7-1",7,"maɗɨa nʼeka","maɗɨa nʼeka","6+1’","x3 + 1",NA
"bali1274-1","bali1274-1-8-1",8,"ɓapiɓalɨ","ɓapiɓalɨ","10-2","10-2",NA
"bali1274-1","bali1274-1-9-1",9,"ɓapiɓalɨ nʼeka","ɓapiɓalɨ nʼeka","10-1’","(10 - 2) +1","8 + 1? nʼeka = 1 a new form?"
"bali1274-1","bali1274-1-10-1",10,"akomoɓoko","akomoɓoko","10’","10 · 1",NA
"bali1274-1","bali1274-1-10-2",10,"kumi","kumi","10”","10",NA
"bali1274-1","bali1274-1-11-1",11,"akomoɓoko ne imoti","akomoɓoko ne imoti","10’+{+}1","10 + 1",NA
"bali1274-1","bali1274-1-12-2",12,"kumi ne ɨɓalɨ","kumi ne ɨɓalɨ","10”+{+}2","10 + 2",NA
"bali1274-1","bali1274-1-12-1",12,"kʉmba","kʉmba","10”+2’","10 + 2",NA
"bali1274-1","bali1274-1-13-1",13,"kumi ne ɨsiaʉ","kumi ne ɨsiaʉ","10”+3","10 + 3",NA
"bali1274-1","bali1274-1-14-1",14,"kumi na zɨna","kumi na zɨna","10”+4","10 + 4",NA
"bali1274-1","bali1274-1-15-1",15,"kumi na ɓʉkʉ","kumi na ɓʉkʉ","10”+5","10 + 5",NA
