"Language_ID","ID","Parameter_ID","Value","Form","Gloss","Alternate_Gloss","Comment_Glosser"
"logo1258-1","logo1258-1-1-1",1,"ndala","ndala",NA,NA,NA
"logo1258-1","logo1258-1-2-1",2,"zivili","zivili",NA,"2",NA
"logo1258-1","logo1258-1-3-1",3,"zivaɡa","zivaɡa",NA,"3",NA
"logo1258-1","logo1258-1-4-1",4,"zine","zine",NA,"4",NA
"logo1258-1","logo1258-1-5-1",5,"zitano","zitano",NA,"5",NA
"logo1258-1","logo1258-1-6-1",6,"sita","sita",NA,NA,"( < Arabic ) not sure about borrowing"
"logo1258-1","logo1258-1-7-1",7,"saba","saba",NA,NA,"( < Swahili )"
"logo1258-1","logo1258-1-8-1",8,"munane","munane",NA,"x4","mu - class marker? na = reduplicator"
"logo1258-1","logo1258-1-9-1",9,"tisa","tisa",NA,"9","( < Swahili )"
"logo1258-1","logo1258-1-10-1",10,"likomi","likomi",NA,NA,NA
"logo1258-1","logo1258-1-11-1",11,"ilikomina ndala","ilikomina ndala",NA,NA,NA
"logo1258-1","logo1258-1-12-1",12,"ilikomina zivili","ilikomina zivili",NA,NA,NA
"logo1258-1","logo1258-1-13-1",13,"ilikomina zivaɡa","ilikomina zivaɡa",NA,NA,NA
"logo1258-1","logo1258-1-14-1",14,"ilikomina zine","ilikomina zine",NA,NA,NA
"logo1258-1","logo1258-1-15-1",15,"ilikomina zitanu","ilikomina zitanu",NA,NA,NA
"logo1258-1","logo1258-1-16-1",16,"ilikomina sita","ilikomina sita",NA,NA,NA
"logo1258-1","logo1258-1-17-1",17,"ilikomina saba","ilikomina saba",NA,NA,NA
"logo1258-1","logo1258-1-18-1",18,"ilikomina munane","ilikomina munane",NA,NA,NA
"logo1258-1","logo1258-1-19-1",19,"ilikomina tisa","ilikomina tisa",NA,NA,NA
"logo1258-1","logo1258-1-20-1",20,"amakomi ɡavili","amakomi ɡavili",NA,NA,NA
"logo1258-1","logo1258-1-21-1",21,"amakomi ɡavili na ndala","amakomi ɡavili na ndala",NA,NA,NA
"logo1258-1","logo1258-1-22-1",22,"amakomi ɡavili na zivili","amakomi ɡavili na zivili",NA,NA,NA
"logo1258-1","logo1258-1-23-1",23,"amakomi ɡavili na zivaɡa","amakomi ɡavili na zivaɡa",NA,NA,NA
"logo1258-1","logo1258-1-24-1",24,"amakomi ɡavili na zine","amakomi ɡavili na zine",NA,NA,NA
"logo1258-1","logo1258-1-25-1",25,"amakomi ɡavili na zitano","amakomi ɡavili na zitano",NA,NA,NA
"logo1258-1","logo1258-1-26-1",26,"amakomi ɡavili na sita","amakomi ɡavili na sita",NA,NA,NA
"logo1258-1","logo1258-1-27-1",27,"amakomi ɡavili na saba","amakomi ɡavili na saba",NA,NA,NA
"logo1258-1","logo1258-1-28-1",28,"amakomi ɡavili na munane","amakomi ɡavili na munane",NA,NA,NA
"logo1258-1","logo1258-1-29-1",29,"amakomi ɡavili na tisa","amakomi ɡavili na tisa",NA,NA,NA
"logo1258-1","logo1258-1-30-1",30,"amakomi ɡavaɡa","amakomi ɡavaɡa",NA,NA,NA
"logo1258-1","logo1258-1-40-1",40,"amakomi ɡane","amakomi ɡane",NA,NA,NA
"logo1258-1","logo1258-1-50-1",50,"amusini","amusini",NA,NA,"(< Swahili )"
"logo1258-1","logo1258-1-60-1",60,"amakomi sita","amakomi sita",NA,NA,NA
"logo1258-1","logo1258-1-70-1",70,"amakomi saba","amakomi saba",NA,NA,NA
"logo1258-1","logo1258-1-80-1",80,"amakomi munane","amakomi munane",NA,NA,NA
"logo1258-1","logo1258-1-90-1",90,"amakomi tisa","amakomi tisa",NA,NA,NA
"logo1258-1","logo1258-1-100-1",100,"imia","imia",NA,NA,"( 'mia' < Swahili )"
"logo1258-1","logo1258-1-200-1",200,"izimia zivili","izimia zivili",NA,NA,NA
"logo1258-1","logo1258-1-1000-1",1000,"elefu ndala","elefu ndala",NA,NA,"(' elefu' < Swahili )"
"logo1258-1","logo1258-1-2000-1",2000,"izielefu zivili","izielefu zivili",NA,NA,NA
