"Language_ID","ID","Parameter_ID","Value","Form","Gloss","Alternate_Gloss","Comment_Glosser"
"haaa1252-1","haaa1252-1-1-1",1,"limwé","limwé","{CL}1",NA,NA
"haaa1252-1","haaa1252-1-2-1",2,"kabíri","kabíri","{CL’}2",NA,NA
"haaa1252-1","haaa1252-1-3-1",3,"ɡatatu","ɡatatu","{CL”}3",NA,NA
"haaa1252-1","haaa1252-1-4-1",4,"anné","anné","{CL”’}4",NA,NA
"haaa1252-1","haaa1252-1-5-1",5,"ɡataanu","ɡataanu","{CL”}5","5",NA
"haaa1252-1","haaa1252-1-6-1",6,"ɡataandátu","ɡataandátu","?","{CL”}5+3",NA
"haaa1252-1","haaa1252-1-6-2",6,"mukaáɡa","mukaáɡa","{CL”""}6'",NA,NA
"haaa1252-1","haaa1252-1-7-2",7,"indwi","indwi","{CL””'}7",NA,NA
"haaa1252-1","haaa1252-1-7-1",7,"muʃanju","muʃanju","{CL”""}7",NA,NA
"haaa1252-1","haaa1252-1-8-2",8,"munaáne","munaáne","{CL”""}4'+4","x4",NA
"haaa1252-1","haaa1252-1-8-1",8,"munaáni","munaáni","{CL”""}4'+4","x4",NA
"haaa1252-1","haaa1252-1-9-1",9,"tʃénda","tʃénda","9","9",NA
"haaa1252-1","haaa1252-1-10-1",10,"itʃúmi","itʃúmi","{CL""""'}10",NA,NA
"haaa1252-1","haaa1252-1-11-1",11,"itʃúmi na límwe","itʃúmi na límwe","{CL””’}10+{+}{CL}1",NA,NA
"haaa1252-1","haaa1252-1-12-1",12,"itʃúmi na kábiri","itʃúmi na kábiri","{CL””’}10+{+}{CL}2",NA,NA
"haaa1252-1","haaa1252-1-13-1",13,"itʃúmi na ɡátatu","itʃúmi na ɡátatu","{CL””’}10+{+}{CL}3",NA,NA
"haaa1252-1","haaa1252-1-14-1",14,"itʃúmi na kánne","itʃúmi na kánne",NA,NA,NA
"haaa1252-1","haaa1252-1-15-1",15,"itʃúmi na ɡátaanu","itʃúmi na ɡátaanu",NA,NA,NA
"haaa1252-1","haaa1252-1-16-1",16,"itʃúmi na ɡátaanu","itʃúmi na ɡátaanu",NA,NA,NA
"haaa1252-1","haaa1252-1-17-1",17,"itʃúmi na múkaáɡa","itʃúmi na múkaáɡa",NA,NA,NA
"haaa1252-1","haaa1252-1-18-1",18,"itʃúmi na múʃanju","itʃúmi na múʃanju",NA,NA,NA
"haaa1252-1","haaa1252-1-19-1",19,"itʃúmi na tʃénda","itʃúmi na tʃénda",NA,NA,NA
"haaa1252-1","haaa1252-1-20-1",20,"imiroŋɡo ibíri amatʃúmi abíri","imiroŋɡo ibíri amatʃúmi abíri",NA,NA,NA
"haaa1252-1","haaa1252-1-21-1",21,"imiroŋɡo ibíri na límwe","imiroŋɡo ibíri na límwe",NA,NA,NA
"haaa1252-1","haaa1252-1-22-1",22,"imiroŋɡo ibíri na kábiri","imiroŋɡo ibíri na kábiri",NA,NA,NA
"haaa1252-1","haaa1252-1-23-1",23,"imiroŋɡo ibíri na ɡátatu","imiroŋɡo ibíri na ɡátatu",NA,NA,NA
"haaa1252-1","haaa1252-1-24-1",24,"imiroŋɡo ibíri na kánne","imiroŋɡo ibíri na kánne",NA,NA,NA
"haaa1252-1","haaa1252-1-25-1",25,"imiroŋɡo ibíri na ɡátaanu","imiroŋɡo ibíri na ɡátaanu",NA,NA,NA
"haaa1252-1","haaa1252-1-26-1",26,"imiroŋɡo ibíri na múkaáɡa","imiroŋɡo ibíri na múkaáɡa",NA,NA,NA
"haaa1252-1","haaa1252-1-27-1",27,"imiroŋɡo ibíri na múʃanju","imiroŋɡo ibíri na múʃanju",NA,NA,NA
"haaa1252-1","haaa1252-1-28-1",28,"imiroŋɡo ibíri na múnaáni","imiroŋɡo ibíri na múnaáni",NA,NA,NA
"haaa1252-1","haaa1252-1-29-1",29,"imiroŋɡo ibíri na tʃénda","imiroŋɡo ibíri na tʃénda",NA,NA,NA
"haaa1252-1","haaa1252-1-30-2",30,"amatʃúmi atatu","amatʃúmi atatu","{CL””""}10·{CL””""}3",NA,NA
"haaa1252-1","haaa1252-1-30-1",30,"mirooŋɡo itatu","mirooŋɡo itatu","{CL”””}10·{CL”'}3",NA,NA
"haaa1252-1","haaa1252-1-40-2",40,"amatʃúmi anné","amatʃúmi anné","{CL”””}10·{CL””""}4",NA,NA
"haaa1252-1","haaa1252-1-40-1",40,"mirooŋɡo inné","mirooŋɡo inné","{CL”””}10·{CL”’}5",NA,NA
"haaa1252-1","haaa1252-1-50-2",50,"iɡwitaanu","iɡwitaanu",NA,NA,NA
"haaa1252-1","haaa1252-1-50-1",50,"mirooŋɡo itaanu","mirooŋɡo itaanu","{CL”””}10·{CL”’}5",NA,NA
"haaa1252-1","haaa1252-1-60-1",60,"mirooŋɡo mukaáɡa","mirooŋɡo mukaáɡa","{CL”””}10·{CL”’}6",NA,NA
"haaa1252-1","haaa1252-1-60-2",60,"urukaáɡa","urukaáɡa",NA,NA,NA
"haaa1252-1","haaa1252-1-70-1",70,"mirooŋɡo indwi","mirooŋɡo indwi","{CL”””}10·{CL”’}7",NA,NA
"haaa1252-1","haaa1252-1-70-2",70,"uruʃanju","uruʃanju",NA,NA,NA
"haaa1252-1","haaa1252-1-80-2",80,"imiroŋɡo munaáni","imiroŋɡo munaáni","{CL”””}10·({CL””}4’+4)",NA,NA
"haaa1252-1","haaa1252-1-80-1",80,"mirooŋɡo inaáne","mirooŋɡo inaáne","{CL”””}10·({CL”’}4’+4)",NA,NA
"haaa1252-1","haaa1252-1-90-1",90,"uɡwénda","uɡwénda",NA,NA,NA
"haaa1252-1","haaa1252-1-100-1",100,"ijana","ijana","{CL”}100",NA,NA
"haaa1252-1","haaa1252-1-200-1",200,"amajana abíri","amajana abíri",NA,NA,NA
"haaa1252-1","haaa1252-1-1000-1",1000,"iɡihumbi","iɡihumbi",NA,NA,NA
"haaa1252-1","haaa1252-1-2000-1",2000,"ibihumbi bibíri","ibihumbi bibíri",NA,NA,NA
