"Language_ID","ID","Parameter_ID","Value","Form","Gloss","Alternate_Gloss","Comment_Glosser"
"bomw1238-1","bomw1238-1-1-1",1,"wɔtɔ́","wɔtɔ́","1",NA,NA
"bomw1238-1","bomw1238-1-2-1",2,"ɓeɓa","ɓeɓa","{CL}2",NA,NA
"bomw1238-1","bomw1238-1-3-1",3,"ɓeláali","ɓeláali","{CL}3",NA,NA
"bomw1238-1","bomw1238-1-4-1",4,"ɓenâ","ɓenâ","{CL}4",NA,NA
"bomw1238-1","bomw1238-1-5-1",5,"ɓetáani","ɓetáani","{CL}5","5",NA
"bomw1238-1","bomw1238-1-6-1",6,"tʰoobô","tʰoobô","6",NA,NA
"bomw1238-1","bomw1238-1-7-1",7,"tʰámalî","tʰámalî","7","5 + 2?",NA
"bomw1238-1","bomw1238-1-8-1",8,"mwáambi","mwáambi","8",NA,"( < Lingala )"
"bomw1238-1","bomw1238-1-9-1",9,"táani ne ɓinâ","táani ne ɓinâ","5+4",NA,"( 5 + 4 )"
"bomw1238-1","bomw1238-1-10-1",10,"kamɔ","kamɔ","10",NA,NA
"bomw1238-1","bomw1238-1-11-1",11,"kamɔ nɛ wɔtɔ́","kamɔ nɛ wɔtɔ́","10+{+}1",NA,NA
"bomw1238-1","bomw1238-1-12-1",12,"kamɔ nɛ ɓeɓa","kamɔ nɛ ɓeɓa","10+{+}{CL}2",NA,NA
"bomw1238-1","bomw1238-1-13-1",13,"kamɔ nɛ ɓeláali","kamɔ nɛ ɓeláali","10+{+}{CL}3",NA,NA
"bomw1238-1","bomw1238-1-14-1",14,"kamɔ nɛ ɓenâ","kamɔ nɛ ɓenâ","10+{+}{CL}4",NA,NA
"bomw1238-1","bomw1238-1-15-1",15,"kamɔ nɛ ɓetáani","kamɔ nɛ ɓetáani","10+{+}{CL}5",NA,NA
"bomw1238-1","bomw1238-1-16-1",16,"kamɔ nɛ tʰoobô","kamɔ nɛ tʰoobô","10+{+}{CL}6",NA,NA
"bomw1238-1","bomw1238-1-17-1",17,"kamɔ nɛ tʰámalî","kamɔ nɛ tʰámalî","10+{+}7",NA,NA
"bomw1238-1","bomw1238-1-18-1",18,"kamɔ nɛ mwáambi","kamɔ nɛ mwáambi","10+{+}8",NA,NA
"bomw1238-1","bomw1238-1-19-1",19,"kamɔ nɛ táani ne ɓinâ","kamɔ nɛ táani ne ɓinâ","10+{+}5+4",NA,NA
"bomw1238-1","bomw1238-1-20-1",20,"mɔkamɔ ɓá","mɔkamɔ ɓá","{CL}10·2",NA,NA
"bomw1238-1","bomw1238-1-21-1",21,"mɔkamɔ ɓa nɛ wɔtɔ́","mɔkamɔ ɓa nɛ wɔtɔ́","({CL}10·2)+{+}1",NA,NA
"bomw1238-1","bomw1238-1-22-1",22,"mɔkamɔ ɓa nɛ ɓeɓa","mɔkamɔ ɓa nɛ ɓeɓa","({CL}10·2)+{+}{CL}2",NA,NA
"bomw1238-1","bomw1238-1-23-1",23,"mɔkamɔ ɓa nɛ ɓeláali","mɔkamɔ ɓa nɛ ɓeláali","({CL}10·2)+{+}{CL}3",NA,NA
"bomw1238-1","bomw1238-1-24-1",24,"mɔkamɔ ɓa nɛ ɓenâ","mɔkamɔ ɓa nɛ ɓenâ","({CL}10·2)+{+}{CL}4",NA,NA
"bomw1238-1","bomw1238-1-25-1",25,"mɔkamɔ ɓa nɛ ɓetáani","mɔkamɔ ɓa nɛ ɓetáani","({CL}10·2)+{+}{CL}5",NA,NA
"bomw1238-1","bomw1238-1-26-1",26,"mɔkamɔ ɓa nɛ tʰoobô","mɔkamɔ ɓa nɛ tʰoobô","({CL}10·2)+{+}6",NA,NA
"bomw1238-1","bomw1238-1-27-1",27,"mɔkamɔ ɓa nɛ tʰámalî","mɔkamɔ ɓa nɛ tʰámalî","({CL}10·2)+{+}7",NA,NA
"bomw1238-1","bomw1238-1-28-1",28,"mɔkamɔ ɓa nɛ mwáambi","mɔkamɔ ɓa nɛ mwáambi","({CL}10·2)+{+}8",NA,NA
"bomw1238-1","bomw1238-1-29-1",29,"mɔkamɔ ɓa nɛ táani ne ɓinâ","mɔkamɔ ɓa nɛ táani ne ɓinâ","({CL}10·2)+{+}5+{+}4",NA,NA
"bomw1238-1","bomw1238-1-30-1",30,"mɔkamɔ ɓeláali","mɔkamɔ ɓeláali","{CL}10·{CL}3",NA,NA
"bomw1238-1","bomw1238-1-40-1",40,"mɔkamɔ ɓenâ","mɔkamɔ ɓenâ","{CL}10·{CL}4",NA,NA
"bomw1238-1","bomw1238-1-50-1",50,"mɔkamɔ ɓetáani","mɔkamɔ ɓetáani","{CL}10·{CL}5",NA,NA
"bomw1238-1","bomw1238-1-60-1",60,"mɔkamɔ tʰoobô","mɔkamɔ tʰoobô","{CL}10·6",NA,NA
"bomw1238-1","bomw1238-1-70-1",70,"mɔkamɔ tʰámalî","mɔkamɔ tʰámalî","{CL}10·7",NA,NA
"bomw1238-1","bomw1238-1-80-1",80,"mɔkamɔ mwáambi","mɔkamɔ mwáambi","{CL}10·8",NA,NA
"bomw1238-1","bomw1238-1-90-1",90,"mɔkamɔ libwâ","mɔkamɔ libwâ","{CL}10·{CL}9",NA,"( < Lingala )"
"bomw1238-1","bomw1238-1-100-1",100,"káma","káma","100",NA,NA
"bomw1238-1","bomw1238-1-200-1",200,"ɓekáma ɓeɓa","ɓekáma ɓeɓa","{CL}100·{CL}2",NA,NA
"bomw1238-1","bomw1238-1-1000-1",1000,"mili wɔtɔ","mili wɔtɔ","1000·1",NA,"< French 'mil'"
