"Language_ID","ID","Parameter_ID","Value","Form","Gloss","Alternate_Gloss","Comment_Glosser"
"bamu1253-1","bamu1253-1-1-1",1,"mòʔ","mòʔ","1","1",NA
"bamu1253-1","bamu1253-1-2-1",2,"mbàá","mbàá","2","2",NA
"bamu1253-1","bamu1253-1-3-1",3,"tɛ́t","tɛ́t","3","3",NA
"bamu1253-1","bamu1253-1-4-1",4,"pkà","pkà","4","4",NA
"bamu1253-1","bamu1253-1-5-1",5,"tɛ̀n","tɛ̀n","5","5",NA
"bamu1253-1","bamu1253-1-6-1",6,"ntú","ntú","6",NA,NA
"bamu1253-1","bamu1253-1-7-1",7,"sàmbà","sàmbà","7","x + 2","sam = 5; x = 5?"
"bamu1253-1","bamu1253-1-8-1",8,"fámə́","fámə́","8",NA,NA
"bamu1253-1","bamu1253-1-9-1",9,"kóvýʔ","kóvýʔ","9",NA,NA
"bamu1253-1","bamu1253-1-10-1",10,"ɣə́m","ɣə́m","10","10",NA
"bamu1253-1","bamu1253-1-11-1",11,"ɣə́m nʃwə̀p í mòʔ","ɣə́m nʃwə̀p í mòʔ","10+{+}1","10 + 1",NA
"bamu1253-1","bamu1253-1-12-1",12,"ɣə́m nʃwə̀p í pàá","ɣə́m nʃwə̀p í pàá","10+{+}2’",NA,NA
"bamu1253-1","bamu1253-1-12-2",12,"pɛ̀ʔ nʃwə̀p","pɛ̀ʔ nʃwə̀p","?",NA,"10’+{+}2”"
"bamu1253-1","bamu1253-1-13-1",13,"ɣə́m nʃwə̀p í tɛ́t","ɣə́m nʃwə̀p í tɛ́t","10+{+}3",NA,NA
"bamu1253-1","bamu1253-1-13-2",13,"tɛ́t nʃwə̀p","tɛ́t nʃwə̀p","?",NA,"10’+{+}3'"
"bamu1253-1","bamu1253-1-14-1",14,"ɣə́m nʃwə̀p í pkà","ɣə́m nʃwə̀p í pkà","10+{+}4",NA,NA
"bamu1253-1","bamu1253-1-14-2",14,"pkà nʃwə̀p","pkà nʃwə̀p","?",NA,"10+{+}4’{?}"
"bamu1253-1","bamu1253-1-15-1",15,"ɣə́m nʃwə̀p í tɛ̀n","ɣə́m nʃwə̀p í tɛ̀n","10+{+}5",NA,NA
"bamu1253-1","bamu1253-1-15-2",15,"tɛ̀n nʃwə̀p","tɛ̀n nʃwə̀p","?",NA,NA
"bamu1253-1","bamu1253-1-16-1",16,"ɣə́m nʃwə̀p í ntù","ɣə́m nʃwə̀p í ntù","10+{+}6",NA,NA
"bamu1253-1","bamu1253-1-16-2",16,"ntù nʃwə̀p","ntù nʃwə̀p","?",NA,NA
"bamu1253-1","bamu1253-1-17-1",17,"ɣə́m nʃwə̀p í sàmbà","ɣə́m nʃwə̀p í sàmbà","10+{+}7",NA,NA
"bamu1253-1","bamu1253-1-17-2",17,"sàmbà nʃwə̀p","sàmbà nʃwə̀p","?",NA,NA
"bamu1253-1","bamu1253-1-18-2",18,"fámə́ nʃwə̀p","fámə́ nʃwə̀p","?",NA,NA
"bamu1253-1","bamu1253-1-18-1",18,"ɣə́m nʃwə̀p í fámə́","ɣə́m nʃwə̀p í fámə́","10+{+}8",NA,NA
"bamu1253-1","bamu1253-1-19-1",19,"ɣə́m nʃwə̀p í vy̌ʔ","ɣə́m nʃwə̀p í vy̌ʔ","10+{+}9",NA,NA
"bamu1253-1","bamu1253-1-19-2",19,"vy̌ʔ nʃwə̀p","vy̌ʔ nʃwə̀p","?",NA,NA
"bamu1253-1","bamu1253-1-20-1",20,"pɛ̌ʔ nɡə́m","pɛ̌ʔ nɡə́m","2’·10’","2 · 10",NA
"bamu1253-1","bamu1253-1-21-1",21,"pɛ̌ʔ nɡə́m nʃwə̀p í móʔ","pɛ̌ʔ nɡə́m nʃwə̀p í móʔ",NA,NA,NA
"bamu1253-1","bamu1253-1-22-1",22,"pɛ̌ʔ nɡə́m nʃwə̀p í pàá","pɛ̌ʔ nɡə́m nʃwə̀p í pàá",NA,NA,NA
"bamu1253-1","bamu1253-1-23-1",23,"pɛ̌ʔ nɡə́m nʃwə̀p í tɛ́t","pɛ̌ʔ nɡə́m nʃwə̀p í tɛ́t",NA,NA,NA
"bamu1253-1","bamu1253-1-24-1",24,"pɛ̌ʔ nɡə́m nʃwə̀p í pkà","pɛ̌ʔ nɡə́m nʃwə̀p í pkà",NA,NA,NA
"bamu1253-1","bamu1253-1-25-1",25,"pɛ̌ʔ nɡə́m nʃwə̀p í tɛ̀n","pɛ̌ʔ nɡə́m nʃwə̀p í tɛ̀n",NA,NA,NA
"bamu1253-1","bamu1253-1-26-1",26,"pɛ̌ʔ nɡə́m nʃwə̀p í ntú","pɛ̌ʔ nɡə́m nʃwə̀p í ntú",NA,NA,NA
"bamu1253-1","bamu1253-1-27-1",27,"pɛ̌ʔ nɡə́m nʃwə̀p í sàmbà","pɛ̌ʔ nɡə́m nʃwə̀p í sàmbà",NA,NA,NA
"bamu1253-1","bamu1253-1-28-1",28,"pɛ̌ʔ nɡə́m nʃwə̀p í fámə́","pɛ̌ʔ nɡə́m nʃwə̀p í fámə́",NA,NA,NA
"bamu1253-1","bamu1253-1-29-1",29,"pɛ̌ʔ nɡə́m nʃwə̀p í vy̌ʔ","pɛ̌ʔ nɡə́m nʃwə̀p í vy̌ʔ",NA,NA,NA
"bamu1253-1","bamu1253-1-30-1",30,"tɛ̌t nɡə́m","tɛ̌t nɡə́m","3·10’","3 · 10",NA
"bamu1253-1","bamu1253-1-40-1",40,"pkà nɡə́m","pkà nɡə́m","4·10’","4 · 10",NA
"bamu1253-1","bamu1253-1-50-1",50,"tɛ̀n nɡə́m","tɛ̀n nɡə́m",NA,"5 · 10",NA
