"Language_ID","ID","Parameter_ID","Value","Form","Gloss","Alternate_Gloss","Comment_Glosser"
"mamb1296-1","mamb1296-1-1-1",1,"tʃòóŋá","tʃòóŋá",NA,NA,NA
"mamb1296-1","mamb1296-1-1-1",1,"tʃòóŋá","tʃòóŋá",NA,NA,NA
"mamb1296-1","mamb1296-1-2-1",2,"ví-ílí","ví-ílí",NA,NA,NA
"mamb1296-1","mamb1296-1-2-1",2,"ví-ílí","ví-ílí",NA,NA,NA
"mamb1296-1","mamb1296-1-3-1",3,"ví-tátù","ví-tátù",NA,NA,NA
"mamb1296-1","mamb1296-1-3-1",3,"ví-tátù","ví-tátù",NA,NA,NA
"mamb1296-1","mamb1296-1-4-1",4,"ví-nì","ví-nì",NA,NA,NA
"mamb1296-1","mamb1296-1-4-1",4,"ví-nì","ví-nì",NA,NA,NA
"mamb1296-1","mamb1296-1-5-1",5,"ví-sáánò","ví-sáánò",NA,"5",NA
"mamb1296-1","mamb1296-1-5-1",5,"ví-sáánò","ví-sáánò",NA,"5",NA
"mamb1296-1","mamb1296-1-6-1",6,"mùtààndá","mùtààndá",NA,NA,NA
"mamb1296-1","mamb1296-1-6-1",6,"mùtààndá","mùtààndá",NA,NA,NA
"mamb1296-1","mamb1296-1-7-1",7,"tʃíníímbálí","tʃíníímbálí",NA,"5 + 2","?"
"mamb1296-1","mamb1296-1-7-1",7,"tʃíníímbálí","tʃíníímbálí",NA,"5 + 2","?"
"mamb1296-1","mamb1296-1-8-1",8,"tʃínáánì","tʃínáánì",NA,"x4",NA
"mamb1296-1","mamb1296-1-8-1",8,"tʃínáánì","tʃínáánì",NA,"x4",NA
"mamb1296-1","mamb1296-1-9-1",9,"fúúndíìmbàlí","fúúndíìmbàlí",NA,NA,NA
"mamb1296-1","mamb1296-1-9-1",9,"fúúndíìmbàlí","fúúndíìmbàlí",NA,NA,NA
"mamb1296-1","mamb1296-1-10-1",10,"í-kúmì","í-kúmì",NA,NA,NA
"mamb1296-1","mamb1296-1-10-1",10,"í-kúmì","í-kúmì",NA,NA,NA
"mamb1296-1","mamb1296-1-11-1",11,"í-kúmì nà tʃòóŋá","í-kúmì nà tʃòóŋá",NA,NA,NA
"mamb1296-1","mamb1296-1-11-1",11,"í-kúmì nà tʃòóŋá","í-kúmì nà tʃòóŋá",NA,NA,NA
"mamb1296-1","mamb1296-1-12-1",12,"í-kúmì nà ví-ílí","í-kúmì nà ví-ílí",NA,NA,NA
"mamb1296-1","mamb1296-1-12-1",12,"í-kúmì nà ví-ílí","í-kúmì nà ví-ílí",NA,NA,NA
"mamb1296-1","mamb1296-1-13-1",13,"í-kúmì nà ví-tátù","í-kúmì nà ví-tátù",NA,NA,NA
"mamb1296-1","mamb1296-1-13-1",13,"í-kúmì nà ví-tátù","í-kúmì nà ví-tátù",NA,NA,NA
"mamb1296-1","mamb1296-1-14-1",14,"í-kúmì nà ví-nì","í-kúmì nà ví-nì",NA,NA,NA
"mamb1296-1","mamb1296-1-14-1",14,"í-kúmì nà ví-nì","í-kúmì nà ví-nì",NA,NA,NA
"mamb1296-1","mamb1296-1-15-1",15,"í-kúmì nà ví-sáánò","í-kúmì nà ví-sáánò",NA,NA,NA
"mamb1296-1","mamb1296-1-15-1",15,"í-kúmì nà ví-sáánò","í-kúmì nà ví-sáánò",NA,NA,NA
"mamb1296-1","mamb1296-1-16-1",16,"í-kúmì nà mùtààndá","í-kúmì nà mùtààndá",NA,NA,NA
"mamb1296-1","mamb1296-1-16-1",16,"í-kúmì nà mùtààndá","í-kúmì nà mùtààndá",NA,NA,NA
"mamb1296-1","mamb1296-1-17-1",17,"í-kúmì nà tʃíníímbálì","í-kúmì nà tʃíníímbálì",NA,NA,NA
"mamb1296-1","mamb1296-1-17-1",17,"í-kúmì nà tʃíníímbálì","í-kúmì nà tʃíníímbálì",NA,NA,NA
"mamb1296-1","mamb1296-1-18-1",18,"í-kúmì nà tʃínáánì","í-kúmì nà tʃínáánì",NA,NA,NA
"mamb1296-1","mamb1296-1-18-1",18,"í-kúmì nà tʃínáánì","í-kúmì nà tʃínáánì",NA,NA,NA
"mamb1296-1","mamb1296-1-19-1",19,"í-kúmì nà fúúndíìmbàlí","í-kúmì nà fúúndíìmbàlí",NA,NA,NA
"mamb1296-1","mamb1296-1-19-1",19,"í-kúmì nà fúúndíìmbàlí","í-kúmì nà fúúndíìmbàlí",NA,NA,NA
"mamb1296-1","mamb1296-1-20-1",20,"má-kúmì yá-ílì","má-kúmì yá-ílì",NA,NA,NA
"mamb1296-1","mamb1296-1-20-1",20,"má-kúmì yá-ílì","má-kúmì yá-ílì",NA,NA,NA
"mamb1296-1","mamb1296-1-21-1",21,"má-kúmì yá-ílì nà tʃòóŋá","má-kúmì yá-ílì nà tʃòóŋá",NA,NA,NA
"mamb1296-1","mamb1296-1-21-1",21,"má-kúmì yá-ílì nà tʃòóŋá","má-kúmì yá-ílì nà tʃòóŋá",NA,NA,NA
"mamb1296-1","mamb1296-1-22-1",22,"má-kúmì yá-ílì nà ví-ílí","má-kúmì yá-ílì nà ví-ílí",NA,NA,NA
"mamb1296-1","mamb1296-1-22-1",22,"má-kúmì yá-ílì nà ví-ílí","má-kúmì yá-ílì nà ví-ílí",NA,NA,NA
"mamb1296-1","mamb1296-1-23-1",23,"má-kúmì yá-ílì nà ví-tátù","má-kúmì yá-ílì nà ví-tátù",NA,NA,NA
"mamb1296-1","mamb1296-1-23-1",23,"má-kúmì yá-ílì nà ví-tátù","má-kúmì yá-ílì nà ví-tátù",NA,NA,NA
"mamb1296-1","mamb1296-1-24-1",24,"má-kúmì yá-ílì nà ví-nì","má-kúmì yá-ílì nà ví-nì",NA,NA,NA
"mamb1296-1","mamb1296-1-24-1",24,"má-kúmì yá-ílì nà ví-nì","má-kúmì yá-ílì nà ví-nì",NA,NA,NA
"mamb1296-1","mamb1296-1-25-1",25,"má-kúmì yá-ílì nà ví-sáánò","má-kúmì yá-ílì nà ví-sáánò",NA,NA,NA
"mamb1296-1","mamb1296-1-25-1",25,"má-kúmì yá-ílì nà ví-sáánò","má-kúmì yá-ílì nà ví-sáánò",NA,NA,NA
"mamb1296-1","mamb1296-1-26-1",26,"má-kúmì yá-ílì nà mùtààndá","má-kúmì yá-ílì nà mùtààndá",NA,NA,NA
"mamb1296-1","mamb1296-1-26-1",26,"má-kúmì yá-ílì nà mùtààndá","má-kúmì yá-ílì nà mùtààndá",NA,NA,NA
"mamb1296-1","mamb1296-1-27-1",27,"má-kúmì yá-ílì nà tʃíníímbálì","má-kúmì yá-ílì nà tʃíníímbálì",NA,NA,NA
"mamb1296-1","mamb1296-1-27-1",27,"má-kúmì yá-ílì nà tʃíníímbálì","má-kúmì yá-ílì nà tʃíníímbálì",NA,NA,NA
"mamb1296-1","mamb1296-1-28-1",28,"má-kúmì yá-ílì nà tʃínáánì","má-kúmì yá-ílì nà tʃínáánì",NA,NA,NA
"mamb1296-1","mamb1296-1-28-1",28,"má-kúmì yá-ílì nà tʃínáánì","má-kúmì yá-ílì nà tʃínáánì",NA,NA,NA
"mamb1296-1","mamb1296-1-29-1",29,"má-kúmì yá-ílì nà fúúndíìmbàlí","má-kúmì yá-ílì nà fúúndíìmbàlí",NA,NA,NA
"mamb1296-1","mamb1296-1-29-1",29,"má-kúmì yá-ílì nà fúúndíìmbàlí","má-kúmì yá-ílì nà fúúndíìmbàlí",NA,NA,NA
"mamb1296-1","mamb1296-1-30-1",30,"má-kúmì yá-tátù","má-kúmì yá-tátù",NA,NA,NA
