"Language_ID","ID","Parameter_ID","Value","Form","Gloss","Alternate_Gloss","Comment_Glosser"
"lugu1238-1","lugu1238-1-1-1",1,"yumwe","yumwe",NA,"1",NA
"lugu1238-1","lugu1238-1-2-1",2,"weli","weli",NA,NA,NA
"lugu1238-1","lugu1238-1-3-1",3,"wadatu","wadatu",NA,NA,NA
"lugu1238-1","lugu1238-1-4-1",4,"wane","wane",NA,NA,NA
"lugu1238-1","lugu1238-1-5-1",5,"watano","watano",NA,"5",NA
"lugu1238-1","lugu1238-1-6-1",6,"sita","sita",NA,NA,"( < Arabic ) not sure about borrowing"
"lugu1238-1","lugu1238-1-7-1",7,"saba","saba",NA,NA,"( < Kiswahili < Arabic )"
"lugu1238-1","lugu1238-1-8-1",8,"wanane","wanane",NA,"x4",NA
"lugu1238-1","lugu1238-1-9-1",9,"tisa","tisa",NA,"9","( < Kiswahili < Arabic )"
"lugu1238-1","lugu1238-1-10-1",10,"kumi","kumi",NA,NA,NA
"lugu1238-1","lugu1238-1-11-1",11,"kumi na yumwe","kumi na yumwe",NA,NA,NA
"lugu1238-1","lugu1238-1-12-1",12,"kumi na weli","kumi na weli",NA,NA,NA
"lugu1238-1","lugu1238-1-13-1",13,"kumi na wadatu","kumi na wadatu",NA,NA,NA
"lugu1238-1","lugu1238-1-14-1",14,"kumi na wane","kumi na wane",NA,NA,NA
"lugu1238-1","lugu1238-1-15-1",15,"kumi na watano","kumi na watano",NA,NA,NA
"lugu1238-1","lugu1238-1-16-1",16,"kumi na sita","kumi na sita",NA,NA,NA
"lugu1238-1","lugu1238-1-17-1",17,"kumi na saba","kumi na saba",NA,NA,NA
"lugu1238-1","lugu1238-1-18-1",18,"kumi na wanane","kumi na wanane",NA,NA,NA
"lugu1238-1","lugu1238-1-19-1",19,"kumi na tisa","kumi na tisa",NA,NA,NA
"lugu1238-1","lugu1238-1-20-1",20,"iʃilini","iʃilini",NA,NA,"( < Kiswahili < Arabic )"
"lugu1238-1","lugu1238-1-21-1",21,"iʃilini na yumwe","iʃilini na yumwe",NA,NA,NA
"lugu1238-1","lugu1238-1-22-1",22,"iʃilini na weli","iʃilini na weli",NA,NA,NA
"lugu1238-1","lugu1238-1-23-1",23,"iʃilini na wadatu","iʃilini na wadatu",NA,NA,NA
"lugu1238-1","lugu1238-1-24-1",24,"iʃilini na wane","iʃilini na wane",NA,NA,NA
"lugu1238-1","lugu1238-1-25-1",25,"iʃilini na watano","iʃilini na watano",NA,NA,NA
"lugu1238-1","lugu1238-1-26-1",26,"iʃilini na sita","iʃilini na sita",NA,NA,NA
"lugu1238-1","lugu1238-1-27-1",27,"iʃilini na saba","iʃilini na saba",NA,NA,NA
"lugu1238-1","lugu1238-1-28-1",28,"iʃilini na wanane","iʃilini na wanane",NA,NA,NA
"lugu1238-1","lugu1238-1-29-1",29,"iʃilini na tisa","iʃilini na tisa",NA,NA,NA
"lugu1238-1","lugu1238-1-30-1",30,"θelasini","θelasini",NA,"3 · 10","( < Kiswahili < Arabic )"
"lugu1238-1","lugu1238-1-40-1",40,"arobaini","arobaini",NA,NA,"( < Kiswahili < Arabic )"
"lugu1238-1","lugu1238-1-50-1",50,"hamsini","hamsini",NA,NA,"( < Kiswahili < Arabic )"
"lugu1238-1","lugu1238-1-60-1",60,"sitini","sitini",NA,NA,"( < Kiswahili < Arabic )"
"lugu1238-1","lugu1238-1-70-1",70,"sabini","sabini",NA,NA,"( < Kiswahili < Arabic )"
"lugu1238-1","lugu1238-1-80-1",80,"θemanini","θemanini",NA,"4x  · 10","( < Kiswahili < Arabic )"
"lugu1238-1","lugu1238-1-90-1",90,"tisini","tisini",NA,NA,"( < Kiswahili < Arabic )"
"lugu1238-1","lugu1238-1-100-1",100,"mia","mia",NA,NA,"( < Kiswahili < Arabic )"
"lugu1238-1","lugu1238-1-200-1",200,"mia mbili","mia mbili",NA,NA,NA
"lugu1238-1","lugu1238-1-1000-1",1000,"elfu","elfu",NA,NA,"( < Kiswahili < Arabic )"
"lugu1238-1","lugu1238-1-2000-1",2000,"elfu mbili","elfu mbili",NA,NA,NA
