"Language_ID","ID","Parameter_ID","Value","Form","Gloss","Alternate_Gloss","Comment_Glosser"
"yang1293-1","yang1293-1-1-1",1,"pùmòm","pùmòm","1","1",NA
"yang1293-1","yang1293-1-1-1",1,"pùmòm","pùmòm","1","1",NA
"yang1293-1","yang1293-1-2-1",2,"mándɛ̀","mándɛ̀","2","2",NA
"yang1293-1","yang1293-1-2-1",2,"mándɛ̀","mándɛ̀","2","2",NA
"yang1293-1","yang1293-1-3-1",3,"matát","matát","3","3",NA
"yang1293-1","yang1293-1-3-1",3,"matát","matát","3","3",NA
"yang1293-1","yang1293-1-4-1",4,"ménì","ménì","4","4",NA
"yang1293-1","yang1293-1-4-1",4,"ménì","ménì","4","4",NA
"yang1293-1","yang1293-1-5-1",5,"mátàn","mátàn","5","5",NA
"yang1293-1","yang1293-1-5-1",5,"mátàn","mátàn","5","5",NA
"yang1293-1","yang1293-1-6-1",6,"màtíndàt","màtíndàt","6","6",NA
"yang1293-1","yang1293-1-6-1",6,"màtíndàt","màtíndàt","6","6",NA
"yang1293-1","yang1293-1-7-1",7,"màtíndàt né mʷè","màtíndàt né mʷè","?","6+1","new form for the numeral one"
"yang1293-1","yang1293-1-7-1",7,"màtíndàt né mʷè","màtíndàt né mʷè","?","6+1",NA
"yang1293-1","yang1293-1-8-1",8,"mánà-mànɛ́","mánà-mànɛ́","?","4+4","x4?"
"yang1293-1","yang1293-1-8-1",8,"mánà-mànɛ́","mánà-mànɛ́","?","4+4",NA
"yang1293-1","yang1293-1-9-1",9,"mánà-mànɛ né mʷe","mánà-mànɛ né mʷe","?","4+4+1","me = one?"
"yang1293-1","yang1293-1-9-1",9,"mánà-mànɛ né mʷe","mánà-mànɛ né mʷe","?","4+4+1",NA
"yang1293-1","yang1293-1-10-1",10,"mát","mát","10","10",NA
"yang1293-1","yang1293-1-10-1",10,"mát","mát","10","10",NA
"yang1293-1","yang1293-1-11-1",11,"mát nò pùmòm","mát nò pùmòm","10+{+}1","10+1",NA
"yang1293-1","yang1293-1-11-1",11,"mát nò pùmòm","mát nò pùmòm","10+{+}1","10+1",NA
"yang1293-1","yang1293-1-12-1",12,"mát nà màndɛ́","mát nà màndɛ́","10+{+}2","10+2",NA
"yang1293-1","yang1293-1-12-1",12,"mát nà màndɛ́","mát nà màndɛ́","10+{+}2","10+2",NA
