"Language_ID","ID","Parameter_ID","Value","Form","Gloss","Alternate_Gloss","Comment_Glosser"
"yans1239-1","yans1239-1-1-1",1,"kɛ́mɔ́s","kɛ́mɔ́s","1","1",NA
"yans1239-1","yans1239-1-2-1",2,"byɛ̌l","byɛ̌l","2","2",NA
"yans1239-1","yans1239-1-3-1",3,"bɛ́tát","bɛ́tát","3","3",NA
"yans1239-1","yans1239-1-4-1",4,"bɛ́wán","bɛ́wán","4","4",NA
"yans1239-1","yans1239-1-5-1",5,"bɛ́tan","bɛ́tan","5","5",NA
"yans1239-1","yans1239-1-6-1",6,"bɛ́sámá","bɛ́sámá","6","?","the sama form seems compoun 5 + 1"
"yans1239-1","yans1239-1-7-1",7,"nsámwâːn","nsámwâːn","7","7",NA
"yans1239-1","yans1239-1-8-1",8,"kɛ́nân","kɛ́nân","8","8",NA
"yans1239-1","yans1239-1-9-1",9,"kɛ́va","kɛ́va","9",NA,NA
"yans1239-1","yans1239-1-10-1",10,"ɛ́kwǔm","ɛ́kwǔm","10","10",NA
"yans1239-1","yans1239-1-11-1",11,"kwǔm ɛ́ mɔ́s","kwǔm ɛ́ mɔ́s","10’+{+}1’","10+1",NA
"yans1239-1","yans1239-1-12-1",12,"kwǔm ɛ́ byɛ̌l","kwǔm ɛ́ byɛ̌l","10’+{+}2","10+2",NA
"yans1239-1","yans1239-1-13-1",13,"kwǔm ɛ́ tát","kwǔm ɛ́ tát","10’+{+}3’","10+3",NA
"yans1239-1","yans1239-1-14-1",14,"kwǔm ɛ́ wán","kwǔm ɛ́ wán","10’+{+}4’","10+4",NA
"yans1239-1","yans1239-1-15-1",15,"kwǔm ɛ́ tan","kwǔm ɛ́ tan","10’+{+}5’","10·5",NA
"yans1239-1","yans1239-1-16-1",16,"kwǔm ɛ́ sámá","kwǔm ɛ́ sámá","10’+{+}6’","10+6",NA
"yans1239-1","yans1239-1-17-1",17,"kwǔm ɛ́ nsámwâːn","kwǔm ɛ́ nsámwâːn","10’+{+}7","10+7",NA
"yans1239-1","yans1239-1-18-1",18,"kwǔm ɛ́ kɛ́nân","kwǔm ɛ́ kɛ́nân","10’+{+}8","10+8",NA
"yans1239-1","yans1239-1-19-1",19,"kwǔm ɛ́ kɛ́va","kwǔm ɛ́ kɛ́va","10’+{+}9","10+9",NA
"yans1239-1","yans1239-1-20-1",20,"makwǔm máyɛ̌l","makwǔm máyɛ̌l","10”·2’","10·2",NA
"yans1239-1","yans1239-1-21-1",21,"makwǔm máyɛ̌l ɛ́ mɔ́s","makwǔm máyɛ̌l ɛ́ mɔ́s","(10”·2’)+{+}1’","(10·2)+1",NA
"yans1239-1","yans1239-1-22-1",22,"makwǔm máyɛ̌l ɛ́byɛ̌l","makwǔm máyɛ̌l ɛ́byɛ̌l","(10”·2’)+{+}2’","(10·2)+2",NA
"yans1239-1","yans1239-1-23-1",23,"makwǔm máyɛ̌l ɛ́ bɛ́tát","makwǔm máyɛ̌l ɛ́ bɛ́tát","(10”·2’)+{+}3","(10·2)+3",NA
"yans1239-1","yans1239-1-24-1",24,"makwǔm máyɛ̌l ɛ́bɛ́wán","makwǔm máyɛ̌l ɛ́bɛ́wán","(10”·2’)+{+}4","(10·2)+4",NA
"yans1239-1","yans1239-1-25-1",25,"makwǔm máyɛ̌l ɛ́bɛ́tan","makwǔm máyɛ̌l ɛ́bɛ́tan","(10”·2’)+{+}5","(10·2)+5",NA
"yans1239-1","yans1239-1-26-1",26,"makwǔm máyɛ̌l ɛ́bɛ́sámá","makwǔm máyɛ̌l ɛ́bɛ́sámá","(10”·2’)+{+}6","(10·2)+6",NA
"yans1239-1","yans1239-1-27-1",27,"makwǔm máyɛ̌l ɛ́nsámwâːn","makwǔm máyɛ̌l ɛ́nsámwâːn","(10”·2’)+{+}7","(10·2)+7",NA
"yans1239-1","yans1239-1-28-1",28,"makwǔm máyɛ̌l ɛ́kɛ́nân","makwǔm máyɛ̌l ɛ́kɛ́nân","(10”·2’)+{+}8","(10·2)+8",NA
"yans1239-1","yans1239-1-29-1",29,"makwǔm máyɛ̌l ɛ́kɛ́va","makwǔm máyɛ̌l ɛ́kɛ́va","(10”·2’)+{+}9","(10·2)+9",NA
"yans1239-1","yans1239-1-30-1",30,"makwǔm mátat","makwǔm mátat","10”·3’","10·3",NA
"yans1239-1","yans1239-1-40-1",40,"makwǔm máwán","makwǔm máwán","10”·4’","10·4",NA
"yans1239-1","yans1239-1-50-1",50,"makwǔm matan","makwǔm matan","10”·5’","10·5",NA
"yans1239-1","yans1239-1-60-1",60,"makwǔm masámá","makwǔm masámá","10”·6’","10·6",NA
"yans1239-1","yans1239-1-70-1",70,"makwǔm nsámwâːn","makwǔm nsámwâːn","10”·7’","10·7",NA
"yans1239-1","yans1239-1-80-1",80,"makwǔm kɛ́nân","makwǔm kɛ́nân","10”·8’","10·8",NA
"yans1239-1","yans1239-1-90-1",90,"makwǔm kɛ́va","makwǔm kɛ́va","10”·9’","10·9",NA
"yans1239-1","yans1239-1-100-1",100,"nkam","nkam","100","100",NA
"yans1239-1","yans1239-1-200-1",200,"nkam yôl","nkam yôl","100·2”","100·2",NA
"yans1239-1","yans1239-1-1000-1",1000,"fûnd","fûnd","1000","1000?",NA
"yans1239-1","yans1239-1-2000-1",2000,"mafûnd mayôl","mafûnd mayôl","100·2”’","1000·2",NA
