"Language_ID","ID","Parameter_ID","Value","Form","Gloss","Alternate_Gloss","Comment_Glosser"
"hehe1240-1","hehe1240-1-1-1",1,"himwi","himwi","{CL}1",NA,NA
"hehe1240-1","hehe1240-1-2-1",2,"fivili","fivili","{CL”}2",NA,NA
"hehe1240-1","hehe1240-1-3-1",3,"fidatu","fidatu","{CL”}3",NA,NA
"hehe1240-1","hehe1240-1-4-1",4,"fitai","fitai","{CL”}4",NA,NA
"hehe1240-1","hehe1240-1-5-1",5,"fihanu","fihanu","{CL”}5","5",NA
"hehe1240-1","hehe1240-1-6-1",6,"mtanda","mtanda","{CL”’}6",NA,NA
"hehe1240-1","hehe1240-1-7-1",7,"mfunɡati","mfunɡati","{CL”’}7",NA,NA
"hehe1240-1","hehe1240-1-8-1",8,"mnane","mnane","{CL”’}8","{CL”’}4+4",NA
"hehe1240-1","hehe1240-1-9-1",9,"nyiɡonza","nyiɡonza","{CL””}9",NA,NA
"hehe1240-1","hehe1240-1-10-1",10,"nyichumi","nyichumi","{CL””}10",NA,NA
"hehe1240-1","hehe1240-1-11-1",11,"nyichumi na himwi","nyichumi na himwi","{CL””}10+{+}{CL}1",NA,NA
"hehe1240-1","hehe1240-1-12-1",12,"nyichumi na ndzivili","nyichumi na ndzivili","{CL””}10+{+}{CL””}2",NA,NA
"hehe1240-1","hehe1240-1-13-1",13,"nyichumi na ndzidatu","nyichumi na ndzidatu","{CL””}10+{+}{CL””}3",NA,NA
"hehe1240-1","hehe1240-1-14-1",14,"nyichumi na ndzitai","nyichumi na ndzitai","{CL””}10+{+}{CL””}4",NA,NA
"hehe1240-1","hehe1240-1-15-1",15,"nyichumi na ndzihanu","nyichumi na ndzihanu","{CL””}10+{+}{CL””}5",NA,NA
"hehe1240-1","hehe1240-1-16-1",16,"nyichumi na mtanda","nyichumi na mtanda","{CL””}10+{+}{CL”’}6",NA,NA
"hehe1240-1","hehe1240-1-17-1",17,"nyichumi na mfunɡati","nyichumi na mfunɡati","{CL””}10+{+}{CL”’}7",NA,NA
"hehe1240-1","hehe1240-1-18-1",18,"nyichumi na mnane","nyichumi na mnane","{CL””}10+{+}{CL”’}4’+4",NA,NA
"hehe1240-1","hehe1240-1-19-1",19,"nyichumi na nyiɡonza","nyichumi na nyiɡonza","{CL””}10+{+}{CL””}9",NA,NA
"hehe1240-1","hehe1240-1-20-1",20,"machumi ɡavili","machumi ɡavili","{CL””’}10·{CL""""""}2",NA,NA
"hehe1240-1","hehe1240-1-21-1",21,"machumi ɡavili na himwi","machumi ɡavili na himwi",NA,NA,NA
"hehe1240-1","hehe1240-1-22-1",22,"machumi ɡavili na ndzivili","machumi ɡavili na ndzivili",NA,NA,NA
"hehe1240-1","hehe1240-1-23-1",23,"machumi ɡavili na ndzidatu","machumi ɡavili na ndzidatu",NA,NA,NA
"hehe1240-1","hehe1240-1-24-1",24,"machumi ɡavili na ndzitai","machumi ɡavili na ndzitai",NA,NA,NA
"hehe1240-1","hehe1240-1-25-1",25,"machumi ɡavili na ndzihanu","machumi ɡavili na ndzihanu",NA,NA,NA
"hehe1240-1","hehe1240-1-26-1",26,"machumi ɡavili na mtanda","machumi ɡavili na mtanda",NA,NA,NA
"hehe1240-1","hehe1240-1-27-1",27,"machumi ɡavili na mfunɡati","machumi ɡavili na mfunɡati",NA,NA,NA
"hehe1240-1","hehe1240-1-28-1",28,"machumi ɡavili na mnane","machumi ɡavili na mnane",NA,NA,NA
"hehe1240-1","hehe1240-1-29-1",29,"machumi ɡavili na nyiɡonza","machumi ɡavili na nyiɡonza",NA,NA,NA
"hehe1240-1","hehe1240-1-30-1",30,"machumi ɡadatu","machumi ɡadatu","{CL””’}10·{CL""""""}3",NA,NA
"hehe1240-1","hehe1240-1-40-1",40,"machumi ɡatai","machumi ɡatai","{CL””’}10·{CL""""""}4",NA,NA
"hehe1240-1","hehe1240-1-50-1",50,"machumi ɡahanu","machumi ɡahanu","{CL””’}10·{CL""""""}5",NA,NA
"hehe1240-1","hehe1240-1-60-1",60,"machumi mtanda","machumi mtanda","{CL””’}10·{CL”'}6",NA,NA
"hehe1240-1","hehe1240-1-70-1",70,"machumi mfunɡati","machumi mfunɡati","{CL””’}10·{CL”'}7",NA,NA
"hehe1240-1","hehe1240-1-80-1",80,"machumi mtanda","machumi mtanda","{CL””’}10·{CL”'}8",NA,NA
"hehe1240-1","hehe1240-1-90-1",90,"machumi nyiɡonza","machumi nyiɡonza","{CL””’}10·{CL””}9",NA,NA
"hehe1240-1","hehe1240-1-100-1",100,"liɡana limwi","liɡana limwi","{CL”””’}100·{CL”””’}1",NA,NA
"hehe1240-1","hehe1240-1-200-1",200,"maɡana ɡavili","maɡana ɡavili","{CL”””’}100·{CL”””’}2",NA,NA
"hehe1240-1","hehe1240-1-1000-1",1000,"mbilima yimwi ??","mbilima yimwi ??","{CL””’}1000·{CL”””’’}1",NA,NA
"hehe1240-1","hehe1240-1-2000-1",2000,"mbilima dzivili","mbilima dzivili","{CL””’}1000·{CL””}2",NA,NA
