"Language_ID","ID","Parameter_ID","Value","Form","Gloss","Alternate_Gloss","Comment_Glosser"
"here1253-1","here1253-1-1-1",1,"-mwe","-mwe","1","1",NA
"here1253-1","here1253-1-1-1",1,"-mwe","-mwe","2","1",NA
"here1253-1","here1253-1-2-1",2,"-vári","-vári","2","2",NA
"here1253-1","here1253-1-2-1",2,"-vári","-vári","2","2",NA
"here1253-1","here1253-1-3-1",3,"-tátú","-tátú","3","3",NA
"here1253-1","here1253-1-3-1",3,"-tátú","-tátú","3","3",NA
"here1253-1","here1253-1-4-1",4,"-íné","-íné","4","4",NA
"here1253-1","here1253-1-4-1",4,"-íné","-íné","4","4",NA
"here1253-1","here1253-1-5-1",5,"-táno","-táno","5","5",NA
"here1253-1","here1253-1-5-1",5,"-táno","-táno","5","5",NA
"here1253-1","here1253-1-6-1",6,"hámboúmwe","hámboúmwe","5’+1","5 + 1","“hamba” or “hambo” = verb"
"here1253-1","here1253-1-6-1",6,"hámboúmwe","hámboúmwe","5’+1","5 + 1","“hamba” or “hambo” = verb"
"here1253-1","here1253-1-7-1",7,"hámbombári","hámbombári","5’+2","5 + 2","“hamba” or “hambo” = verb"
"here1253-1","here1253-1-7-1",7,"hámbombári","hámbombári","5’+2","5 + 2","“hamba” or “hambo” = verb"
"here1253-1","here1253-1-8-1",8,"hámbondátú","hámbondátú","5’+3","5 + 3","“hamba” or “hambo” = verb"
"here1253-1","here1253-1-8-1",8,"hámbondátú","hámbondátú","5’+3","5 + 3","“hamba” or “hambo” = verb"
"here1253-1","here1253-1-9-1",9,"muvyú","muvyú","9","9?",NA
"here1253-1","here1253-1-9-1",9,"muvyú","muvyú","9","9?",NA
"here1253-1","here1253-1-10-1",10,"omuronɡo","omuronɡo","{CL}10","10","singular = omurongo"
"here1253-1","here1253-1-10-1",10,"omuronɡo","omuronɡo","{CL}10","10",NA
"here1253-1","here1253-1-11-1",11,"omuronɡo na -mwe","omuronɡo na -mwe","{CL}10+{+}1","10+{+}1","singular = omurongo"
"here1253-1","here1253-1-11-1",11,"omuronɡo na -mwe","omuronɡo na -mwe","{CL}10+{+}1","10+{+}1",NA
"here1253-1","here1253-1-12-1",12,"omuronɡo na -vári","omuronɡo na -vári","{CL}10+{+}2","10+{+}2",NA
"here1253-1","here1253-1-12-1",12,"omuronɡo na -vári","omuronɡo na -vári","{CL}10+{+}2","10+{+}2",NA
"here1253-1","here1253-1-13-1",13,"omuronɡo na -tátú","omuronɡo na -tátú","{CL}10+{+}3","10+{+}3",NA
"here1253-1","here1253-1-13-1",13,"omuronɡo na -tátú","omuronɡo na -tátú","{CL}10+{+}3","10+{+}3",NA
"here1253-1","here1253-1-14-1",14,"omuronɡo na -íné","omuronɡo na -íné","{CL}10+{+}4","10+{+}4",NA
"here1253-1","here1253-1-14-1",14,"omuronɡo na -íné","omuronɡo na -íné","{CL}10+{+}4","10+{+}4",NA
"here1253-1","here1253-1-15-1",15,"omuronɡo na -táno","omuronɡo na -táno","{CL}10+{+}5","10+{+}5",NA
