"Language_ID","ID","Parameter_ID","Value","Form","Gloss","Alternate_Gloss","Comment_Glosser"
"mate1258-1","mate1258-1-1-1",1,"dʒíːmu","dʒíːmu",NA,"1",NA
"mate1258-1","mate1258-1-2-1",2,"íbeːli","íbeːli",NA,"2",NA
"mate1258-1","mate1258-1-3-1",3,"itâːtu","itâːtu",NA,"3",NA
"mate1258-1","mate1258-1-4-1",4,"ńsɛːsi","ńsɛːsi",NA,"4",NA
"mate1258-1","mate1258-1-5-1",5,"ŋ́haːnu","ŋ́haːnu",NA,"5",NA
"mate1258-1","mate1258-1-6-1",6,"ŋ́hanu na lúːmu","ŋ́hanu na lúːmu",NA,"5 + 1",NA
"mate1258-1","mate1258-1-7-1",7,"ŋ́hanu ni íbeːli","ŋ́hanu ni íbeːli",NA,"5 + 2",NA
"mate1258-1","mate1258-1-8-1",8,"ŋ́hanu ní itâːtu","ŋ́hanu ní itâːtu",NA,"5 + 3",NA
"mate1258-1","mate1258-1-9-1",9,"ŋ́hanu na ńsɛːsi","ŋ́hanu na ńsɛːsi",NA,"5 + 4",NA
"mate1258-1","mate1258-1-10-1",10,"likomi líːmu","likomi líːmu",NA,"10 · 1",NA
"mate1258-1","mate1258-1-11-1",11,"likomi líːmu ná pala lúːmu","likomi líːmu ná pala lúːmu",NA,"(10 · 1) + 1","pala = ligature?"
"mate1258-1","mate1258-1-12-1",12,"likomi líːmu ná pala íbeːli","likomi líːmu ná pala íbeːli",NA,"(10 · 1) + 2",NA
"mate1258-1","mate1258-1-13-1",13,"likomi líːmu ná pala itâːtu","likomi líːmu ná pala itâːtu",NA,"(10 · 1) + 3",NA
"mate1258-1","mate1258-1-14-1",14,"likomi líːmu ná pala ńsɛːsi","likomi líːmu ná pala ńsɛːsi",NA,"(10 · 1) + 4",NA
"mate1258-1","mate1258-1-15-1",15,"likomi líːmu ná pala ŋ́haːnu","likomi líːmu ná pala ŋ́haːnu",NA,"(10 · 1) + 5",NA
"mate1258-1","mate1258-1-16-1",16,"likomi líːmu ná p. ŋ́hanu na lúːmu","likomi líːmu ná p. ŋ́hanu na lúːmu",NA,"(10 · 1) + (5 + 1)",NA
"mate1258-1","mate1258-1-17-1",17,"likomi líːmu ná pala ŋ́hanu ni ibeːli","likomi líːmu ná pala ŋ́hanu ni ibeːli",NA,"(10 · 1) + (5 + 2)",NA
"mate1258-1","mate1258-1-18-1",18,"likomi líːmu ná pala ŋ́hanu ní itâːtu","likomi líːmu ná pala ŋ́hanu ní itâːtu",NA,"(10 · 1) + (5 + 3)",NA
"mate1258-1","mate1258-1-19-1",19,"likomi líːmu ná p. ŋ́hanu na ńsɛːsi","likomi líːmu ná p. ŋ́hanu na ńsɛːsi",NA,"(10 · 1) + (5 + 4)",NA
"mate1258-1","mate1258-1-20-1",20,"mákomi ɡábeːli","mákomi ɡábeːli",NA,"10 · 2",NA
"mate1258-1","mate1258-1-21-1",21,"mákomi ɡábeːli ná pala lúːmu","mákomi ɡábeːli ná pala lúːmu",NA,"(10 · 2) + 1",NA
"mate1258-1","mate1258-1-22-1",22,"mákomi ɡábeːli ná pala íbeːli","mákomi ɡábeːli ná pala íbeːli",NA,"(10 · 2) + 2",NA
"mate1258-1","mate1258-1-23-1",23,"mákomi ɡábeːli ná pala itâːtu","mákomi ɡábeːli ná pala itâːtu",NA,"(10 · 2) + 3",NA
"mate1258-1","mate1258-1-24-1",24,"mákomi ɡábeːli ná pala ńsɛːsi","mákomi ɡábeːli ná pala ńsɛːsi",NA,"(10 · 2) + 4",NA
"mate1258-1","mate1258-1-25-1",25,"mákomi ɡábeːli ná pala ŋ́haːnu","mákomi ɡábeːli ná pala ŋ́haːnu",NA,"(10 · 2) + 5",NA
"mate1258-1","mate1258-1-26-1",26,"mákomi ɡábeːli ná pala ŋ́hanu na lúːmu","mákomi ɡábeːli ná pala ŋ́hanu na lúːmu",NA,"(10 · 2) + (5 + 1)",NA
"mate1258-1","mate1258-1-27-1",27,"mákomi ɡábeːli ná pala ŋ́hanu ni ibeːli","mákomi ɡábeːli ná pala ŋ́hanu ni ibeːli",NA,"(10 · 2) + (5 + 2)",NA
"mate1258-1","mate1258-1-28-1",28,"mákomi ɡábeːli ná pala ŋ́hanu ni̋ itâːtu","mákomi ɡábeːli ná pala ŋ́hanu ni̋ itâːtu",NA,"(10 · 2) + (5 + 3)",NA
"mate1258-1","mate1258-1-29-1",29,"mákomi ɡábeːli ná pala ŋ́hanu na ńsɛːsi","mákomi ɡábeːli ná pala ŋ́hanu na ńsɛːsi",NA,"(10 · 2) + (5 + 4)",NA
"mate1258-1","mate1258-1-30-1",30,"mákomi ɡaitâːtu","mákomi ɡaitâːtu",NA,"10 · 3",NA
"mate1258-1","mate1258-1-40-1",40,"mákomi ńsɛːsi","mákomi ńsɛːsi",NA,"10 · 4",NA
"mate1258-1","mate1258-1-50-1",50,"mákomi ŋ́haːnu","mákomi ŋ́haːnu",NA,"10 · 5",NA
"mate1258-1","mate1258-1-60-1",60,"mákomi ŋ́hanu ná pala líːmu","mákomi ŋ́hanu ná pala líːmu",NA,"10 + (5 + 1)",NA
"mate1258-1","mate1258-1-70-1",70,"mákomi ŋ́hanu ná pala ɡábeːli","mákomi ŋ́hanu ná pala ɡábeːli",NA,"10 + (5 + 2)
",NA
"mate1258-1","mate1258-1-80-1",80,"mákomi ŋ́hanu ná pala ɡatâːtu","mákomi ŋ́hanu ná pala ɡatâːtu",NA,"10 + (5 + 3)",NA
"mate1258-1","mate1258-1-90-1",90,"mákomi ŋ́hanu ná pala mákomi ńsɛːsi","mákomi ŋ́hanu ná pala mákomi ńsɛːsi",NA,"10 + (5 + 4)",NA
"mate1258-1","mate1258-1-100-2",100,"limjáŋɡu líːmu","limjáŋɡu líːmu",NA,"100 · 1",NA
"mate1258-1","mate1258-1-100-1",100,"mákomi kôːmi","mákomi kôːmi",NA,"10 · 10",NA
"mate1258-1","mate1258-1-200-1",200,"mámjaŋɡu ɡábeːli","mámjaŋɡu ɡábeːli",NA,"100 · 2",NA
"mate1258-1","mate1258-1-1000-1",1000,"elúpu líːmu","elúpu líːmu",NA,"1000 · 1","( ''elúpu'' < Swahili )"
"mate1258-1","mate1258-1-2000-1",2000,"elúpu íbeːli","elúpu íbeːli",NA,"1000 · 2",NA
