"Language_ID","ID","Parameter_ID","Value","Form","Gloss","Alternate_Gloss","Comment_Glosser"
"lumb1249-1","lumb1249-1-1-1",1,"ìmwɛ᷅ːɣə᷆","ìmwɛ᷅ːɣə᷆",NA,NA,NA
"lumb1249-1","lumb1249-1-2-1",2,"wálì","wálì",NA,NA,NA
"lumb1249-1","lumb1249-1-3-1",3,"ìtátù","ìtátù",NA,NA,NA
"lumb1249-1","lumb1249-1-4-1",4,"yínə᷆","yínə᷆",NA,"4",NA
"lumb1249-1","lumb1249-1-5-1",5,"yìráːnù","yìráːnù",NA,"5",NA
"lumb1249-1","lumb1249-1-6-1",6,"yìsàmúnù","yìsàmúnù",NA,"5 + [1]","sam = 5? six = sam + 2 wale"
"lumb1249-1","lumb1249-1-7-1",7,"yìsã́mbwáːlì","yìsã́mbwáːlì",NA,"x + 2","sam = 5; x = 5?"
"lumb1249-1","lumb1249-1-8-1",8,"yìnáːnə᷆","yìnáːnə᷆",NA,"x4",NA
"lumb1249-1","lumb1249-1-9-1",9,"yífù","yífù",NA,"9?",NA
"lumb1249-1","lumb1249-1-10-1",10,"kúːmì","kúːmì",NA,NA,NA
"lumb1249-1","lumb1249-1-11-1",11,"kúːmì ná ìmwɛ᷅ːɣə᷆","kúːmì ná ìmwɛ᷅ːɣə᷆",NA,NA,NA
"lumb1249-1","lumb1249-1-12-1",12,"kúːmì ná wàlì","kúːmì ná wàlì",NA,NA,NA
"lumb1249-1","lumb1249-1-13-1",13,"kúːmì ná tàtù","kúːmì ná tàtù",NA,NA,NA
"lumb1249-1","lumb1249-1-14-1",14,"kúːmì ná yìnə᷆","kúːmì ná yìnə᷆",NA,NA,NA
"lumb1249-1","lumb1249-1-15-1",15,"kúːmì ná ràːnù","kúːmì ná ràːnù",NA,NA,NA
"lumb1249-1","lumb1249-1-16-1",16,"kúːmì ná sàmùnù","kúːmì ná sàmùnù",NA,NA,NA
"lumb1249-1","lumb1249-1-17-1",17,"kúːmì ná yìsã́mbwáːlì","kúːmì ná yìsã́mbwáːlì",NA,NA,NA
"lumb1249-1","lumb1249-1-18-1",18,"kúːmì ná yìnáːnə᷆","kúːmì ná yìnáːnə᷆",NA,NA,NA
"lumb1249-1","lumb1249-1-19-1",19,"yífù dì kúːmì","yífù dì kúːmì",NA,NA,"( *)"
"lumb1249-1","lumb1249-1-20-1",20,"màkú mwàːlì","màkú mwàːlì",NA,NA,NA
"lumb1249-1","lumb1249-1-21-1",21,"màkú mwàːlì ná ìmwɛ᷅ːɣə᷆","màkú mwàːlì ná ìmwɛ᷅ːɣə᷆",NA,NA,NA
"lumb1249-1","lumb1249-1-22-1",22,"màkú mwàːlì ná wàlì","màkú mwàːlì ná wàlì",NA,NA,NA
"lumb1249-1","lumb1249-1-23-1",23,"màkú mwàːlì ná tàtù","màkú mwàːlì ná tàtù",NA,NA,NA
"lumb1249-1","lumb1249-1-24-1",24,"màkú mwàːlì ná yìnə᷆","màkú mwàːlì ná yìnə᷆",NA,NA,NA
"lumb1249-1","lumb1249-1-25-1",25,"màkú mwàːlì ná ràːnù","màkú mwàːlì ná ràːnù",NA,NA,NA
"lumb1249-1","lumb1249-1-26-1",26,"màkú mwàːlì ná sàmùnù","màkú mwàːlì ná sàmùnù",NA,NA,NA
"lumb1249-1","lumb1249-1-27-1",27,"màkú mwàːlì ná yìsã́mbwáːlì","màkú mwàːlì ná yìsã́mbwáːlì",NA,NA,NA
"lumb1249-1","lumb1249-1-28-1",28,"màkú mwàːlì ná yìnáːnə᷆","màkú mwàːlì ná yìnáːnə᷆",NA,NA,NA
"lumb1249-1","lumb1249-1-29-1",29,"màkú mwàːlì ná yífù","màkú mwàːlì ná yífù",NA,NA,NA
"lumb1249-1","lumb1249-1-30-1",30,"màkú màtátù","màkú màtátù",NA,NA,NA
"lumb1249-1","lumb1249-1-40-1",40,"màkú mánə᷆","màkú mánə᷆",NA,NA,NA
"lumb1249-1","lumb1249-1-50-1",50,"màkú màráːnù","màkú màráːnù",NA,NA,NA
"lumb1249-1","lumb1249-1-60-1",60,"màkú màsámúnù","màkú màsámúnù",NA,NA,NA
"lumb1249-1","lumb1249-1-70-1",70,"yìsã́mbwáːlì yì mákù","yìsã́mbwáːlì yì mákù",NA,NA,"(mì)"
"lumb1249-1","lumb1249-1-80-1",80,"yìnáːnə᷆ yì mákù","yìnáːnə᷆ yì mákù",NA,NA,"(mì)"
"lumb1249-1","lumb1249-1-90-1",90,"yífù yì mákù","yífù yì mákù",NA,NA,"(mì)"
"lumb1249-1","lumb1249-1-100-1",100,"kámə᷆","kámə᷆",NA,NA,NA
"lumb1249-1","lumb1249-1-200-1",200,"kámə᷆ wàlì","kámə᷆ wàlì",NA,NA,NA
"lumb1249-1","lumb1249-1-1000-1",1000,"tósínì","tósínì",NA,NA,"< English 'thousand'"
"lumb1249-1","lumb1249-1-2000-1",2000,"tósínì wàlì","tósínì wàlì",NA,NA,NA
