Language_ID	Language_Name	Family	Glottocode	Base	Base_subsystem	Annotator	Comment
	Saep	Madang	saep1240	quinary	quinary	Russell Barlow	binary element? (3 may derive from 2 + x); 5 contains hand; 6 to 9 = 5 + n
	Safeyoka	Angan	safe1240	binary	binary proper	Russell Barlow	3 = 2 + x; 4 = 2 + 2; 5 = hand half all
	Sahu	North Halmahera	sahu1245	quinary	quinary	Russell Barlow	simplex 6 and 9; 7 = x + 2, 8 = x + 3; 9 is likely < Austronesian; 11 to 19 = 10 + n
	Saisiyat	Formosan	sais1237	decimal	decimal modified	Russell Barlow	(senary) addition for 7 (6 + 1); multiplication for 8 (2 ⋅ 4); subtraction for 9; 11 to 19 = 10 + n
	Sajau-Latti	Western Malayo-Polynesian	saja1241	unknown	unknown	Russell Barlow	no data
	Wanohe	Oceanic	saka1289	quinary	quinary	Russell Barlow	6 to 9 = 5 + n
	West Malagasy Sakalava	Western Malayo-Polynesian	saka1291	decimal	decimal proper	Russell Barlow	20 = 2 ⋅ 10; 50 = 5 ⋅ 10
	Sakam	Finisterre-Huon	saka1292	binary	binary+3	Russell Barlow	4 = 2 + 2; quinary starting at 5; very unusual digit-tally system, in which the nostrils are included (as 11 and 12), thus culminating as 22, not 20, as a complete person; alternative (recently invented) system in which 6 through 9 are named after objects that resemble the Arabic numerals
	Sakizaya	Formosan	saki1247	decimal	decimal proper	Russell Barlow	11 to 19 = x + n
	Salas	Central Malayo-Polynesian	sala1269	unknown	unknown	Russell Barlow	no data
	Saleman	Central Malayo-Polynesian	sale1244	decimal	decimal proper	Russell Barlow	1 through 10 < PAN; numerals above 10 unknown
	Saliba	Oceanic	sali1295	quinary	quinary	Russell Barlow	6 to 9 = 5 + n
	Salt-Yui	Chimbu-Wahgi	salt1242	binary	binary proper	Russell Barlow	3 = 2 + x, 4 = 2 + 2; 5 contains hand?; quinary starting at 5
	Saluan	Western Malayo-Polynesian	salu1253	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Samarokena	Greater Kwerba	sama1240	quinary	quinary	Russell Barlow	6 to 9 = x + n
	Samberigi	Enga-Kewa-Huli	samb1321	unknown	unknown	Russell Barlow	body tally (5 = thumb); it looks like it has been restructured with quinary elements
	Sam	Madang	samm1244	binary	binary+3	Russell Barlow	4 = 2 + 2; ternary elements? (6 = 3 + 3, 7 = 2 + 2 + 3, 6 = hand + 1 + 3); 5 contains hand
	Samo	East Strickland	samo1303	binary	binary proper	Russell Barlow	3 = 2 + 1, 4 = 2 + 2, 5 = 2 + 2 + 1; or 5 contains hand; or body tally
	Samoan	Oceanic	samo1305	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Samosa	Madang	samo1306	unknown	unknown	Russell Barlow	no data past 2
	Sangar	Central Malayo-Polynesian	sang1334	unknown	unknown	Russell Barlow	no data
	Sangir	Western Malayo-Polynesian	sang1336	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Sangil	Western Malayo-Polynesian	sang1337	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Sanggau	Western Malayo-Polynesian	sang1339	decimal	decimal modified	Russell Barlow	subtraction for 9 ?; 10, 1000 distinct
	Saniyo-Hiyewe	Sepik	sani1270	binary	binary proper	Russell Barlow	3 = 2 + x, 4 = 2 + 2, 5 = 2 + 2 + x; also body tally
	Saparua	Central Malayo-Polynesian	sapa1251	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Saposa	Oceanic	sapo1253	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Saponi	Lakes Plain	sapo1254	unknown	unknown	Russell Barlow	no data past 10; data unclear (4 = 5); 6 to 9 look derived from quinary (possible Austronesian influence in forms?)
	Sarasira	Oceanic	sara1323	binary	binary proper	Russell Barlow	3 = 2 + 1, 4 = 2 + 2, 5 = 2 + 2 + 1
	Sarangani Blaan	Western Malayo-Polynesian	sara1326	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Sarangani Manobo	Western Malayo-Polynesian	sara1327	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Sara Bakati'	Western Malayo-Polynesian	sara1329	unknown	unknown	Russell Barlow	no data
	Sar (Indonesia)	Timor-Alor-Pantar	sarr1247	quinary	quinary	Russell Barlow	simplex 6; 7 to 9 = 5 + n
	Sarudu	Western Malayo-Polynesian	saru1242	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Saruga	Madang	saru1243	unknown	unknown	Russell Barlow	no data past 2
	Sasak	Western Malayo-Polynesian	sasa1249	decimal	decimal proper	Russell Barlow	11 to 19 = n + x
	Satawalese	Oceanic	sata1237	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Ma Manda	Finisterre-Huon	sauk1252	binary	binary proper	Russell Barlow	3 = 2 + x, 4 = 2 + 2
	Sauri	Geelvink Bay	saur1251	quinary	quinary	Russell Barlow	6 = x + 1
	Sausi	Madang	saus1246	binary	binary+3	Russell Barlow	4 = 2 + 2; 5 contains hand?
	Sause	Sause	saus1247	binary	binary proper	Russell Barlow	3 = 2 + 1, 4 = 2 + 2; quinary starting at 5
	Savosavo	Savosavo	savo1255	decimal	decimal proper	Russell Barlow	11 to 19 = n + x
	Sawai	South Halmahera-West New Guinea	sawa1247	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Saweru	Yawa-Saweru	sawe1240	quinary	quinary	Russell Barlow	6 to 9 = x + n
	Sawila	Timor-Alor-Pantar	sawi1256	quinary	quinary	Russell Barlow	6 to 9 = 5 + n
	Sawi	Asmat-Awyu-Ok	sawi1257	binary	binary proper	Russell Barlow	3 = x + 1 (?); 4 = 2 + 2 (?); possibly quinary starting at 5
	Seberuang	Western Malayo-Polynesian	sebe1242	decimal	decimal modified	Russell Barlow	subtraction for 8, 9; 30 = 3 ⋅ 10
	Sebop	Western Malayo-Polynesian	sebo1238	decimal	decimal modified	Russell Barlow	subtraction for 9 ?; 11 = 10 + 1; 12 = 10 + 2
	Sedoa	Western Malayo-Polynesian	sedo1237	unknown	unknown	Russell Barlow	no data
	Segai	Western Malayo-Polynesian	sega1243	decimal	decimal modified	Russell Barlow	subtraction for 9 ?; 10, 100, 1000 distinct
	Seget	West Bird's Head	sege1235	decimal	decimal proper	Russell Barlow	3, 4, 6, 7, 8, 9 from Austronesian; 5 < ?; 10 is underived; numerals above 10 unknown
	Seimat	Oceanic	seim1238	quinary	quinary	Russell Barlow	5 contains hand; 6 to 9 = 5 + n
	Seit-Kaitetu	Central Malayo-Polynesian	seit1239	decimal	decimal proper	Russell Barlow	11 = 10 + 1; 12 = 10 + 2
	Sekar	Central Malayo-Polynesian	seka1247	decimal	decimal modified	Russell Barlow	(senary) addition for 7 (x + 1), 8 (x + 2); subtraction for 9; 11 to 19 = 10 + n
	Sekapan	Western Malayo-Polynesian	seka1248	decimal	decimal modified	Russell Barlow	subtraction for 9 ?; 11 to 19 = 10 + n
	Seke (Vanuatu)	Oceanic	seke1241	quinary	quinary	Russell Barlow	6 to 9 = 5 + n
	Seko Tengah	Western Malayo-Polynesian	seko1242	decimal	decimal modified	Russell Barlow	subtraction for 9 (8 unclear); 20 = 2 ⋅ 10
	Seko Padang	Western Malayo-Polynesian	seko1243	decimal	decimal modified	Russell Barlow	subtraction for 8, 9; 11 to 19 = 10 + n
	Selaru	Central Malayo-Polynesian	sela1259	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Selayar	Western Malayo-Polynesian	sela1260	decimal	decimal modified	Russell Barlow	subtraction for 8, 9; 11 to 19 = 10 + n
	Selepet	Finisterre-Huon	sele1250	quinary	quinary	Russell Barlow	5 = hand half; 6 to 9 = 5 + n
	Seluwasan	Central Malayo-Polynesian	selu1242	decimal	decimal proper	Russell Barlow	10, 100, 1000 distinct
	Selungai Murut	Western Malayo-Polynesian	selu1243	decimal	decimal proper	Russell Barlow	11 = 10 + 1; 20 = 2 ⋅ 10
	Onya Darat	Western Malayo-Polynesian	sema1269	decimal	decimal modified	Russell Barlow	subtraction for 8, 9; 11 to 19 = n + x
	Sembakung Murut	Western Malayo-Polynesian	semb1240	decimal	decimal proper	Russell Barlow	11 = 10 + 1; 20 = 2 ⋅ 10
	Semimi	Mairasic	semi1264	quinary	quinary	Russell Barlow	5 contains hand?; 6 to 9 = 5 + n
	Sempan	Asmat-Awyu-Ok	semp1241	binary	binary proper	Russell Barlow	3 = 2 + 1; 4 unknown (thus, possibly, binary+4)
	Sene	Finisterre-Huon	sene1263	binary	binary+3	Russell Barlow	4 = 2 + 2; or simplex 4 ?; 5 = hand one; quinary starting at 5
	Sengseng	Oceanic	seng1281	quinary	quinary	Russell Barlow	6 to 9 = 5 + n; or 6 to 9 = n + x
	Sengo	Ndu	seng1284	unknown	unknown	Russell Barlow	no data
	Senggi	Border	seng1285	binary	binary proper	Russell Barlow	3 = 2 + 1, 4 = 2 + 2
	Sepa (Papua New Guinea)	Oceanic	sepa1241	quinary	quinary	Russell Barlow	10 = [2] ⋅ 5
	Sepa (Indonesia)	Central Malayo-Polynesian	sepa1242	decimal	decimal proper	Russell Barlow	11 = 10 + 1; 12 = 10 + 2
	Sepen	Ramu	sepe1240	binary	binary proper	Russell Barlow	3 = 2 + x, 4 = 2 + 2, 5 = 2 + 2 + x
	Sepik Iwam	Sepik	sepi1255	unknown	unknown	Russell Barlow	no data
	Sera	Oceanic	sera1260	binary	binary proper	Russell Barlow	3 = 2 + 1, 4 = 2 + 2; 5 = fingers? (from English?)
	Serili	Central Malayo-Polynesian	seri1255	decimal	decimal proper	Russell Barlow	10, 100, 1000 distinct
	Serui-Laut	South Halmahera-West New Guinea	seru1244	quinary	quinary	Russell Barlow	6 to 9 = n + x
	Serua	Central Malayo-Polynesian	seru1245	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Serudung Murut	Western Malayo-Polynesian	seru1246	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Seta	Nuclear Torricelli	seta1245	binary	binary proper	Russell Barlow	3 = 2 + 1, 4 = 2 + 2; distinct forms given for 5 through 10; body tally? (8 seems to resemble elbow)
	Setaman	Asmat-Awyu-Ok	seta1246	binary	binary proper	Russell Barlow	3 = 2 + x, 4 = 2 + 2; body tally after 4; 5 = thumb
	Seti	Nuclear Torricelli	seti1248	binary	binary proper	Russell Barlow	3 = 2 + 1, 4 = 2 + 2; 5 contains hand?; possibly quinary or some sort of digit tally; or, body tally? (8 seems to resemble elbow)
	Sewa Bay	Oceanic	sewa1251	binary	binary proper	Russell Barlow	3 = 2 + 1, 4 = 2 + 2; quinary starting at 5
	Ngen	Oceanic	shar1244	quinary	quinary	Russell Barlow	6 = 5 + x, 7 to 9 = x + n
	Sialum	Finisterre-Huon	sial1240	binary	binary+3	Russell Barlow	4 = 2 + 2; or simplex 4 ?; 5 contains hand; quinary starting at 5
	Siang	Western Malayo-Polynesian	sian1254	decimal	decimal proper	Russell Barlow	12 = 2 + 10; 20 = 2 ⋅ 10
	Sihan	Western Malayo-Polynesian	sian1255	decimal	decimal modified	Russell Barlow	subtraction for 9 ?; 11 = x + 1; 12 = 10 + 2
	Siane	Kainantu-Goroka	sian1257	binary	binary proper	Russell Barlow	3 = 2 + 1 or 2 + x; 4 = 2 + 2, 5 = 2 + 2 + 1; or 5 contains hand
	Siar-Lak	Oceanic	siar1238	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Siawi	Amto-Musan	siaw1243	quinary	quinary	Russell Barlow	4 might historically derive from x ⋅ 2; 6 to 9 = 5 + n
	Sibe (Nasioi)	South Bougainville	sibe1248	decimal	decimal modified	Russell Barlow	subtraction for 6, 7, 8, 9 (n towards 10); 11 to 19 = n + x
	Sibu Melanau	Western Malayo-Polynesian	sibu1258	decimal	decimal modified	Russell Barlow	subtraction for 9 ?; 12 = 2 + x; 20 = 2 ⋅ 10
	Sie	Oceanic	siee1239	quinary	quinary	Russell Barlow	simplex 6; 7 to 9 = x + n
	Sihan (Gum)	Madang	siha1245	unknown	unknown	Russell Barlow	no data past 2
	Sikaiana	Oceanic	sika1261	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Sika	Central Malayo-Polynesian	sika1262	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Sikaritai	Lakes Plain	sika1263	binary	binary proper	Russell Barlow	3 = 2 + 1, 4 = 2 + 2, 5 = 2 + 2 + 1
	Sikule	Western Malayo-Polynesian	siku1242	decimal	decimal proper	Russell Barlow	11 = 10 + 1; 12 = 10 + 2
	Sirva	Madang	sile1255	binary	binary proper	Russell Barlow	3 = 2 + x; 4 = x + 2 + x + 2; 5 contains thumb?
	Siliput	Nuclear Torricelli	sili1247	binary	binary proper	Russell Barlow	3 = 2 + 1, 4 = 2 + 2; 3 possibly simplex; different words for 5 in different dialects
	Silimo	Dani	sili1249	unknown	unknown	Russell Barlow	no data
	Silopi	Madang	silo1240	unknown	unknown	Russell Barlow	no data past 2
	Simbari	Angan	simb1255	binary	binary proper	Russell Barlow	3 = 2 + 1, 4 = 2 + 2; quinary starting at 5
	Simbo	Oceanic	simb1256	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Simbali	Baining	simb1259	unknown	unknown	Russell Barlow	no data
	Simeulue	Western Malayo-Polynesian	sime1241	decimal	decimal proper	Russell Barlow	alternative subtractive 8, 9 ?; 11 = 1 + x; 12 = 2 + x
	Simeku	South Bougainville	sime1242	quinary	quinary	Russell Barlow	6 to 9 = 5 + n
	Sinaugoro	Oceanic	sina1266	quinary	quinary	Russell Barlow	6 to 9 = 5 + n; alternative, multiplication/addition for 6, 7, 8, 9 ?; also, 1 through 4 are all reduplicated
	Galu	Nuclear Torricelli	sina1269	binary	binary proper	Russell Barlow	3 = 1 + 2, 4 = 2 + 2; 5 contains hand?
	Sinasina	Chimbu-Wahgi	sina1271	binary	binary proper	Russell Barlow	3 = 2 + 1, 4 = 2 + 2, 5 = 2 + 2 + 1; or 5 contains hand?; quinary starting at 5
	Kou	Madang	sins1241	binary	binary+3	Russell Barlow	4 = 2 + 2 (or x + x); or 4 = fingers; 5 contains hand; quinary starting at 5
	Sio	Oceanic	sioo1240	quinary	quinary	Russell Barlow	6 to 9 = 5 + n
	Sirayaic	Formosan	sira1267	decimal	decimal modified	Russell Barlow	multiplication for 8 (2 ⋅ 4); 20 = 2 ⋅ 10; 50 = 2 ⋅ 10
	Siroi	Madang	siro1249	quinary	quinary	Russell Barlow	5 contains hand; 6 to 9 = 5 + n
	Sisiqa	Oceanic	sisi1250	decimal	decimal proper	Russell Barlow	12 = 10 + 2; 15 = 10 + 5
	Sissano	Oceanic	siss1243	binary	binary proper	Russell Barlow	3 = 2 + 1, 4 = 2 + 2
	Siwai	South Bougainville	siwa1245	decimal	decimal modified	Russell Barlow	subtraction for 6, 7, 8, 9 (n towards 10); 11 to 19 = n + x
	Smärky Kanum	Yam	smar1235	senary	senary	Russell Barlow	7 to 12 = x + n
	Sobei	Oceanic	sobe1238	quinary	quinary	Russell Barlow	6 to 9 = 5 + n
	Solos	Oceanic	solo1257	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Solong	Oceanic	solo1258	quinary	quinary	Russell Barlow	6 to 9 = x + n
	Som	Finisterre-Huon	somm1240	binary	binary+3	Russell Barlow	4 = 2 + 2, 5 = 2 + 2 + 1; ternary elements? (6 = 3 + 3, 7 = 3 + 3 + 1)
	Sonia	Bosavi	soni1260	unknown	unknown	Russell Barlow	no data
	Sonsorol	Oceanic	sons1242	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Sop	Madang	sopp1247	unknown	unknown	Russell Barlow	body tally (5 = thumb); decimal starting after 10
	Sori-Harengan	Oceanic	sori1242	decimal	decimal modified	Russell Barlow	subtraction for 7, 8, 9; 11 = 10 + 1, 12 = 10 + 2
	Sos Kundi	Ndu	sosk1235	quinary	quinary	Russell Barlow	5 contains hand; 6 to 9 = 5 + n
	Sota Kanum	Yam	sota1242	unknown	unknown	Russell Barlow	no data past 6
	South Efate	Oceanic	sout2856	quinary	quinary	Russell Barlow	6 to 9 = x + n
	Nahavaq	Oceanic	sout2857	quinary	quinary	Russell Barlow	6 to 9 = x + n
	Southeast Ambrym	Oceanic	sout2859	quinary	quinary	Russell Barlow	6 to 9 = n + x
	South Marquesan	Oceanic	sout2866	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Southwest Tanna	Oceanic	sout2869	quinary	quinary	Russell Barlow	6 to 9 = 5 + n
	South Watut	Oceanic	sout2877	binary	binary proper	Russell Barlow	3 = 2 + x, 4 = 2 + 2, 5 = 2 + 2 + x; or 5 contains hand
	Southeast Babar	Central Malayo-Polynesian	sout2883	decimal	decimal proper	Russell Barlow	10, 1000, 1000 distinct
	South Nuaulu	Central Malayo-Polynesian	sout2895	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Eastern Atadei	Central Malayo-Polynesian	sout2896	decimal	decimal proper	Russell Barlow	8 historically from 4 ⋅ 2 ?; 11 to 19 = 10 + n
	Southern Alta	Western Malayo-Polynesian	sout2905	decimal	decimal proper	Russell Barlow	11 to 19 = x + n
	Bangad	Western Malayo-Polynesian	sout2908	decimal	decimal proper	Russell Barlow	10, 100, 1000 distinct
	Coastal-Virac Bikol	Western Malayo-Polynesian	sout2912	decimal	decimal proper	Russell Barlow	10, 100 distinct
	Southwest Palawano	Western Malayo-Polynesian	sout2916	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Southern Sama	Western Malayo-Polynesian	sout2918	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Southern Betsimisaraka Malagasy	Western Malayo-Polynesian	sout2920	decimal	decimal proper	Russell Barlow	11 = 10 + 1; 12 = 10 + 2
	Southern One	Nuclear Torricelli	sout2932	unknown	unknown	Russell Barlow	no data
	South Muyu	Asmat-Awyu-Ok	sout2940	binary	binary proper	Russell Barlow	3 = 2 + 1; body tally after 3 (5 = thumb, 6 = wrist?)
	South Awyu	Asmat-Awyu-Ok	sout2941	binary	binary proper	Russell Barlow	3 = 2 + 1, 4 = 2 + 2; quinary starting at 5 ? (different words for 5 in different dialects?)
	South Tairora	Kainantu-Goroka	sout2943	binary	binary proper	Russell Barlow	3 = 2 + 1, 4 = 2 + 2; 5 contains hand?
	Southern Kiwai	Kiwaian	sout2949	binary	binary proper	Russell Barlow	3 = 2 + 1, 4 = 2 + 2; 5 = one hand
	Southern Roglai	Western Malayo-Polynesian	sout3010	decimal	decimal modified	Russell Barlow	subtraction for 8, 9; 11 to 19 = 10 + n
	Southern Tidung	Western Malayo-Polynesian	sout3241	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Sowa	Oceanic	sowa1244	quinary	quinary	Russell Barlow	6 to 9 = x + n
	Sowanda	Border	sowa1245	binary	binary proper	Russell Barlow	3 = 2 + 1; 4 unknown (thus, possibly, binary+4)
	Sri Lanka Malay	Western Malayo-Polynesian	sril1245	decimal	decimal modified	Russell Barlow	subtraction for 8, 9; 11 to 19 = n + x
	Standard Malay	Western Malayo-Polynesian	stan1306	decimal	decimal modified	Russell Barlow	subtraction for 8, 9; 20 = 2 ⋅ 10; 50 = 5 ⋅ 10
	Suabo	Inanwatan	suab1238	binary	binary proper	Russell Barlow	3 = 2 + x, 4 = 2 + 2; 5 contains hand
	Asabano	Asabano	suar1238	unknown	unknown	Russell Barlow	no data
	Suau	Oceanic	suau1242	quinary	quinary	Russell Barlow	6 to 9 = 5 + n
	Sudest	Oceanic	sude1239	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Suena	Greater Binanderean	suen1241	binary	binary proper	Russell Barlow	3 = 2 + 1, 4 = 2 + 2; or 4 = little finger bent?; 5 = hand one
	Suganga	Asmat-Awyu-Ok	suga1249	binary	binary proper	Russell Barlow	3 = 2 + 1, 4 = 2 + 2, 5 = 2 + 2 + x
	Sugut Dusun	Western Malayo-Polynesian	sugu1243	decimal	decimal proper	Russell Barlow	11 = 10 + 1; 20 = 2 ⋅ 10
	Suki	Suki-Gogodala	suki1245	binary	binary proper	Russell Barlow	3 = 2 + 1, 4 = 2 + 2, 5 = 2 + 2 + 1; or 5 = many; or 5 = half
	Sukurum	Oceanic	suku1264	binary	binary proper	Russell Barlow	3 = 2 + 1, 4 = 2 + 2, 5 = 2 + 2 + 1
	Sula	Central Malayo-Polynesian	sula1248	decimal	decimal modified	Russell Barlow	subtraction for 8, 9; 11 to 19 = 10 + n
	Sulka	Sulka	sulk1246	binary	binary proper	Russell Barlow	3 = 2 + 1, 4 = 2 + 2; 5 contains hand; quinary starting at 5
	Sulod	Western Malayo-Polynesian	sulo1237	decimal	decimal proper	Russell Barlow	20 = 2 ⋅ 10
	Sumariup	Sepik	suma1269	unknown	unknown	Russell Barlow	no data
	Sumau	Madang	suma1270	unknown	unknown	Russell Barlow	no data past 2
	Sumbawa	Western Malayo-Polynesian	sumb1241	decimal	decimal proper	Russell Barlow	11 to 19 = n + x
	Sundanese	Western Malayo-Polynesian	sund1252	decimal	decimal modified	Russell Barlow	subtraction for 8, 9; 11 to 19 = n + x
	Surigaonon	Western Malayo-Polynesian	suri1273	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Sursurunga	Oceanic	surs1246	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Susuami	Angan	susu1251	binary	binary proper	Russell Barlow	3 = 2 + 1, 4 = 2 + 2; 5 = hand half
	Suwawa	Western Malayo-Polynesian	suwa1241	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Tabaru	North Halmahera	taba1263	quinary	quinary	Russell Barlow	simplex 6 and 9; 7 = x + 2, 8 = x + 3; 9 is likely < Austronesian; 11 to 19 = 10 + n
	Tabla	Sentanic	tabl1243	quinary	quinary	Russell Barlow	5 contains hand?; 6 to 9 = 5 + n
	Tabo	Tabo	tabo1241	binary	binary proper	Russell Barlow	3 = 2 + 1, 4 = 2 + 2
	Tabriak	Lower Sepik	tabr1243	quinary	quinary	Russell Barlow	6 to 9 = x + n
	Tadyawan	Western Malayo-Polynesian	tady1237	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Tae'	Western Malayo-Polynesian	taee1237	decimal	decimal modified	Russell Barlow	subtraction for 8, 9; 11 = 10 + 1; 12 = 10 + 2
	Tagakaulu Kalagan	Western Malayo-Polynesian	taga1268	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Tagalog	Western Malayo-Polynesian	taga1270	decimal	decimal proper	Russell Barlow	11 to 19 = x + n
	Tagabawa	Western Malayo-Polynesian	taga1272	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Tagal Murut	Western Malayo-Polynesian	taga1273	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Tagbanwa	Western Malayo-Polynesian	tagb1258	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Tahitian	Oceanic	tahi1242	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Taiap	Taiap	taia1239	quinary	quinary	Russell Barlow	4 has the form x + x; 5 = hand one; 6 to 9 = x + n
	Tai	Madang	taii1241	binary	binary proper	Russell Barlow	3 = 2 + 1, 4 = 2 + 2; body tally after 3 or 4 ?
	Taikat	Border	taik1255	binary	binary proper	Russell Barlow	3 = 2 + x, 4 = 2 + 2; body tally after 4 ? (5 = thumb?; 6 = wrist?)
	Tainae	Angan	tain1253	binary	binary proper	Russell Barlow	3 = 2 + 1; 4 = 2 + 2, 5 = 2 + 2 + 1; or 5 = one hand
	Tairuma	Eleman	tair1256	binary	binary+3	Russell Barlow	4 = 2 + 2; or 4 = /fari/ < English?; 5 contains hand
	Taje	Western Malayo-Polynesian	taje1237	decimal	decimal proper	Russell Barlow	11 = 10 + 1; 12 = 10 + 2
	Tajio	Western Malayo-Polynesian	taji1246	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Takia	Oceanic	taki1248	quinary	quinary	Russell Barlow	5 contains hand (or thumb); 6 to 9 = 5 + n; also English loans after 5; binary 4 (pair pair) in one version
	Takuu	Oceanic	taku1257	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Talaud	Western Malayo-Polynesian	tala1285	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Talise	Oceanic	tali1259	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Taliabu	Central Malayo-Polynesian	tali1262	decimal	decimal modified	Russell Barlow	subtraction for 9; 11 to 19 = 10 + n
	Talondo'	Western Malayo-Polynesian	talo1251	unknown	unknown	Russell Barlow	no data
	Taloki	Western Malayo-Polynesian	talo1252	decimal	decimal proper	Russell Barlow	20 = 2 ⋅ 10
	Taman (Indonesia)	Western Malayo-Polynesian	tama1335	decimal	decimal modified	Russell Barlow	subtraction for 8, 9; 11 to 19 = n + x
	Tamagario	Kayagaric	tama1336	quinary	quinary	Russell Barlow	5 contains hand?; 6 to 9 = 5 + n
	Tambotalo	Oceanic	tamb1253	quinary	quinary	Russell Barlow	6 = x + [1]; 7 to 9 = x + n; sequential number word formation for 7 ?
	Tambora	Tambora	tamb1257	decimal	decimal proper	Russell Barlow	20 = [2] ⋅ 10
	Tami	Oceanic	tami1290	quinary	quinary	Russell Barlow	6 to 9 = 5 + n
	Tamnim Citak	Asmat-Awyu-Ok	tamn1235	binary	binary proper	Russell Barlow	3 = 2 + 1, 4 = 2 + 2; 5 contains hand
	Tampias Lobu	Western Malayo-Polynesian	tamp1254	decimal	decimal proper	Russell Barlow	11 = 10 + 1; 20 = 2 ⋅ 10
	Tanapag	Oceanic	tana1281	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Tanahmerah	Tanahmerah	tana1288	binary	binary+3	Russell Barlow	4 = 2 + 2; 5 = hand one?; quinary starting at 5
	Tandia	South Halmahera-West New Guinea	tand1253	quinary	quinary	Russell Barlow	6 to 9 = 5 + n
	Tandroy Malagasy	Western Malayo-Polynesian	tand1256	decimal	decimal proper	Russell Barlow	50 = 5 ⋅ 10
	Tandaganon	Western Malayo-Polynesian	tand1258	unknown	unknown	Russell Barlow	no data past 4
	Tanda	Finisterre-Huon	tand1259	unknown	unknown	Russell Barlow	no data
	Tanema	Oceanic	tane1237	decimal	decimal proper	Russell Barlow	6 through 10 seem underived, but perhaps innovative (i.e., not < PAN); numerals above 10 unknown
	Movono	Oceanic	tang1347	quinary	quinary	Russell Barlow	6 = 5 + x, 7 to 9 = x + n (or 6 = 5 + x, 7 to 8 = 5 + x + n)
	Tangga	Oceanic	tang1348	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Tangko	Asmat-Awyu-Ok	tang1353	unknown	unknown	Russell Barlow	body tally (5 = thumb)
	Tanggu	Ramu	tang1355	binary	binary proper	Russell Barlow	4 = x + x; 5 = hand
	Tanguat	Ramu	tang1356	binary	binary proper	Russell Barlow	3 = 2 + 1, 4 = 2 + 2, 5 = 2 + 2 + 1
	Tanimbili	Oceanic	tani1255	quinary	quinary	Russell Barlow	6 = 5 + 1; sequential number formation for 7, 8, 9 ?; 10 < PAN (but with quinary formative?)
	Tanosy Malagasy	Western Malayo-Polynesian	tano1246	decimal	decimal proper	Russell Barlow	11 = 1 + 10; 12 = 2 + 10
	Tapei	Arafundi	tape1242	binary	binary proper	Russell Barlow	3 = 2 + x; 4 = 2 + 2 ?; 5 = hand or thumb
	Seediq	Formosan	taro1264	decimal	decimal modified	Russell Barlow	multiplication for 6 (2 ⋅ 3), multiplication for 8 (2 ⋅ 4); 11 to 19 = 10 + n
	Tarpia	Oceanic	tarp1240	quinary	quinary	Russell Barlow	6 to 9 = x + n
	Tasmate	Oceanic	tasm1246	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
