Glottocode	Language_ID	Parameter_ID	Form	Gloss	Comments	Source	Coder
edec1238	edec1238-1	50	aadota	[10]-(20·3)		Channumerals	EAT
edec1238	edec1238-1	60	ogota	20·3		Channumerals	EAT
edec1238	edec1238-1	70	aadohe	[10]-(20·4)		Channumerals	EAT
edec1238	edec1238-1	80	ogohe	20·4		Channumerals	EAT
edec1238	edec1238-1	90	aadohu	[10]-(20·5)		Channumerals	EAT
edec1238	edec1238-1	100	ogohuke	20·5		Channumerals	EAT
edec1238	edec1238-1	200	ugba	200		Channumerals	EAT
edec1238	edec1238-1	200	ogohumehe	20·5·4		Channumerals	EAT
edec1238	edec1238-1	1000	egberu	1000		Channumerals	EAT
edec1238	edec1238-1	2000	egberumedzi	1000·2		Channumerals	EAT
efik1245	efik1245-1	1	kíét	1		Channumerals	EAT
efik1245	efik1245-1	2	íbá	2		Channumerals	EAT
efik1245	efik1245-1	3	ítá	3		Channumerals	EAT
efik1245	efik1245-1	4	ínáŋ	4		Channumerals	EAT
efik1245	efik1245-1	5	ítíón	5		Channumerals	EAT
efik1245	efik1245-1	6	ítíókíét	5+1		Channumerals	EAT
efik1245	efik1245-1	6	ítíón yé kíét	5+{LIG}1		Channumerals	EAT
efik1245	efik1245-1	7	ítíábá	5[+]2		Channumerals	EAT
efik1245	efik1245-1	7	ítíón yé íbá	5+{LIG}2		Channumerals	EAT
efik1245	efik1245-1	8	ítíáitá	5+3		Channumerals	EAT
efik1245	efik1245-1	8	ítíón yé ítá	5+{LIG}2		Channumerals	EAT
efik1245	efik1245-1	9	úsúk-kíét	[10]-{LIG}1		Channumerals	EAT
efik1245	efik1245-1	10	dúóp	10		Channumerals	EAT
efik1245	efik1245-1	11	dúóp ekíét	10[+]1		Channumerals	EAT
efik1245	efik1245-1	12	dúóp ebá	10[+]2		Channumerals	EAT
efik1245	efik1245-1	13	dúóp étá	10[+]3		Channumerals	EAT
efik1245	efik1245-1	14	dúóp enáŋ	10[+]4		Channumerals	EAT
efik1245	efik1245-1	15	éfít	15		Channumerals	EAT
efik1245	efik1245-1	16	éfít ékíét	15[+]1		Channumerals	EAT
efik1245	efik1245-1	17	éfít éba	15[+]2		Channumerals	EAT
efik1245	efik1245-1	18	éfít éta	15[+]3		Channumerals	EAT
efik1245	efik1245-1	19	éfít enaŋ	15[+]4		Channumerals	EAT
efik1245	efik1245-1	20	édíp	20		Channumerals	EAT
efik1245	efik1245-1	21	édíp yé kíét	20+{LIG}1		Channumerals	EAT
efik1245	efik1245-1	22	édíp yé íbá	20+{LIG}2		Channumerals	EAT
efik1245	efik1245-1	23	édíp yé ítá	20+{LIG}3		Channumerals	EAT
efik1245	efik1245-1	24	édíp yé ínáŋ	20+{LIG}4		Channumerals	EAT
efik1245	efik1245-1	25	édíp yé ítíón	20+{LIG}5		Channumerals	EAT
efik1245	efik1245-1	26	édíp yé ítíókíét	20+{LIG}5+{LIG}1		Channumerals	EAT
efik1245	efik1245-1	27	édíp yé ítíábá	20+{LIG}5+{LIG}2		Channumerals	EAT
efik1245	efik1245-1	28	édíp yé ítíáitá	20+{LIG}5+{LIG}3		Channumerals	EAT
efik1245	efik1245-1	29	édíp yé úsúkíét	20+{LIG}([10]-1)		Channumerals	EAT
efik1245	efik1245-1	30	édíp yé dúóp	20+{LIG}10		Channumerals	EAT
efik1245	efik1245-1	40	àbà	{LIG}2	2plural?	Channumerals	EAT
efik1245	efik1245-1	50	àbà yé dúóp	{LIG}2+{LIG}10		Channumerals	EAT
efik1245	efik1245-1	60	àtá	{LIG}3	3plural?	Channumerals	EAT
efik1245	efik1245-1	70	àtá yé dúóp	{LIG}3+{LIG}10		Channumerals	EAT
efik1245	efik1245-1	80	ànàŋ	{LIG}4	4plural?	Channumerals	EAT
efik1245	efik1245-1	90	ànàŋ yé dúóp	{LIG}4+{LIG}10		Channumerals	EAT
efik1245	efik1245-1	100	kíét	1[·][100]	just 1 - wierd	Channumerals	EAT
efik1245	efik1245-1	200	íkíé íbá	(1[·][100])[·]2		Channumerals	EAT
efik1245	efik1245-1	1000	íkíé dúóp	1[·][100][·]10		Channumerals	EAT
efik1245	efik1245-1	1000	tɔ́sìn	1000		Channumerals	EAT
efik1245	efik1245-1	2000	íkíé édíp	100[·]20		Channumerals	EAT
efik1245	efik1245-1	2000	tɔ́sìn íbá	1000·2		Channumerals	EAT
nort2787	nort2787-1	1	nāɣ	1		Channumerals	EAT
nort2787	nort2787-1	1	nāɣ	1		Channumerals	EAT
nort2787	nort2787-1	1	nāɣ	1		Channumerals	EAT
nort2787	nort2787-1	2	nīnì	2		Channumerals	EAT
nort2787	nort2787-1	3	tɔ̄nɔ̀	3		Channumerals	EAT
nort2787	nort2787-1	4	jã᷇	4		Channumerals	EAT
nort2787	nort2787-1	5	klò	5		Channumerals	EAT
nort2787	nort2787-1	6	kùnũ᷇	5'+1'		Channumerals	EAT
nort2787	nort2787-1	7	kālèj	"5""+[2]"		Channumerals	EAT
nort2787	nort2787-1	8	kɔ̀tɔ̃̂	"5""'+3'"		Channumerals	EAT
nort2787	nort2787-1	9	kàjã̂	"5""+4"		Channumerals	EAT
nort2787	nort2787-1	10	bwɔ̀	10		Channumerals	EAT
nort2787	nort2787-1	11	bwɔ̀nāɣ	10[+]1		Channumerals	EAT
nort2787	nort2787-1	12	bwɔ̄nì	10[+]2		Channumerals	EAT
nort2787	nort2787-1	13	bwɔ̄tɔ̄nɔ̀	10[+]3		Channumerals	EAT
nort2787	nort2787-1	14	bwɔ̄jã᷆	10[+]4		Channumerals	EAT
nort2787	nort2787-1	15	bwɔ̄klò	10[+]5		Channumerals	EAT
nort2787	nort2787-1	16	bwɔ̄kùnũ᷆	10[+]5[+]1		Channumerals	EAT
nort2787	nort2787-1	17	bwɔ̄kālèj	10[+]5[+]2		Channumerals	EAT
nort2787	nort2787-1	18	bwɔ̄kɔ̀tɔ̃̂	10[+]5[+]3		Channumerals	EAT
nort2787	nort2787-1	19	bwɔ̄kàjã̂	10[+]5[+]4		Channumerals	EAT
nort2787	nort2787-1	20	tz̀rə̀	20		Channumerals	EAT
nort2787	nort2787-1	21	ɲɪ̀ŋnāɣ	20'[+]1		Channumerals	EAT
nort2787	nort2787-1	22	ɲɪ̄ŋnì	20'[+]2		Channumerals	EAT
nort2787	nort2787-1	23	ɲɪ̄ŋtɔ̄nɔ̀	20'[+]3		Channumerals	EAT
nort2787	nort2787-1	24	ɲɪ̄ŋjã᷆	20'[+]4		Channumerals	EAT
nort2787	nort2787-1	25	ɲɪ̄ŋklò	20'[+]5		Channumerals	EAT
nort2787	nort2787-1	26	ɲɪ̄ŋkùnũ᷆	20'[+]5'[+]1'		Channumerals	EAT
nort2787	nort2787-1	27	ɲɪ̄ŋkālèj	20'[+]5'[+]2'		Channumerals	EAT
nort2787	nort2787-1	28	ɲɪ̄ŋkɔ̀tɔ̃̂	20'[+]5'[+]3'		Channumerals	EAT
nort2787	nort2787-1	29	ɲɪ̄ŋkàjã̂	20'[+]5'[+]4'		Channumerals	EAT
nort2787	nort2787-1	30	ɲɪ̄ŋbwɔ̄	20'[+]10		Channumerals	EAT
nort2787	nort2787-1	40	tàɣàɲɪ̄ŋ	"20""·2"		Channumerals	EAT
nort2787	nort2787-1	50	tàɣà	20·[5](?)		Channumerals	EAT
nort2787	nort2787-1	60	tītɔ̰᷆	"20'""·3"		Channumerals	EAT
nort2787	nort2787-1	70	tìɔ̰̄pə̄bwɔ̀	"(20'""·3)+{LIG}10"		Channumerals	EAT
nort2787	nort2787-1	80	sún	80(?)		Channumerals	EAT
nort2787	nort2787-1	90	sùnpə̄bwɔ̀	80(?)+{LIG}10		Channumerals	EAT
nort2787	nort2787-1	100	cɪ̄k͡pɛ᷇	100		Channumerals	EAT
nort2787	nort2787-1	200	tībwɔ̀	"20'""[·]10"		Channumerals	EAT
nort2787	nort2787-1	400	cɪ̄k͡pwe᷇j̃ĩ̄a᷆	100·{LIG}4		Channumerals	EAT
nort2787	nort2787-1	800	cīk͡pe᷆nàɣkɔ̀tɔ̃᷆		no way around	Channumerals	EAT
nort2787	nort2787-1	1000	cīk͡pe᷆nàɣkɔ̀tɔ̃᷆	100·1·10(?)		Channumerals	EAT
nort2787	nort2787-1	2000	nìēŋ nì	"1000(?)·2"""		Channumerals	EAT
nort2787	nort2787-2	1	nag	1		Channumerals	EAT
nort2787	nort2787-2	2	nini	2		Channumerals	EAT
nort2787	nort2787-2	3	tono	3		Channumerals	EAT
nort2787	nort2787-2	4	ja	4		Channumerals	EAT
nort2787	nort2787-2	5	klo	5		Channumerals	EAT
nort2787	nort2787-2	6	kunu	5'[+]1'		Channumerals	EAT
nort2787	nort2787-2	7	kalej	5'[+]2'		Channumerals	EAT
nort2787	nort2787-2	8	koto	"5""[+]3"		Channumerals	EAT
nort2787	nort2787-2	9	kaja	"5'""[+]4"		Channumerals	EAT
nort2787	nort2787-2	10	bwo	{LIG}10		Channumerals	EAT
nort2787	nort2787-2	11	bwonag	10[+]1'		Channumerals	EAT
nort2787	nort2787-2	12	bwoni	10[+]2'		Channumerals	EAT
nort2787	nort2787-2	13	bwotono	10[+]3'		Channumerals	EAT
nort2787	nort2787-2	14	bwoja	10[+]4		Channumerals	EAT
nort2787	nort2787-2	15	bwoklo	10[+]5		Channumerals	EAT
nort2787	nort2787-2	16	bwokunu	10[+]5'[+]1'		Channumerals	EAT
nort2787	nort2787-2	17	bwokalej	10[+]5'[+]2'		Channumerals	EAT
nort2787	nort2787-2	18	bwokoto	"10[+]5""[+]3"		Channumerals	EAT
nort2787	nort2787-2	19	bwokaja	"10[+]5'""[+]4"		Channumerals	EAT
nort2787	nort2787-2	20	tzra	20		Channumerals	EAT
nort2787	nort2787-2	21	ningnag	20+{LIG}1		Channumerals	EAT
nort2787	nort2787-2	22	ningni	20+{LIG}2		Channumerals	EAT
nort2787	nort2787-2	23	ningtono	20+{LIG}3		Channumerals	EAT
nort2787	nort2787-2	24	ningja	20+{LIG}4		Channumerals	EAT
nort2787	nort2787-2	25	ningklo	20+{LIG}5		Channumerals	EAT
nort2787	nort2787-2	26	ningkunu	20+{LIG}6		Channumerals	EAT
nort2787	nort2787-2	27	ningkalej	20+{LIG}7		Channumerals	EAT
nort2787	nort2787-2	28	ningkoto	20+{LIG}8		Channumerals	EAT
nort2787	nort2787-2	29	ningkaja	20+{LIG}9		Channumerals	EAT
nort2787	nort2787-2	30	ningbwo	20[+]10		Channumerals	EAT
nort2787	nort2787-2	40	taganing	20'·2'		Channumerals	EAT
nort2787	nort2787-2	50	taga	(20'[·]2')+{LIG}10		Channumerals	EAT
nort2787	nort2787-2	60	tito	20'[·]3'		Channumerals	EAT
nort2787	nort2787-2	70	tiopabwo	(20'[·]3')+{LIG}10		Channumerals	EAT
nort2787	nort2787-2	80	sun	80(?)		Channumerals	EAT
nort2787	nort2787-2	90	sunpabwo	80(?)+{LIG}10		Channumerals	EAT
nort2787	nort2787-2	100	cikpe	"20·5"""""		Channumerals	EAT
nort2787	nort2787-2	200	tibwo	20[·]10		Channumerals	EAT
nort2787	nort2787-2	1000	cikpwejia	500(?)·2'		Channumerals	EAT
nort2787	nort2787-2	1000	cikpenagkoto	500(?)·2'		Channumerals	EAT
nort2787	nort2787-2	2000	cikpenagkoto	500(?)·2·2	plural? i vs ə̃̂	Channumerals	EAT
nort2787	nort2787-2	2000	niengni	500(?)·2·2		Channumerals	EAT
sora1254	sora1254-1	1	eboy	1		Sand	EAT
sora1254	sora1254-1	2	bago	2		Sand	EAT
sora1254	sora1254-1	3	yagi	3		Sand	EAT
sora1254	sora1254-1	4	unji	4		Sand	EAT
sora1254	sora1254-1	5	monloy	5		Sand	EAT
sora1254	sora1254-1	6	tudru	6		Sand	EAT
sora1254	sora1254-1	7	gulji	7		Sand	EAT
sora1254	sora1254-1	8	thamji	8		Sand	EAT
sora1254	sora1254-1	9	tingi	9		Sand	EAT
sora1254	sora1254-1	10	gelji	10		Sand	EAT
sora1254	sora1254-1	11	gelmuy	10(?)+1'		Sand	EAT
sora1254	sora1254-1	12	migel	12		Sand	EAT
sora1254	sora1254-1	13	migelboy	12[+]1		Sand	EAT
sora1254	sora1254-1	14	migelbago	12[+]2		Sand	EAT
sora1254	sora1254-1	15	migelyagi	12[+]3		Sand	EAT
sora1254	sora1254-1	16	migelunji	12[+]4		Sand	EAT
sora1254	sora1254-1	17	migelmonloy	12[+]5		Sand	EAT
sora1254	sora1254-1	18	migeltudru	12[+]6		Sand	EAT
sora1254	sora1254-1	19	migelgulji	12[+]7		Sand	EAT
sora1254	sora1254-1	20	bokuri	[1][·]20		Sand	EAT
sora1254	sora1254-1	21	bokurieboy	([1][·]20)[+]1		Sand	EAT
sora1254	sora1254-1	22	bokuribago	([1][·]20)[+]2		Sand	EAT
sora1254	sora1254-1	23	bokuriyagi	([1][·]20)[+]3		Sand	EAT
sora1254	sora1254-1	24	bokuriunji	([1][·]20)[+]4		Sand	EAT
sora1254	sora1254-1	25	bokurimonloy	([1][·]20)[+]5		Sand	EAT
sora1254	sora1254-1	26	bokuritudru	([1][·]20)[+]6		Sand	EAT
sora1254	sora1254-1	27	bokurigulji	([1][·]20)[+]7		Sand	EAT
sora1254	sora1254-1	28	bokurithamji	([1][·]20)[+]8		Sand	EAT
sora1254	sora1254-1	29	bokuritingi	([1][·]20)[+]9		Sand	EAT
sora1254	sora1254-1	30	bokurigelji	([1][·]20)[+]10		Sand	EAT
sora1254	sora1254-1	31	bokurigelmuy	([1][·]20)[+]10[+]1'		Sand	EAT
sora1254	sora1254-1	32	bokurimigel	([1][·]20)[+]12		Sand	EAT
sora1254	sora1254-1	33	bokurimigelboy	([1][·]20)[+]12+1		Sand	EAT
sora1254	sora1254-1	34	bokurimigelbago	([1][·]20)[+]12+2		Sand	EAT
sora1254	sora1254-1	35	bokurimigelyagi	([1][·]20)[+]12+3		Sand	EAT
sora1254	sora1254-1	36	bokurimigelunji	([1][·]20)[+]12+4		Sand	EAT
sora1254	sora1254-1	37	bokurimigelmonloy	([1][·]20)[+]12+5		Sand	EAT
sora1254	sora1254-1	38	bokurimigeltudru	([1][·]20)[+]12+6		Sand	EAT
sora1254	sora1254-1	39	bokurimigelgulji	([1][·]20)[+]12+7		Sand	EAT
sora1254	sora1254-1	40	bakuri	2·20		Sand	EAT
sora1254	sora1254-1	41	bakurieboy	(2·20)[+]1		Sand	EAT
sora1254	sora1254-1	42	bakuribago	(2·20)[+]2		Sand	EAT
sora1254	sora1254-1	43	bakuriyagi	(2·20)[+]3		Sand	EAT
sora1254	sora1254-1	44	bakuriunji	(2·20)[+]4		Sand	EAT
sora1254	sora1254-1	45	bakurimonloy	(2·20)[+]5		Sand	EAT
sora1254	sora1254-1	46	bakuritudru	(2·20)[+]6		Sand	EAT
sora1254	sora1254-1	47	bakurigulji	(2·20)[+]7		Sand	EAT
sora1254	sora1254-1	48	bakurithamji	(2·20)[+]8		Sand	EAT
sora1254	sora1254-1	49	bakuritingi	(2·20)[+]9		Sand	EAT
sora1254	sora1254-1	50	bakurigelji	(2·20)[+]10		Sand	EAT
sora1254	sora1254-1	51	bakurigelmuy	(2·20)[+]10+1'		Sand	EAT
sora1254	sora1254-1	52	bakurimigel	(2·20)[+]12		Sand	EAT
sora1254	sora1254-1	53	bakurimigelboy	(2·20)[+]12[+]1		Sand	EAT
sora1254	sora1254-1	54	bakurimigelbago	(2·20)[+]12[+]2		Sand	EAT
sora1254	sora1254-1	55	bakurimigelyagi	(2·20)[+]12[+]3		Sand	EAT
sora1254	sora1254-1	56	bakurimigelunji	(2·20)[+]12[+]4		Sand	EAT
sora1254	sora1254-1	57	bakurimigelmonloy	(2·20)[+]12[+]5		Sand	EAT
sora1254	sora1254-1	58	bakurimigeltudru	(2·20)[+]12[+]6		Sand	EAT
sora1254	sora1254-1	59	bakurimigelgulji	(2·20)[+]12[+]7		Sand	EAT
sora1254	sora1254-1	60	yakuri	3·20		Sand	EAT
sora1254	sora1254-1	61	yakurieboy	(3·20)[+]1		Sand	EAT
sora1254	sora1254-1	62	yakuribago	(3·20)[+]2		Sand	EAT
sora1254	sora1254-1	63	yakuriyagi	(3·20)[+]3		Sand	EAT
sora1254	sora1254-1	64	yakuriunji	(3·20)[+]4		Sand	EAT
sora1254	sora1254-1	65	yakurimonloy	(3·20)[+]5		Sand	EAT
sora1254	sora1254-1	66	yakuritudru	(3·20)[+]6		Sand	EAT
sora1254	sora1254-1	67	yakurigulji	(3·20)[+]7		Sand	EAT
sora1254	sora1254-1	68	yakurithamji	(3·20)[+]8		Sand	EAT
sora1254	sora1254-1	69	yakuritingi	(3·20)[+]9		Sand	EAT
sora1254	sora1254-1	70	yakurigelji	(3·20)[+]10		Sand	EAT
sora1254	sora1254-1	71	yakurigelmuy	(3·20)[+]10+1'		Sand	EAT
sora1254	sora1254-1	72	yakurimigel	(3·20)[+]12		Sand	EAT
sora1254	sora1254-1	73	yakurimigelboy	(3·20)[+]12[+]1		Sand	EAT
sora1254	sora1254-1	74	yakurimigelbago	(3·20)[+]12[+]2		Sand	EAT
sora1254	sora1254-1	75	yakurimigelyagi	(3·20)[+]12[+]3		Sand	EAT
sora1254	sora1254-1	76	yakurimigelunji	(3·20)[+]12[+]4		Sand	EAT
sora1254	sora1254-1	77	yakurimigelmonloy	(3·20)[+]12[+]5		Sand	EAT
sora1254	sora1254-1	78	yakurimigeltudru	(3·20)[+]12[+]6		Sand	EAT
sora1254	sora1254-1	79	yakurimigelgulji	(3·20)[+]12[+]7		Sand	EAT
sora1254	sora1254-1	80	unjikuri	4·20		Sand	EAT
sora1254	sora1254-1	81	unjikurieboy	(4·20)[+]1		Sand	EAT
sora1254	sora1254-1	82	unjikuribago	(4·20)[+]2		Sand	EAT
sora1254	sora1254-1	83	unjikuriyagi	(4·20)[+]3		Sand	EAT
sora1254	sora1254-1	84	unjikuriunji	(4·20)[+]4		Sand	EAT
sora1254	sora1254-1	85	unjikurimonloy	(4·20)[+]5		Sand	EAT
sora1254	sora1254-1	86	unjikuritudru	(4·20)[+]6		Sand	EAT
sora1254	sora1254-1	87	unjikurigulji	(4·20)[+]7		Sand	EAT
sora1254	sora1254-1	88	unjikurithamji	(4·20)[+]8		Sand	EAT
sora1254	sora1254-1	89	unjikuritingi	(4·20)[+]9		Sand	EAT
sora1254	sora1254-1	90	unjikurigelji	(4·20)[+]10		Sand	EAT
sora1254	sora1254-1	91	unjikurigelmuy	(4·20)[+]10+1'		Sand	EAT
sora1254	sora1254-1	92	unjikurimigel	(4·20)[+]12		Sand	EAT
sora1254	sora1254-1	93	unjikurimigelboy	(4·20)[+]12[+]1		Sand	EAT
sora1254	sora1254-1	94	unjikurimigelbago	(4·20)[+]12[+]2		Sand	EAT
sora1254	sora1254-1	95	unjikurimigelyagi	(4·20)[+]12[+]3		Sand	EAT
sora1254	sora1254-1	96	unjikurimigelunji	(4·20)[+]12[+]4		Sand	EAT
sora1254	sora1254-1	97	unjikurimigelmonloy	(4·20)[+]12[+]5		Sand	EAT
sora1254	sora1254-1	98	unjikurimigeltudru	(4·20)[+]12[+]6		Sand	EAT
sora1254	sora1254-1	99	unjikurimigelgulji	(4·20)[+]12[+]7		Sand	EAT
sora1254	sora1254-1	100	bosua	100		Sand	EAT
adiv1239	adiv1239-1	1	eka	1		Sand	EAT
adiv1239	adiv1239-1	2	dui	2		Sand	EAT
adiv1239	adiv1239-1	3	tini	3		Sand	EAT
adiv1239	adiv1239-1	4	cari	4		Sand	EAT
adiv1239	adiv1239-1	5	paca	5		Sand	EAT
adiv1239	adiv1239-1	6	chaa	6		Sand	EAT
adiv1239	adiv1239-1	7	sata	7		Sand	EAT
adiv1239	adiv1239-1	8	ath	8		Sand	EAT
adiv1239	adiv1239-1	9	noa	9		Sand	EAT
adiv1239	adiv1239-1	10	dasa	10		Sand	EAT
adiv1239	adiv1239-1	11	egara	1[+]10'		Sand	EAT
adiv1239	adiv1239-1	12	bara	2’[+]10'		Sand	EAT
adiv1239	adiv1239-1	13	tera	3'[+]10'		Sand	EAT
adiv1239	adiv1239-1	14	cauda	4[+]10''	4+10?	Sand	EAT
adiv1239	adiv1239-1	15	pandara	5[+]10		Sand	EAT
adiv1239	adiv1239-1	16	sohla	6[+]10		Sand	EAT
adiv1239	adiv1239-1	17	satra	7[+]10		Sand	EAT
adiv1239	adiv1239-1	18	athra	8[+]10		Sand	EAT
adiv1239	adiv1239-1	19	unais	?	1-20? or 1-(2·10)?	Sand	EAT
adiv1239	adiv1239-1	20	kodie	1'[·]2[·]10(?)		Sand	EAT
adiv1239	adiv1239-1	21	ekois	1[+]2[·]10(?)		Sand	EAT
adiv1239	adiv1239-1	22	bais	2’[+]2[·]10(?)		Sand	EAT
adiv1239	adiv1239-1	23	teis	3[+]2[·]10(?)		Sand	EAT
adiv1239	adiv1239-1	24	cobbis	4[+]2[·]10(?)		Sand	EAT
adiv1239	adiv1239-1	25	paccis	5[+]2[·]10(?)		Sand	EAT
adiv1239	adiv1239-1	26	chabbis	6[+]2[·]10(?)		Sand	EAT
adiv1239	adiv1239-1	27	sateis	7[+]2[·]10(?)		Sand	EAT
adiv1239	adiv1239-1	28	atheis	8[+]2[·]10(?)		Sand	EAT
adiv1239	adiv1239-1	29	anatiris	{LIG}[1]-(3·10’)		Sand	EAT
adiv1239	adiv1239-1	30	tiris	3·10’		Sand	EAT
adiv1239	adiv1239-1	31	ektiris	1[+](3·10’)		Sand	EAT
adiv1239	adiv1239-1	32	battis	2’[+](3·10’)		Sand	EAT
adiv1239	adiv1239-1	33	tettis	3[+](3·10’)		Sand	EAT
adiv1239	adiv1239-1	34	cotiris	4[+](3·10’)		Sand	EAT
adiv1239	adiv1239-1	35	paitiris	5[+](3·10’)		Sand	EAT
adiv1239	adiv1239-1	36	chattis	6[+](3·10’)		Sand	EAT
adiv1239	adiv1239-1	37	saitiris	7[+](3·10’)		Sand	EAT
adiv1239	adiv1239-1	38	artiris	8[+](3·10’)		Sand	EAT
adiv1239	adiv1239-1	39	ancalis	9[+](3·10’)		Sand	EAT
adiv1239	adiv1239-1	40	calis	4[·]10’		Sand	EAT
adiv1239	adiv1239-1	41	ekcalis	1[+](4·10’)		Sand	EAT
adiv1239	adiv1239-1	42	bejalis	2'[+](4·10’)		Sand	EAT
adiv1239	adiv1239-1	43	tejalis	3[+](4·10’)		Sand	EAT
adiv1239	adiv1239-1	44	coralis	4[+](4·10’)		Sand	EAT
adiv1239	adiv1239-1	45	peicalis	5[+](4·10’)		Sand	EAT
adiv1239	adiv1239-1	46	chajalis	6[+](4·10’)		Sand	EAT
adiv1239	adiv1239-1	47	satacalis	7[+](4·10’)		Sand	EAT
adiv1239	adiv1239-1	48	athcalis	8[+](4·10’)		Sand	EAT
adiv1239	adiv1239-1	49	anancalis	9[+](4·10’)		Sand	EAT
adiv1239	adiv1239-1	50	pacas	"5·10"""		Sand	EAT
adiv1239	adiv1239-1	51	ekavana	1[+]50(?)	new form for 50	Sand	EAT
adiv1239	adiv1239-1	52	bavana	2[+]50(?)		Sand	EAT
adiv1239	adiv1239-1	53	tirpana	3[+]50(?)		Sand	EAT
adiv1239	adiv1239-1	54	covana	4[+]50(?)		Sand	EAT
adiv1239	adiv1239-1	55	pancavana	5[+]50(?)		Sand	EAT
adiv1239	adiv1239-1	56	chapana	6[+]50(?)		Sand	EAT
adiv1239	adiv1239-1	57	sattavana	7[+]50(?)		Sand	EAT
adiv1239	adiv1239-1	58	athavana	8[+]50(?)		Sand	EAT
adiv1239	adiv1239-1	59	ansathie	9[+]50(?)		Sand	EAT
adiv1239	adiv1239-1	60	sathie	6·10’		Sand	EAT
adiv1239	adiv1239-1	61	eksathi	"1[+](6[·]10"")"		Sand	EAT
adiv1239	adiv1239-1	62	basathi	"2[+](6[·]10"")"		Sand	EAT
adiv1239	adiv1239-1	63	tesathi	"3[+](6[·]10"")"		Sand	EAT
adiv1239	adiv1239-1	64	cosathi	"4[+](6[·]10"")"		Sand	EAT
adiv1239	adiv1239-1	65	pesathi	"5[+](6[·]10"")"		Sand	EAT
adiv1239	adiv1239-1	66	casathi	"6[+](6[·]10"")"		Sand	EAT
adiv1239	adiv1239-1	67	satsathi	"7[+](6[·]10"")"		Sand	EAT
adiv1239	adiv1239-1	68	athsathi	"8[+](6[·]10"")"		Sand	EAT
adiv1239	adiv1239-1	69	anansatri	"9[+](6[·]10"")"		Sand	EAT
adiv1239	adiv1239-1	70	saturi	"7[·]10""'"		Sand	EAT
adiv1239	adiv1239-1	71	akastari	"1[+](7[·]10""')"		Sand	EAT
adiv1239	adiv1239-1	72	bastari	"2[+](7[·]10""')"		Sand	EAT
adiv1239	adiv1239-1	73	testari	"3[+](7[·]10""')"		Sand	EAT
adiv1239	adiv1239-1	74	costari	"4[+](7[·]10""')"		Sand	EAT
adiv1239	adiv1239-1	75	pancastari	"5[+](7[·]10""')"		Sand	EAT
adiv1239	adiv1239-1	76	chostari	"6[+](7[·]10""')"		Sand	EAT
adiv1239	adiv1239-1	77	satastari	"7[+](7[·]10""')"		Sand	EAT
adiv1239	adiv1239-1	78	athastari	"8[+](7[·]10""')"		Sand	EAT
adiv1239	adiv1239-1	79	anasi	"9[+](7[·]10""')"		Sand	EAT
adiv1239	adiv1239-1	80	assi	8[·]10		Sand	EAT
adiv1239	adiv1239-1	81	ekaassi	1[+](8[·]10)		Sand	EAT
adiv1239	adiv1239-1	82	bajasi	2[+](8[·]10)		Sand	EAT
adiv1239	adiv1239-1	83	tejasi	3[+](8[·]10)		Sand	EAT
adiv1239	adiv1239-1	84	corasi	4[+](8[·]10)		Sand	EAT
adiv1239	adiv1239-1	85	pancasi	5[+](8[·]10)		Sand	EAT
adiv1239	adiv1239-1	86	chejasi	6[+](8[·]10)		Sand	EAT
adiv1239	adiv1239-1	87	satasi	7[+](8[·]10)		Sand	EAT
adiv1239	adiv1239-1	88	athasi	8[+](8[·]10)		Sand	EAT
adiv1239	adiv1239-1	89	ananve	[1](?)[-]90		Sand	EAT
adiv1239	adiv1239-1	90	nave	"9[·]10""""(?)"		Sand	EAT
adiv1239	adiv1239-1	91	ekanve	"1[+](9[·]10"""")"		Sand	EAT
adiv1239	adiv1239-1	92	bajanve	"2[+](9[·]10"""")"		Sand	EAT
adiv1239	adiv1239-1	93	tejanve	"3[+](9[·]10"""")"		Sand	EAT
adiv1239	adiv1239-1	94	coranve	"4[+](9[·]10"""")"		Sand	EAT
adiv1239	adiv1239-1	95	pancanve	"5[+](9[·]10"""")"		Sand	EAT
adiv1239	adiv1239-1	96	chejanve	"6[+](9[·]10"""")"		Sand	EAT
adiv1239	adiv1239-1	97	sattanve	"7[+](9[·]10"""")"		Sand	EAT
adiv1239	adiv1239-1	98	athanve	"8[+](9[·]10"""")"		Sand	EAT
adiv1239	adiv1239-1	99	anasat	?		Sand	EAT
adiv1239	adiv1239-1	100	sahe	100		Sand	EAT
adiv1239	adiv1239-1	100	sahe	100		Sand	EAT
adiv1239	adiv1239-1	200	duiso	2·100’		Sand	EAT
adiv1239	adiv1239-1	300	tinso	3·100’		Sand	EAT
adiv1239	adiv1239-1	400	carso	4·100’		Sand	EAT
adiv1239	adiv1239-1	500	pacso	5·100’		Sand	EAT
adiv1239	adiv1239-1	600	choso	6·100’		Sand	EAT
adiv1239	adiv1239-1	1000	hazare	1000		Sand	EAT
adiv1239	adiv1239-1	1000	hazare	1000		Sand	EAT
adiv1239	adiv1239-1	2000	duihazare	2·1000		Sand	EAT
adiv1239	adiv1239-1	3000	tinhazare	3·1000		Sand	EAT
adiv1239	adiv1239-1	4000	carhazare	4·1000		Sand	EAT
adiv1239	adiv1239-1	5000	tsarhazare	5·1000		Sand	EAT
adiv1239	adiv1239-1	6000	pachazare	6·1000		Sand	EAT
