,ID,Language_ID,Source,Parameter_ID,NumberValue,Value,Form,Comment_contributor,Loan,Gloss,Comment_glosser,Alternate_gloss
1,numerals-gara1269-1-one-1,numerals-gara1269-1,Chan2019,one,1,yiŋɡimali,yinggimali,,false,1,,
2,numerals-gara1269-1-two-1,numerals-gara1269-1,Chan2019,two,2,ɡujarra,gujarra,,false,2,,
3,numerals-gara1269-1-three-1,numerals-gara1269-1,Chan2019,three,3,ɡujarra-yiŋɡimali,gujarrayinggimali,( 2 + 1),false,2[+]1,,
4,numerals-gara1269-1-four-1,numerals-gara1269-1,Chan2019,four,4,murrɡu,murrgu,( lit: 'small mob'),false,?,"‘small mob, a few’; “covers most situations where a number exceeds three, but rarely more than five or six.”",
5,numerals-gara1269-1-five-1,numerals-gara1269-1,Chan2019,five,5,murrɡu,murrgu,( lit: 'small mob'),false,?,"‘small mob, a few’; “covers most situations where a number exceeds three, but rarely more than five or six.”",
6,numerals-gara1269-1-six-1,numerals-gara1269-1,Chan2019,six,6,murrɡu,murrgu,( lit: 'small mob'),false,?,"‘small mob, a few’; “covers most situations where a number exceeds three, but rarely more than five or six.”",
7,numerals-gara1269-1-seven-1,numerals-gara1269-1,Chan2019,seven,7,ɡaja,gaja,( lit: 'big mob'),false,?,‘big mob’; “covers situations beyond that but is used in a relative way depending on how many were expected”,
8,numerals-gara1269-1-eight-1,numerals-gara1269-1,Chan2019,eight,8,ɡaja,gaja,( lit: 'big mob'),false,?,‘big mob’; “covers situations beyond that but is used in a relative way depending on how many were expected”,
9,numerals-gara1269-1-nine-1,numerals-gara1269-1,Chan2019,nine,9,ɡaja,gaja,( lit: 'big mob'),false,?,‘big mob’; “covers situations beyond that but is used in a relative way depending on how many were expected”,
10,numerals-gara1269-1-ten-1,numerals-gara1269-1,Chan2019,ten,10,ɡaja,gaja,( lit: 'big mob'),false,?,‘big mob’; “covers situations beyond that but is used in a relative way depending on how many were expected”,
11,numerals-gara1269-1-eleven-1,numerals-gara1269-1,Chan2019,eleven,11,ɡaja,gaja,( lit: 'big mob'),false,?,‘big mob’; “covers situations beyond that but is used in a relative way depending on how many were expected”,
12,numerals-gara1269-1-twelve-1,numerals-gara1269-1,Chan2019,twelve,12,ɡaja,gaja,"( lit: 'big mob'), etc.",false,?,‘big mob’; “covers situations beyond that but is used in a relative way depending on how many were expected”,
